chemical,name,molecular_weight,SMILES_string,Drug,InChI Key,SMILES,similarity
CIDs12831280,-Azelastine,381.89846,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,Azelastine,MBUVEWMHONZEQD-UHFFFAOYSA-N,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,95
CIDs44814423,ertugliflozin,436.8827,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,Ertugliflozin,MCIACXAZCBVDEE-CUUWFGFTSA-N,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,92
CIDs00004040,methyl cysteinate,135.18476,COC(=O)C(CS)N,Mecysteine,MCYHPZGUONZRGO-VKHMYHEASA-N,COC(=O)C(CS)N,67
CIDs00023009,nimorazole,226.23246,C1COCCN1CCN2C=NC=C2[N+](=O)[O-],Nimorazole,MDJFHRLTPRPZLY-UHFFFAOYSA-N,C1COCCN1CCN2C=NC=C2[N+](=O)[O-],90
CIDs00005359,suprofen,260.30828,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,Suprofen,MDKGKXOCJGEUJW-UHFFFAOYSA-N,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,88
CIDs00003037,dichlorophen,269.1233,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,Dichlorophen,MDNWOSOZYLHTCG-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,92
CIDs09548591,penicillin antibiotics,244.26758,CC1(C(N2C(S1)C(C2=O)NC=O)C(=O)O)C,Hypericum,MDQGTDMBVJCTBN-JCGDXUMPSA-N,CC1(C(N2C(S1)C(C2=O)NC=O)C(=O)O)C,26
CIDs00002249,atenolol,266.33608,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Atenolol,METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,88
CIDs00068873,drospirenone,366.4932,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C,Drospirenone,METQSPRSQINEEU-HXCATZOESA-N,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C,92
CIDs16136245,degarelix,1632.25922,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)N)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C4CC(=O)NC(=O)N4)NC(=O)C(CO)NC(=O)C(CC5=CN=CC=C5)NC(=O)C(CC6=CC=C(C=C6)Cl)NC(=O)C(CC7=CC8=CC=CC=C8C=C7)NC(=O)C,Degarelix,MEUCPCLKGZSHTA-XYAYPHGZSA-N,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)N)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C4CC(=O)NC(=O)N4)NC(=O)C(CO)NC(=O)C(CC5=CN=CC=C5)NC(=O)C(CC6=CC=C(C=C6)Cl)NC(=O)C(CC7=CC8=CC=CC=C8C=C7)NC(=O)C,89
CIDs00026757,selegiline,187.28078,CC(CC1=CC=CC=C1)N(C)CC#C,Selegiline,MEZLKOACVSPNER-GFCCVEGCSA-N,CC(CC1=CC=CC=C1)N(C)CC#C,90
CIDs86278165,Ferinject,788.43616,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C(=O)[O-])O)O)CO)CO)O)O)O)O.O.[OH-].[O-2].[Fe+3],Ferric Carboxymaltose,MFBBZTDYOYZJGB-UHFFFAOYSA-L,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C(=O)[O-])O)O)CO)CO)O)O)O)O.O.[OH-].[O-2].[Fe+3],33
CIDs11518241,Trifarotene,459.57662,CC(C)(C)C1=C(C=CC(=C1)C2=C(C=CC(=C2)C3=CC=C(C=C3)C(=O)O)OCCO)N4CCCC4,Trifarotene,MFBCDACCJCDGBA-UHFFFAOYSA-N,CC(C)(C)C1=C(C=CC(=C1)C2=C(C=CC(=C2)C3=CC=C(C=C3)C(=O)O)OCCO)N4CCCC4,100
CIDs00004914,procaine,236.3101,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,Procaine,MFDFERRIHVXMIY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,88
CIDs04369359,sitagliptin,407.313619,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,Sitagliptin,MFFMDFFZMYYVKS-SECBINFHSA-N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,91
CIDs00003510,granisetron,312.40936,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,Granisetron,MFWNKCLOYSRHCJ-AGUYFDCRSA-N,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,91
CIDs00222786,cortisone,360.44402,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,Cortisone,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,89
CIDs00003720,inositol nicotinate,810.7206,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7,Inositol Nicotinate,MFZCIDXOLLEMOO-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7,89
CIDs05311101,fluticasone,444.50759,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,Fluticasone,MGNNYOODZCAHBA-GQKYHHCASA-N,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,91
CIDs00006989,thymol,150.21756,CC1=CC(=C(C=C1)C(C)C)O,Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(C)C)O,83
CIDs00000784,hydrogen peroxide,34.01468,OO,Hydrogen Peroxide,MHAJPDPJQMAIIY-UHFFFAOYSA-N,OO,88
CIDs00054158,mebrofenin,387.22576,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,Mebrofenin,MHPZZZZLAQGTHT-UHFFFAOYSA-N,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,90
CIDs00004421,nalidixic acid,232.23528,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Nalidixic Acid,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,86
CIDs00446596,mupirocin,500.62216,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,Mupirocin,MINDHVHHQZYEEK-HBBNESRFSA-N,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,89
CIDs04659569,tolcapone,273.24084,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Tolcapone,MIQPIUSUKVNLNT-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],89
CIDs03084092,enniatin,639.82038,CC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C,Fusafungine,MIZMDSVSLSIMSC-OGLSAIDSSA-N,CC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C,32
CIDs00003883,lansoprazole,369.36147,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Lansoprazole,MJIHNNLFOKEZEW-UHFFFAOYSA-N,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,92
CIDs00003191,ebastine,469.65756,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Ebastine,MJJALKDDGIKVBE-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,88
CIDs46199646,VX-661,520.49759,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,Tezacaftor,MJUVRTYWUMPBTR-MRXNPFEDSA-N,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,0
CIDs00071645,mexenone,242.26986,CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O,Mexenone,MJVGBKJNTFCUJM-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O,88
CIDs00006018,tetrabenazine,317.42258,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,Tetrabenazine,MKJIEFSOBYUXJB-UHFFFAOYSA-N,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,92
CIDs05282226,travoprost,500.54771,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,Travoprost,MKPLKVHSHYCHOC-AHTXBMBWSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,90
CIDs00003397,flutamide,276.21185,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Flutamide,MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,89
CIDs05360696,dextromethorphan,271.3972,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,Dextromethorphan,MKXZASYAUGDDCJ-NJAFHUGGSA-N,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,94
CIDs25270414,"N-[(1S,2R)-3-[isobutyl(sulfanilyl)amino]-1-(2,3,4,5,6-pentadeuteriobenzyl)-2-phosphonooxy-propyl]carbamic acid [(3S)-tetrahydrofuran-3-yl] ester",590.637611,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,Fosamprenavir,MLBVMOWEQCZNCC-OEMFJLHTSA-N,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,10
CIDs00216239,sorafenib,464.82495,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Sorafenib,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,89
CIDm00005352,sulindac,356.410583,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Sulindac,MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,88
CIDs76470875,AGN-PC-0BMV3Q,838.865253,CC1(CC1)S(=O)(=O)NC(=O)C2(CC2C(F)F)NC(=O)C3CC4CN3C(=O)C(NC(=O)OC5CCCC5OCC=CC(C6=NC7=CC=CC=C7N=C6O4)(F)F)C(C)(C)C,Glecaprevir,MLSQGNCUYAMAHD-ITNVBOSISA-N,CC1(CC1)S(=O)(=O)NC(=O)C2(CC2C(F)F)NC(=O)C3CC4CN3C(=O)C(NC(=O)OC5CCCC5OCC=CC(C6=NC7=CC=CC=C7N=C6O4)(F)F)C(C)(C)C,8
CIDs00449193,roflumilast,403.207466,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,Roflumilast,MNDBXUUTURYVHR-UHFFFAOYSA-N,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,91
CIDs00071771,aceclofenac,354.18472,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,Aceclofenac,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,91
CIDs05282412,indocyanine green,774.962849,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+],Indocyanine Green,MOFVSTNWEDAEEK-UHFFFAOYSA-M,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+],88
CIDs00006729,buclizine,433.02802,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Buclizine,MOYGZHXDRJNJEP-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,89
CIDs00007180,benzylparaben,228.24328,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,Benzyl Hydroxybenzoate,MOZDKDIOPSPTBH-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,51
CIDs25230517,Ibandronate-d3,322.247429,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,Ibandronic Acid,MPBVHIBUJCELCL-UHFFFAOYSA-N,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,62
CIDs54084032,3beta-hydroxyl-11-oxo-olean-12-ene-29-oic acid,470.68384,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,Enoxolone,MPDGHEJMBKOTSU-YKLVYJNSSA-N,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,22
CIDs00003760,isoconazole,416.12856,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Isoconazole,MPIPASJGOJYODL-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,91
CIDm00002168,amorolfine,317.5087,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C,Amorolfine,MQHLMHIZUIDKOO-AYHJJNSGSA-N,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C,90
CIDs00002955,dapsone,248.30088,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Dapsone,MQJKPEGWNLWLTK-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,86
CIDs00002269,zithromycin,748.98448,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Azithromycin,MQTOSJVFKKJCRP-BICOPXKESA-N,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,96
CIDs00005775,phentolamine,281.35226,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,Phentolamine,MRBDMNSDAVCSSF-UHFFFAOYSA-N,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,92
CIDs00445621,glucosamine HCl,179.17112,C(C1C(C(C(C(O1)O)N)O)O)O,Glucosamine,MSWZFWKMSRAUBD-IVMDWMLBSA-N,C(C1C(C(C(C(O1)O)N)O)O)O,77
CIDs09837243,brivaracetam,212.2887,CCCC1CC(=O)N(C1)C(CC)C(=O)N,Brivaracetam,MSYKRHVOOPPJKU-BDAKNGLRSA-N,CCCC1CC(=O)N(C1)C(CC)C(=O)N,92
CIDs91475723,serinet,107.100689,C(C(C(=O)O)N)O,Serine,MTCFGRXMJLQNBG-REOHCLBHSA-N,C(C(C(=O)O)N)O,77
CIDs00026618,xipamide,354.8086,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,Xipamide,MTZBBNMLMNBNJL-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,88
CIDs10125785,"2-[amidino(methyl)amino]acetic acid;2,3,4,5,6-pentahydroxyhexanoic acid",327.28844,CN(CC(=O)O)C(=N)N.C(C(C(C(C(C(=O)O)O)O)O)O)O,Tribulus,MUKYLHIZBOASDM-UHFFFAOYSA-N,CN(CC(=O)O)C(=N)N.C(C(C(C(C(C(=O)O)O)O)O)O)O,5
CIDs00006013,testosterone,288.42442,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,Testosterone,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,92
CIDs00443943,halcinonide,454.959283,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,Halcinonide,MUQNGPZZQDCDFT-JNQJZLCISA-N,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,91
CIDs00004906,prilocaine,220.3107,CCCNC(C)C(=O)NC1=CC=CC=C1C,Prilocaine,MVFGUOIZUNYYSO-UHFFFAOYSA-N,CCCNC(C)C(=O)NC1=CC=CC=C1C,90
CIDs00021855,dimethindene,292.41796,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C,Dimethindene,MVMQESMQSYOVGV-UHFFFAOYSA-N,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C,92
CIDs00007510,beta-pyridylcarbinol,109.12588,C1=CC(=CN=C1)CO,Nicotinyl Alcohol,MVQVNTPHUGQQHK-UHFFFAOYSA-N,C1=CC(=CN=C1)CO,38
CIDs24847675,virginiamycin,1349.48346,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C.CC1C=CC(=O)NCC=CC(=CC(CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)OC1C(C)C)O)C,Pristinamycin,MVTQIFVKRXBCHS-FHWPYUEJSA-N,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C.CC1C=CC(=O)NCC=CC(=CC(CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)OC1C(C)C)O)C,69
CIDs25216238,Ziprasidone-d8,420.984934,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,Ziprasidone,MVWVFYHBGMAFLY-UHFFFAOYSA-N,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,88
CIDs00004890,prazepam,324.80408,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,Prazepam,MWQCHHACWWAQLJ-UHFFFAOYSA-N,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,88
CIDs00145068,nitric oxide,30.0061,[N]=O,Nitric Oxide,MWUXSHHQAYIFBG-UHFFFAOYSA-N,[N]=O,83
CIDs25183872,ixazomib,361.02866,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,Ixazomib,MXAYKZJJDUDWDS-LBPRGKRZSA-N,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,88
CIDs71586929,lyman,282.118697,CC(=O)OC1=CC=CC=C1C(=O)O.[O-2].[O-2].[O-2].[Al+3].[Al+3],Aloxiprin,MXCPYJZDGPQDRA-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O.[O-2].[O-2].[O-2].[Al+3].[Al+3],29
CIDs71587735,Dotatate lutenium Lu-177,1607.56548,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(C(C)O)C(=O)O)O.[Lu+3],Lutetium (177lu) Oxodotreotide,MXDPZUIOZWKRAA-PRDSJKGBSA-K,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(C(C)O)C(=O)O)O.[Lu+3],37
CIDs00002466,bufexamac,223.26828,CCCCOC1=CC=C(C=C1)CC(=O)NO,Bufexamac,MXJWRABVEGLYDG-UHFFFAOYSA-N,CCCCOC1=CC=C(C=C1)CC(=O)NO,89
CIDs00007697,chlorphenesin,202.63484,C1=CC(=CC=C1OCC(CO)O)Cl,Chlorphenesin,MXOAEAUPQDYUQM-UHFFFAOYSA-N,C1=CC(=CC=C1OCC(CO)O)Cl,92
CIDs05288703,Lobelidine,337.45528,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,Lobeline,MXYUKLILVYORSK-HBMCJLEFSA-N,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,89
CIDs00105124,gadobenate,667.72122,[H+].[H+].C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],Gadobenic Acid,MXZROTBGJUUXID-UHFFFAOYSA-K,[H+].[H+].C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],50
CIDs00000977,oxygen,31.9988,O=O,Oxygen,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,83
CIDs00002764,ciprofloxacin,331.341523,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,Ciprofloxacin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,92
CIDs89921642,SCHEMBL15412621,868.934293,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,Voxilaprevir,MZBLZLWXUBZHSL-FZNJKFJKSA-N,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,0
CIDs00082146,bexarotene,348.47792,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,Bexarotene,NAVMQTYZDKMPEU-UHFFFAOYSA-N,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,90
CIDs16213604,Phosphoric acid-17O4 solution,101.994109,OP(=O)(O)O,Phosphoric Acid,NBIIXXVUZAFLBC-UHFFFAOYSA-N,OP(=O)(O)O,64
CIDs00020469,beclomethasone,408.91566,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,Beclometasone,NBMKJKDGKREAPL-DVTGEIKXSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,89
CIDs00003724,iodixanol,1550.18188,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,Iodixanol,NBQNWMBBSKPBAY-UHFFFAOYSA-N,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,89
CIDs00392622,ritonavir,720.94422,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Ritonavir,NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,89
CIDs25025298,Telotristat,546.92879,CC1=NN(C=C1)C2=C(C=CC(=C2)Cl)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)CC(C(=O)O)N)N,Telotristat,NCLGDOBQAWBXRA-PGRDOPGGSA-N,CC1=NN(C=C1)C2=C(C=CC(=C2)Cl)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)CC(C(=O)O)N)N,100
