Drug,SOC_ABBREV,event_count,total_drug_reports,total_event_report,total_reports
Montelukast,Cong,14,7244,13078,2398539
Montelukast,Ear,36,7244,19592,2398539
Montelukast,Endo,9,7244,8562,2398539
Montelukast,Eye,112,7244,75573,2398539
Montelukast,Gastr,943,7244,384857,2398539
Montelukast,Hepat,20,7244,39495,2398539
Montelukast,Immun,112,7244,44496,2398539
Montelukast,Infec,79,7244,119417,2398539
Montelukast,Metab,66,7244,66918,2398539
Montelukast,Musc,363,7244,127857,2398539
Montelukast,Neopl,7,7244,30949,2398539
Montelukast,Nerv,1127,7244,369711,2398539
Montelukast,Preg,26,7244,20629,2398539
Montelukast,Prod,31,7244,20547,2398539
Montelukast,Psych,2951,7244,234508,2398539
Montelukast,Renal,60,7244,54496,2398539
Montelukast,Repro,40,7244,45896,2398539
Montelukast,Resp,461,7244,144266,2398539
Montelukast,Skin,566,7244,342793,2398539
Montelukast,Vasc,57,7244,78716,2398539
Morphine,Blood,30,4733,71008,2398539
Morphine,Card,161,4733,85175,2398539
Morphine,Cong,9,4733,13078,2398539
Morphine,Ear,19,4733,19592,2398539
Morphine,Endo,27,4733,8562,2398539
Morphine,Eye,103,4733,75573,2398539
Morphine,Gastr,815,4733,384857,2398539
Morphine,Hepat,34,4733,39495,2398539
Morphine,Immun,176,4733,44496,2398539
Morphine,Infec,82,4733,119417,2398539
Morphine,Metab,104,4733,66918,2398539
Morphine,Musc,163,4733,127857,2398539
Morphine,Neopl,20,4733,30949,2398539
Morphine,Nerv,833,4733,369711,2398539
Morphine,Preg,17,4733,20629,2398539
Morphine,Prod,25,4733,20547,2398539
Morphine,Psych,738,4733,234508,2398539
Morphine,Renal,128,4733,54496,2398539
Morphine,Repro,15,4733,45896,2398539
Morphine,Resp,407,4733,144266,2398539
Morphine,Skin,612,4733,342793,2398539
Morphine,Vasc,215,4733,78716,2398539
Morpholinyl Mercaptothiabendazole,Skin,1,1,342793,2398539
Moxifloxacin,Blood,16,845,71008,2398539
Moxifloxacin,Card,26,845,85175,2398539
Moxifloxacin,Ear,31,845,19592,2398539
Moxifloxacin,Endo,3,845,8562,2398539
Moxifloxacin,Eye,32,845,75573,2398539
Moxifloxacin,Gastr,176,845,384857,2398539
Moxifloxacin,Hepat,25,845,39495,2398539
Moxifloxacin,Immun,16,845,44496,2398539
Moxifloxacin,Infec,39,845,119417,2398539
Moxifloxacin,Metab,10,845,66918,2398539
Moxifloxacin,Musc,119,845,127857,2398539
Moxifloxacin,Neopl,5,845,30949,2398539
Moxifloxacin,Nerv,151,845,369711,2398539
Moxifloxacin,Preg,3,845,20629,2398539
Moxifloxacin,Psych,73,845,234508,2398539
Moxifloxacin,Renal,12,845,54496,2398539
Moxifloxacin,Resp,32,845,144266,2398539
Moxifloxacin,Skin,62,845,342793,2398539
Moxifloxacin,Vasc,14,845,78716,2398539
Moxisylyte,Blood,3,133,71008,2398539
Moxisylyte,Card,2,133,85175,2398539
Moxisylyte,Ear,1,133,19592,2398539
Moxisylyte,Eye,3,133,75573,2398539
Moxisylyte,Gastr,26,133,384857,2398539
Moxisylyte,Hepat,15,133,39495,2398539
Moxisylyte,Infec,1,133,119417,2398539
Moxisylyte,Metab,2,133,66918,2398539
Moxisylyte,Musc,5,133,127857,2398539
Moxisylyte,Nerv,24,133,369711,2398539
Moxisylyte,Preg,1,133,20629,2398539
Moxisylyte,Psych,5,133,234508,2398539
Moxisylyte,Renal,1,133,54496,2398539
Moxisylyte,Repro,6,133,45896,2398539
Moxisylyte,Resp,4,133,144266,2398539
Moxisylyte,Skin,26,133,342793,2398539
Moxisylyte,Vasc,8,133,78716,2398539
Moxonidine,Blood,3,726,71008,2398539
Moxonidine,Card,37,726,85175,2398539
Moxonidine,Ear,6,726,19592,2398539
Moxonidine,Endo,3,726,8562,2398539
Moxonidine,Eye,32,726,75573,2398539
Moxonidine,Gastr,138,726,384857,2398539
Moxonidine,Hepat,1,726,39495,2398539
Moxonidine,Immun,2,726,44496,2398539
Moxonidine,Infec,3,726,119417,2398539
Moxonidine,Metab,16,726,66918,2398539
Moxonidine,Musc,53,726,127857,2398539
Moxonidine,Neopl,1,726,30949,2398539
Moxonidine,Nerv,179,726,369711,2398539
Moxonidine,Prod,1,726,20547,2398539
Moxonidine,Psych,72,726,234508,2398539
Moxonidine,Renal,17,726,54496,2398539
Moxonidine,Repro,7,726,45896,2398539
Moxonidine,Resp,38,726,144266,2398539
Moxonidine,Skin,71,726,342793,2398539
Moxonidine,Vasc,46,726,78716,2398539
Mucopolysaccharide Polysulphate,Blood,1,44,71008,2398539
Mucopolysaccharide Polysulphate,Card,2,44,85175,2398539
Mucopolysaccharide Polysulphate,Ear,1,44,19592,2398539
Mucopolysaccharide Polysulphate,Endo,2,44,8562,2398539
Mucopolysaccharide Polysulphate,Eye,1,44,75573,2398539
Mucopolysaccharide Polysulphate,Gastr,12,44,384857,2398539
Mucopolysaccharide Polysulphate,Metab,1,44,66918,2398539
Mucopolysaccharide Polysulphate,Musc,2,44,127857,2398539
Mucopolysaccharide Polysulphate,Nerv,2,44,369711,2398539
Mucopolysaccharide Polysulphate,Prod,1,44,20547,2398539
Mucopolysaccharide Polysulphate,Psych,1,44,234508,2398539
Mucopolysaccharide Polysulphate,Resp,5,44,144266,2398539
Mucopolysaccharide Polysulphate,Skin,12,44,342793,2398539
Mucopolysaccharide Polysulphate,Vasc,1,44,78716,2398539
Mulberry,Card,1,11,85175,2398539
Mulberry,Nerv,2,11,369711,2398539
Mulberry,Psych,1,11,234508,2398539
Mulberry,Renal,2,11,54496,2398539
Mulberry,Skin,5,11,342793,2398539
Mupirocin,Blood,1,201,71008,2398539
Mupirocin,Card,1,201,85175,2398539
Mupirocin,Cong,2,201,13078,2398539
Mupirocin,Eye,7,201,75573,2398539
Mupirocin,Gastr,27,201,384857,2398539
Mupirocin,Immun,9,201,44496,2398539
Mupirocin,Infec,37,201,119417,2398539
Mupirocin,Metab,2,201,66918,2398539
Mupirocin,Musc,2,201,127857,2398539
Mupirocin,Nerv,16,201,369711,2398539
Mupirocin,Psych,6,201,234508,2398539
Mupirocin,Repro,1,201,45896,2398539
Mupirocin,Resp,15,201,144266,2398539
Mupirocin,Skin,75,201,342793,2398539
Murcidencel,Immun,1,3,44496,2398539
Murcidencel,Skin,2,3,342793,2398539
Mycophenolic Acid,Blood,261,4338,71008,2398539
Mycophenolic Acid,Card,99,4338,85175,2398539
Mycophenolic Acid,Cong,33,4338,13078,2398539
Mycophenolic Acid,Ear,14,4338,19592,2398539
Mycophenolic Acid,Endo,14,4338,8562,2398539
Mycophenolic Acid,Eye,66,4338,75573,2398539
Mycophenolic Acid,Gastr,599,4338,384857,2398539
Mycophenolic Acid,Hepat,86,4338,39495,2398539
Mycophenolic Acid,Immun,183,4338,44496,2398539
Mycophenolic Acid,Infec,1188,4338,119417,2398539
Mycophenolic Acid,Metab,168,4338,66918,2398539
Mycophenolic Acid,Musc,149,4338,127857,2398539
Mycophenolic Acid,Neopl,234,4338,30949,2398539
Mycophenolic Acid,Nerv,336,4338,369711,2398539
Mycophenolic Acid,Preg,37,4338,20629,2398539
Mycophenolic Acid,Prod,7,4338,20547,2398539
Mycophenolic Acid,Psych,105,4338,234508,2398539
Mycophenolic Acid,Renal,182,4338,54496,2398539
Mycophenolic Acid,Repro,13,4338,45896,2398539
Mycophenolic Acid,Resp,236,4338,144266,2398539
Mycophenolic Acid,Skin,214,4338,342793,2398539
Mycophenolic Acid,Vasc,114,4338,78716,2398539
Myristica Fragrans,Endo,1,11,8562,2398539
Myristica Fragrans,Hepat,2,11,39495,2398539
Myristica Fragrans,Musc,1,11,127857,2398539
Myristica Fragrans,Nerv,2,11,369711,2398539
Myristica Fragrans,Preg,1,11,20629,2398539
Myristica Fragrans,Renal,1,11,54496,2398539
Myristica Fragrans,Repro,1,11,45896,2398539
Myristica Fragrans,Skin,1,11,342793,2398539
Myristica Fragrans,Vasc,1,11,78716,2398539
Myroxylon Balsamum,Card,2,163,85175,2398539
Myroxylon Balsamum,Gastr,54,163,384857,2398539
Myroxylon Balsamum,Immun,5,163,44496,2398539
Myroxylon Balsamum,Infec,8,163,119417,2398539
Myroxylon Balsamum,Metab,1,163,66918,2398539
Myroxylon Balsamum,Musc,1,163,127857,2398539
Myroxylon Balsamum,Nerv,12,163,369711,2398539
Myroxylon Balsamum,Prod,4,163,20547,2398539
Myroxylon Balsamum,Psych,5,163,234508,2398539
Myroxylon Balsamum,Renal,1,163,54496,2398539
Myroxylon Balsamum,Repro,9,163,45896,2398539
Myroxylon Balsamum,Skin,60,163,342793,2398539
Myroxylon Balsamum,Vasc,1,163,78716,2398539
"N,N'-Diphenyl-P-Phenylenediamine",Skin,1,1,342793,2398539
N-(3-Chloroallyl)Hexaminium Chloride,Skin,1,1,342793,2398539
N-Cyclohexyl-N'-Phenylparaphenylenediamine,Skin,1,1,342793,2398539
N-Cyclohexylbenzothiazyl Sulphenamide,Skin,1,1,342793,2398539
N-Hydroxymethylsuccinimide,Skin,1,1,342793,2398539
N-Isopropyl-N'-Phenyl-Paraphenylenediamine,Skin,1,1,342793,2398539
Nabilone,Card,2,148,85175,2398539
Nabilone,Ear,3,148,19592,2398539
Nabilone,Eye,4,148,75573,2398539
Nabilone,Gastr,12,148,384857,2398539
Nabilone,Metab,3,148,66918,2398539
Nabilone,Musc,1,148,127857,2398539
Nabilone,Neopl,1,148,30949,2398539
Nabilone,Nerv,44,148,369711,2398539
Nabilone,Psych,59,148,234508,2398539
Nabilone,Renal,2,148,54496,2398539
Nabilone,Repro,1,148,45896,2398539
Nabilone,Resp,2,148,144266,2398539
Nabilone,Skin,6,148,342793,2398539
Nabilone,Vasc,8,148,78716,2398539
Nabumetone,Blood,30,1789,71008,2398539
Nabumetone,Card,25,1789,85175,2398539
Nabumetone,Cong,3,1789,13078,2398539
Nabumetone,Ear,18,1789,19592,2398539
Nabumetone,Endo,1,1789,8562,2398539
Nabumetone,Eye,26,1789,75573,2398539
Nabumetone,Gastr,736,1789,384857,2398539
Nabumetone,Hepat,12,1789,39495,2398539
Nabumetone,Immun,6,1789,44496,2398539
Nabumetone,Infec,19,1789,119417,2398539
Nabumetone,Metab,20,1789,66918,2398539
Nabumetone,Musc,27,1789,127857,2398539
Nabumetone,Neopl,2,1789,30949,2398539
Nabumetone,Nerv,212,1789,369711,2398539
Nabumetone,Preg,1,1789,20629,2398539
Nabumetone,Prod,1,1789,20547,2398539
Nabumetone,Psych,122,1789,234508,2398539
Nabumetone,Renal,28,1789,54496,2398539
Nabumetone,Repro,15,1789,45896,2398539
Nabumetone,Resp,45,1789,144266,2398539
Nabumetone,Skin,415,1789,342793,2398539
Nabumetone,Vasc,25,1789,78716,2398539
Nadolol,Blood,2,628,71008,2398539
Nadolol,Card,117,628,85175,2398539
Nadolol,Ear,13,628,19592,2398539
Nadolol,Endo,1,628,8562,2398539
Nadolol,Eye,26,628,75573,2398539
Nadolol,Gastr,63,628,384857,2398539
Nadolol,Infec,6,628,119417,2398539
Nadolol,Metab,7,628,66918,2398539
Nadolol,Musc,3,628,127857,2398539
Nadolol,Nerv,138,628,369711,2398539
Nadolol,Preg,2,628,20629,2398539
Nadolol,Psych,24,628,234508,2398539
Nadolol,Repro,5,628,45896,2398539
Nadolol,Resp,123,628,144266,2398539
Nadolol,Skin,57,628,342793,2398539
Nadolol,Vasc,41,628,78716,2398539
Nafarelin,Blood,1,232,71008,2398539
Nafarelin,Card,10,232,85175,2398539
Nafarelin,Cong,1,232,13078,2398539
Nafarelin,Ear,5,232,19592,2398539
Nafarelin,Endo,4,232,8562,2398539
Nafarelin,Eye,10,232,75573,2398539
Nafarelin,Gastr,16,232,384857,2398539
Nafarelin,Hepat,1,232,39495,2398539
Nafarelin,Immun,2,232,44496,2398539
Nafarelin,Infec,5,232,119417,2398539
Nafarelin,Metab,1,232,66918,2398539
Nafarelin,Musc,13,232,127857,2398539
Nafarelin,Neopl,1,232,30949,2398539
Nafarelin,Nerv,46,232,369711,2398539
Nafarelin,Preg,4,232,20629,2398539
Nafarelin,Psych,24,232,234508,2398539
Nafarelin,Renal,3,232,54496,2398539
Nafarelin,Repro,19,232,45896,2398539
Nafarelin,Resp,22,232,144266,2398539
Nafarelin,Skin,33,232,342793,2398539
Nafarelin,Vasc,11,232,78716,2398539
Naftidrofuryl,Blood,8,600,71008,2398539
Naftidrofuryl,Card,30,600,85175,2398539
Naftidrofuryl,Ear,6,600,19592,2398539
Naftidrofuryl,Eye,13,600,75573,2398539
Naftidrofuryl,Gastr,158,600,384857,2398539
Naftidrofuryl,Hepat,28,600,39495,2398539
Naftidrofuryl,Immun,3,600,44496,2398539
Naftidrofuryl,Infec,5,600,119417,2398539
Naftidrofuryl,Metab,18,600,66918,2398539
Naftidrofuryl,Musc,15,600,127857,2398539
Naftidrofuryl,Neopl,1,600,30949,2398539
Naftidrofuryl,Nerv,89,600,369711,2398539
Naftidrofuryl,Prod,2,600,20547,2398539
Naftidrofuryl,Psych,39,600,234508,2398539
Naftidrofuryl,Renal,10,600,54496,2398539
Naftidrofuryl,Repro,5,600,45896,2398539
Naftidrofuryl,Resp,29,600,144266,2398539
Naftidrofuryl,Skin,102,600,342793,2398539
Naftidrofuryl,Vasc,39,600,78716,2398539
Nalbuphine,Card,6,105,85175,2398539
Nalbuphine,Eye,2,105,75573,2398539
Nalbuphine,Gastr,17,105,384857,2398539
Nalbuphine,Immun,4,105,44496,2398539
Nalbuphine,Musc,2,105,127857,2398539
Nalbuphine,Nerv,15,105,369711,2398539
Nalbuphine,Psych,22,105,234508,2398539
Nalbuphine,Resp,13,105,144266,2398539
Nalbuphine,Skin,13,105,342793,2398539
Nalbuphine,Vasc,11,105,78716,2398539
Nalidixic Acid,Blood,23,1958,71008,2398539
Nalidixic Acid,Card,26,1958,85175,2398539
Nalidixic Acid,Cong,2,1958,13078,2398539
Nalidixic Acid,Ear,32,1958,19592,2398539
Nalidixic Acid,Endo,2,1958,8562,2398539
Nalidixic Acid,Eye,528,1958,75573,2398539
Nalidixic Acid,Gastr,195,1958,384857,2398539
Nalidixic Acid,Hepat,14,1958,39495,2398539
Nalidixic Acid,Immun,37,1958,44496,2398539
Nalidixic Acid,Infec,5,1958,119417,2398539
Nalidixic Acid,Metab,13,1958,66918,2398539
Nalidixic Acid,Musc,76,1958,127857,2398539
Nalidixic Acid,Nerv,406,1958,369711,2398539
Nalidixic Acid,Preg,1,1958,20629,2398539
Nalidixic Acid,Psych,118,1958,234508,2398539
Nalidixic Acid,Renal,9,1958,54496,2398539
Nalidixic Acid,Repro,4,1958,45896,2398539
Nalidixic Acid,Resp,32,1958,144266,2398539
Nalidixic Acid,Skin,403,1958,342793,2398539
Nalidixic Acid,Vasc,32,1958,78716,2398539
Nalmefene,Card,12,434,85175,2398539
Nalmefene,Ear,4,434,19592,2398539
Nalmefene,Eye,5,434,75573,2398539
Nalmefene,Gastr,81,434,384857,2398539
Nalmefene,Metab,9,434,66918,2398539
Nalmefene,Musc,25,434,127857,2398539
Nalmefene,Nerv,113,434,369711,2398539
Nalmefene,Psych,148,434,234508,2398539
Nalmefene,Renal,1,434,54496,2398539
Nalmefene,Repro,2,434,45896,2398539
Nalmefene,Resp,7,434,144266,2398539
Nalmefene,Skin,22,434,342793,2398539
Nalmefene,Vasc,5,434,78716,2398539
Naloxol,Card,1,78,85175,2398539
Naloxol,Gastr,36,78,384857,2398539
Naloxol,Immun,1,78,44496,2398539
Naloxol,Infec,2,78,119417,2398539
Naloxol,Musc,1,78,127857,2398539
Naloxol,Nerv,10,78,369711,2398539
Naloxol,Prod,3,78,20547,2398539
Naloxol,Psych,10,78,234508,2398539
Naloxol,Resp,4,78,144266,2398539
Naloxol,Skin,10,78,342793,2398539
Naloxone,Blood,1,678,71008,2398539
Naloxone,Card,28,678,85175,2398539
Naloxone,Cong,2,678,13078,2398539
Naloxone,Ear,2,678,19592,2398539
Naloxone,Eye,15,678,75573,2398539
Naloxone,Gastr,139,678,384857,2398539
Naloxone,Hepat,3,678,39495,2398539
Naloxone,Immun,17,678,44496,2398539
Naloxone,Infec,13,678,119417,2398539
Naloxone,Metab,14,678,66918,2398539
Naloxone,Musc,29,678,127857,2398539
Naloxone,Neopl,4,678,30949,2398539
Naloxone,Nerv,131,678,369711,2398539
Naloxone,Preg,3,678,20629,2398539
Naloxone,Prod,2,678,20547,2398539
Naloxone,Psych,124,678,234508,2398539
Naloxone,Renal,7,678,54496,2398539
Naloxone,Repro,3,678,45896,2398539
Naloxone,Resp,58,678,144266,2398539
Naloxone,Skin,64,678,342793,2398539
Naloxone,Vasc,19,678,78716,2398539
Naltrexone,Blood,1,545,71008,2398539
Naltrexone,Card,11,545,85175,2398539
Naltrexone,Cong,1,545,13078,2398539
Naltrexone,Ear,7,545,19592,2398539
Naltrexone,Eye,15,545,75573,2398539
Naltrexone,Gastr,145,545,384857,2398539
Naltrexone,Hepat,5,545,39495,2398539
Naltrexone,Immun,5,545,44496,2398539
Naltrexone,Infec,12,545,119417,2398539
Naltrexone,Metab,10,545,66918,2398539
Naltrexone,Musc,27,545,127857,2398539
Naltrexone,Neopl,1,545,30949,2398539
Naltrexone,Nerv,108,545,369711,2398539
Naltrexone,Psych,101,545,234508,2398539
Naltrexone,Renal,8,545,54496,2398539
Naltrexone,Repro,9,545,45896,2398539
Naltrexone,Resp,15,545,144266,2398539
Naltrexone,Skin,56,545,342793,2398539
Naltrexone,Vasc,8,545,78716,2398539
Nandrolone,Blood,1,96,71008,2398539
Nandrolone,Card,4,96,85175,2398539
Nandrolone,Cong,1,96,13078,2398539
Nandrolone,Ear,1,96,19592,2398539
Nandrolone,Endo,1,96,8562,2398539
Nandrolone,Eye,2,96,75573,2398539
Nandrolone,Gastr,6,96,384857,2398539
Nandrolone,Hepat,5,96,39495,2398539
Nandrolone,Infec,8,96,119417,2398539
Nandrolone,Metab,3,96,66918,2398539
Nandrolone,Musc,7,96,127857,2398539
Nandrolone,Neopl,2,96,30949,2398539
Nandrolone,Nerv,10,96,369711,2398539
Nandrolone,Psych,7,96,234508,2398539
Nandrolone,Renal,5,96,54496,2398539
Nandrolone,Repro,1,96,45896,2398539
Nandrolone,Resp,19,96,144266,2398539
Nandrolone,Skin,6,96,342793,2398539
Nandrolone,Vasc,7,96,78716,2398539
Naphazoline,Eye,11,22,75573,2398539
Naphazoline,Gastr,5,22,384857,2398539
Naphazoline,Immun,1,22,44496,2398539
Naphazoline,Neopl,1,22,30949,2398539
Naphazoline,Nerv,2,22,369711,2398539
Naphazoline,Resp,1,22,144266,2398539
Naphazoline,Vasc,1,22,78716,2398539
Naproxen,Blood,327,12256,71008,2398539
Naproxen,Card,256,12256,85175,2398539
Naproxen,Cong,28,12256,13078,2398539
Naproxen,Ear,168,12256,19592,2398539
Naproxen,Endo,3,12256,8562,2398539
Naproxen,Eye,318,12256,75573,2398539
Naproxen,Gastr,4705,12256,384857,2398539
Naproxen,Hepat,108,12256,39495,2398539
Naproxen,Immun,216,12256,44496,2398539
Naproxen,Infec,159,12256,119417,2398539
Naproxen,Metab,153,12256,66918,2398539
Naproxen,Musc,394,12256,127857,2398539
Naproxen,Neopl,21,12256,30949,2398539
Naproxen,Nerv,1170,12256,369711,2398539
Naproxen,Preg,17,12256,20629,2398539
Naproxen,Prod,23,12256,20547,2398539
Naproxen,Psych,547,12256,234508,2398539
Naproxen,Renal,401,12256,54496,2398539
Naproxen,Repro,125,12256,45896,2398539
Naproxen,Resp,613,12256,144266,2398539
Naproxen,Skin,2295,12256,342793,2398539
Naproxen,Vasc,209,12256,78716,2398539
Naratriptan,Blood,2,248,71008,2398539
Naratriptan,Card,12,248,85175,2398539
Naratriptan,Cong,3,248,13078,2398539
Naratriptan,Ear,2,248,19592,2398539
Naratriptan,Eye,11,248,75573,2398539
Naratriptan,Gastr,37,248,384857,2398539
Naratriptan,Hepat,2,248,39495,2398539
Naratriptan,Immun,1,248,44496,2398539
Naratriptan,Metab,2,248,66918,2398539
Naratriptan,Musc,25,248,127857,2398539
Naratriptan,Neopl,1,248,30949,2398539
Naratriptan,Nerv,75,248,369711,2398539
Naratriptan,Preg,3,248,20629,2398539
Naratriptan,Prod,2,248,20547,2398539
Naratriptan,Psych,26,248,234508,2398539
Naratriptan,Renal,4,248,54496,2398539
Naratriptan,Repro,2,248,45896,2398539
Naratriptan,Resp,24,248,144266,2398539
Naratriptan,Skin,10,248,342793,2398539
Naratriptan,Vasc,4,248,78716,2398539
Nasturtium Officinale,Blood,1,11,71008,2398539
Nasturtium Officinale,Gastr,3,11,384857,2398539
Nasturtium Officinale,Hepat,2,11,39495,2398539
Nasturtium Officinale,Immun,1,11,44496,2398539
Nasturtium Officinale,Nerv,4,11,369711,2398539
Natalizumab,Blood,108,1666,71008,2398539
Natalizumab,Card,22,1666,85175,2398539
Natalizumab,Cong,21,1666,13078,2398539
Natalizumab,Ear,8,1666,19592,2398539
Natalizumab,Endo,2,1666,8562,2398539
Natalizumab,Eye,29,1666,75573,2398539
Natalizumab,Gastr,91,1666,384857,2398539
Natalizumab,Hepat,30,1666,39495,2398539
Natalizumab,Immun,96,1666,44496,2398539
Natalizumab,Infec,260,1666,119417,2398539
Natalizumab,Metab,17,1666,66918,2398539
Natalizumab,Musc,67,1666,127857,2398539
Natalizumab,Neopl,113,1666,30949,2398539
Natalizumab,Nerv,399,1666,369711,2398539
Natalizumab,Preg,80,1666,20629,2398539
Natalizumab,Prod,3,1666,20547,2398539
Natalizumab,Psych,77,1666,234508,2398539
Natalizumab,Renal,17,1666,54496,2398539
Natalizumab,Repro,17,1666,45896,2398539
Natalizumab,Resp,46,1666,144266,2398539
Natalizumab,Skin,106,1666,342793,2398539
Natalizumab,Vasc,57,1666,78716,2398539
Natamycin,Card,1,3,85175,2398539
Natamycin,Nerv,1,3,369711,2398539
Natamycin,Skin,1,3,342793,2398539
Nateglinide,Blood,1,68,71008,2398539
Nateglinide,Card,10,68,85175,2398539
Nateglinide,Endo,1,68,8562,2398539
Nateglinide,Gastr,16,68,384857,2398539
Nateglinide,Hepat,3,68,39495,2398539
Nateglinide,Infec,1,68,119417,2398539
Nateglinide,Metab,4,68,66918,2398539
Nateglinide,Musc,3,68,127857,2398539
Nateglinide,Neopl,1,68,30949,2398539
Nateglinide,Nerv,11,68,369711,2398539
Nateglinide,Psych,2,68,234508,2398539
Nateglinide,Renal,2,68,54496,2398539
Nateglinide,Repro,1,68,45896,2398539
Nateglinide,Resp,5,68,144266,2398539
Nateglinide,Skin,6,68,342793,2398539
Nateglinide,Vasc,1,68,78716,2398539
Nebacumab,Card,1,10,85175,2398539
Nebacumab,Immun,1,10,44496,2398539
Nebacumab,Musc,1,10,127857,2398539
Nebacumab,Resp,1,10,144266,2398539
Nebacumab,Skin,3,10,342793,2398539
Nebacumab,Vasc,3,10,78716,2398539
Nebivolol,Card,32,367,85175,2398539
Nebivolol,Cong,1,367,13078,2398539
Nebivolol,Ear,7,367,19592,2398539
Nebivolol,Eye,10,367,75573,2398539
Nebivolol,Gastr,50,367,384857,2398539
Nebivolol,Hepat,1,367,39495,2398539
Nebivolol,Immun,5,367,44496,2398539
Nebivolol,Infec,7,367,119417,2398539
Nebivolol,Metab,8,367,66918,2398539
Nebivolol,Musc,31,367,127857,2398539
Nebivolol,Nerv,57,367,369711,2398539
Nebivolol,Prod,9,367,20547,2398539
Nebivolol,Psych,34,367,234508,2398539
Nebivolol,Renal,4,367,54496,2398539
Nebivolol,Repro,6,367,45896,2398539
Nebivolol,Resp,38,367,144266,2398539
Nebivolol,Skin,39,367,342793,2398539
Nebivolol,Vasc,28,367,78716,2398539
Nedocromil,Blood,1,389,71008,2398539
Nedocromil,Card,9,389,85175,2398539
Nedocromil,Cong,1,389,13078,2398539
Nedocromil,Ear,2,389,19592,2398539
Nedocromil,Eye,24,389,75573,2398539
Nedocromil,Gastr,90,389,384857,2398539
Nedocromil,Immun,2,389,44496,2398539
Nedocromil,Infec,15,389,119417,2398539
Nedocromil,Metab,2,389,66918,2398539
Nedocromil,Musc,5,389,127857,2398539
Nedocromil,Nerv,107,389,369711,2398539
Nedocromil,Preg,1,389,20629,2398539
Nedocromil,Psych,16,389,234508,2398539
Nedocromil,Repro,1,389,45896,2398539
Nedocromil,Resp,66,389,144266,2398539
Nedocromil,Skin,43,389,342793,2398539
Nedocromil,Vasc,4,389,78716,2398539
Nefazodone,Blood,9,2331,71008,2398539
Nefazodone,Card,32,2331,85175,2398539
Nefazodone,Ear,26,2331,19592,2398539
Nefazodone,Endo,1,2331,8562,2398539
Nefazodone,Eye,178,2331,75573,2398539
Nefazodone,Gastr,358,2331,384857,2398539
Nefazodone,Hepat,24,2331,39495,2398539
Nefazodone,Immun,4,2331,44496,2398539
Nefazodone,Infec,9,2331,119417,2398539
Nefazodone,Metab,26,2331,66918,2398539
Nefazodone,Musc,96,2331,127857,2398539
Nefazodone,Neopl,1,2331,30949,2398539
Nefazodone,Nerv,890,2331,369711,2398539
Nefazodone,Preg,3,2331,20629,2398539
Nefazodone,Psych,390,2331,234508,2398539
Nefazodone,Renal,31,2331,54496,2398539
Nefazodone,Repro,26,2331,45896,2398539
Nefazodone,Resp,33,2331,144266,2398539
Nefazodone,Skin,143,2331,342793,2398539
Nefazodone,Vasc,51,2331,78716,2398539
Nefopam,Blood,1,2217,71008,2398539
Nefopam,Card,97,2217,85175,2398539
Nefopam,Ear,16,2217,19592,2398539
Nefopam,Endo,5,2217,8562,2398539
Nefopam,Eye,51,2217,75573,2398539
Nefopam,Gastr,487,2217,384857,2398539
Nefopam,Hepat,6,2217,39495,2398539
Nefopam,Immun,18,2217,44496,2398539
Nefopam,Infec,8,2217,119417,2398539
Nefopam,Metab,44,2217,66918,2398539
Nefopam,Musc,35,2217,127857,2398539
Nefopam,Neopl,1,2217,30949,2398539
Nefopam,Nerv,501,2217,369711,2398539
Nefopam,Preg,1,2217,20629,2398539
Nefopam,Prod,3,2217,20547,2398539
Nefopam,Psych,393,2217,234508,2398539
Nefopam,Renal,155,2217,54496,2398539
Nefopam,Repro,41,2217,45896,2398539
Nefopam,Resp,56,2217,144266,2398539
Nefopam,Skin,228,2217,342793,2398539
Nefopam,Vasc,70,2217,78716,2398539
Nelarabine,Blood,2,39,71008,2398539
Nelarabine,Immun,1,39,44496,2398539
Nelarabine,Infec,1,39,119417,2398539
Nelarabine,Musc,4,39,127857,2398539
Nelarabine,Neopl,3,39,30949,2398539
Nelarabine,Nerv,23,39,369711,2398539
Nelarabine,Psych,3,39,234508,2398539
Nelarabine,Resp,2,39,144266,2398539
Nelfinavir,Blood,7,296,71008,2398539
Nelfinavir,Card,14,296,85175,2398539
Nelfinavir,Cong,15,296,13078,2398539
Nelfinavir,Ear,1,296,19592,2398539
Nelfinavir,Endo,6,296,8562,2398539
Nelfinavir,Eye,9,296,75573,2398539
Nelfinavir,Gastr,47,296,384857,2398539
Nelfinavir,Hepat,23,296,39495,2398539
Nelfinavir,Immun,5,296,44496,2398539
Nelfinavir,Infec,15,296,119417,2398539
Nelfinavir,Metab,22,296,66918,2398539
Nelfinavir,Musc,19,296,127857,2398539
Nelfinavir,Nerv,14,296,369711,2398539
Nelfinavir,Preg,20,296,20629,2398539
Nelfinavir,Psych,8,296,234508,2398539
Nelfinavir,Renal,8,296,54496,2398539
Nelfinavir,Repro,9,296,45896,2398539
Nelfinavir,Resp,8,296,144266,2398539
Nelfinavir,Skin,45,296,342793,2398539
Nelfinavir,Vasc,1,296,78716,2398539
Neomycin,Blood,11,1335,71008,2398539
Neomycin,Card,15,1335,85175,2398539
Neomycin,Cong,4,1335,13078,2398539
Neomycin,Ear,215,1335,19592,2398539
Neomycin,Endo,9,1335,8562,2398539
