Drug,chembl_id,Similar drug,Similar chembl id,SMILES,InChI Key,ATC Classifications
Ivermectin,CHEMBL263291,,CHEMBL1876587,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,AZSNMRSAGSSBNP-ZGXOMDHGSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL1699565,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,AZSNMRSAGSSBNP-VRFQAOMKSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL1399099,CC[C@H](C)[C@@H]1O[C@]2(CC[C@@H]1C)C[C@H]1C[C@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@H](O[C@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3CO[C@@H]4[C@@H](O)C(C)=C[C@H](C(=O)O1)[C@@]34O)O2,AZSNMRSAGSSBNP-LZYJVDIBSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL1355963,CC[C@H](C)[C@@H]1O[C@]2(CC[C@@H]1C)C[C@H]1C[C@H](C/C=C(\C)[C@@H](O[C@@H]3C[C@H](OC)[C@H](O[C@@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3CO[C@@H]4[C@@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,AZSNMRSAGSSBNP-PKRJLINXSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL361792,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](OC3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,AZSNMRSAGSSBNP-LHRAIMEASA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL112388,CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,AZSNMRSAGSSBNP-IQQVKNEDSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL63956,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@@H]3C[C@@H](OC)[C@H](O[C@@H]4C[C@@H](OC)[C@H](O)[C@@H](C)O4)[C@@H](C)O3)[C@@H](C)/C=C/C=C3\COC4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,AZSNMRSAGSSBNP-KCHNCZCCSA-N,Unknown
Ivermectin,CHEMBL263291,IVERMECTIN,CHEMBL1200633,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,SPBDXSGPUHCETR-JFUDTMANSA-N,P02CF01; D11AX22
Ivermectin,CHEMBL263291,,CHEMBL502098,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,IDRWWNAYSYRQBV-OESCZRLOSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL3542231,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@@H](OC)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,RJRJPWBMUVAWPI-XPNPUAGNSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL261945,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](OCCO[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,KMZJTQSCWMSNIP-VQNZOARVSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL414903,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](OCCO[C@@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,KMZJTQSCWMSNIP-FQAUEJAYSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL277326,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](OC)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,IFVXVTAOFPRCBD-SQOHEDJBSA-N,Unknown
Ivermectin,CHEMBL263291,,CHEMBL82302,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](N)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,VZUZPCRAHATZIM-JLDJZADQSA-N,Unknown
Ivosidenib,CHEMBL3989958,,CHEMBL4212374,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,WIJZXSAJMHAVGX-XADRRFQNSA-N,Unknown
Ixazomib,CHEMBL2141296,,CHEMBL5171825,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,HMTYOOYHLZDMOH-YDALLXLXSA-N,Unknown
Ketamine,CHEMBL742,ESKETAMINE HYDROCHLORIDE,CHEMBL2364609,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N,Unknown
Ketamine,CHEMBL742,KETAMINE HYDROCHLORIDE,CHEMBL1714,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,VCMGMSHEPQENPE-UHFFFAOYSA-N,Unknown
Ketamine,CHEMBL742,,CHEMBL467505,CN[C@@]1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-CYBMUJFWSA-N,Unknown
Ketamine,CHEMBL742,ESKETAMINE,CHEMBL395091,CN[C@]1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-ZDUSSCGKSA-N,N06AX27; N01AX14
Ketamine S-Isomer,CHEMBL395091,ESKETAMINE HYDROCHLORIDE,CHEMBL2364609,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N,Unknown
Ketamine S-Isomer,CHEMBL395091,KETAMINE HYDROCHLORIDE,CHEMBL1714,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,VCMGMSHEPQENPE-UHFFFAOYSA-N,Unknown
Ketamine S-Isomer,CHEMBL395091,,CHEMBL467505,CN[C@@]1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-CYBMUJFWSA-N,Unknown
Ketamine S-Isomer,CHEMBL395091,KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N,N01AX03
Ketanserin,CHEMBL51,,CHEMBL5198816,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)c3ccccc3[nH][11c]2=O)CC1,FPCCSQOGAWCVBH-KVTPGWOSSA-N,Unknown
Ketanserin,CHEMBL51,,CHEMBL4303471,O.O=C(O)[C@H](O)[C@@H](O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,KJJRKCWDAHTVRL-UACZKNEHSA-N,Unknown
Ketanserin,CHEMBL51,,CHEMBL2062337,O.O=C(O)C(O)C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,KJJRKCWDAHTVRL-UHFFFAOYSA-N,Unknown
Ketanserin,CHEMBL51,,CHEMBL1724541,O.O=C(O)CCC(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,MFRZXWWIKYCJRA-UHFFFAOYSA-N,Unknown
Ketanserin,CHEMBL51,[3H]KETANSERIN,CHEMBL1628637,[3H]C([3H])(N1CCC(C(=O)c2ccc(F)cc2)CC1)C([3H])([3H])n1c(=O)[nH]c2ccccc2c1=O,FPCCSQOGAWCVBH-PSQIVULCSA-N,Unknown
Ketanserin,CHEMBL51,KETANSERIN TARTRATE,CHEMBL1256709,O=C(O)C(O)C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,KMTLTEVOQLMYRS-UHFFFAOYSA-N,Unknown
Ketoconazole,CHEMBL75,,CHEMBL1324508,CC(=O)N1CCN(c2ccc(OCC3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-ANWICMFUSA-N,Unknown
Ketoconazole,CHEMBL75,KETOCONAZOLE,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,D01AC08; G01AF11; H02CA03; J02AB02
Ketoconazole,CHEMBL75,,CHEMBL102043,CC(=O)N1CCN(c2ccc(OCC3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-NASUQTAISA-N,Unknown
Ketoconazole,CHEMBL75,,CHEMBL328863,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-BVAGGSTKSA-N,Unknown
Ketoconazole,CHEMBL75,,CHEMBL319160,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-JYFHCDHNSA-N,Unknown
Ketoconazole,CHEMBL75,LEVOKETOCONAZOLE,CHEMBL295698,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,H02CA04
Ketoprofen,CHEMBL571,KETOPROFEN LYSINE,CHEMBL4650345,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1.NCCCC[C@H](N)C(=O)O,VHIORVCHBUEWEP-ZSCHJXSPSA-N,Unknown
Ketoprofen,CHEMBL571,R-KETOPROFEN,CHEMBL372052,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-LLVKDONJSA-N,Unknown
Ketoprofen,CHEMBL571,KETOPROFEN SODIUM,CHEMBL341922,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1.[Na+],OAPDLBHLMVYMCW-UHFFFAOYSA-M,Unknown
Ketoprofen,CHEMBL571,DEXKETOPROFEN,CHEMBL75435,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-NSHDSACASA-N,M01AE17; M02AA27
Ketorolac,CHEMBL469,,CHEMBL1619630,O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,OZWKMVRBQXNZKK-LLVKDONJSA-N,Unknown
Ketorolac,CHEMBL469,,CHEMBL1400884,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,BWHLPLXXIDYSNW-RFVHGSKJSA-N,Unknown
Ketorolac,CHEMBL469,KETOROLAC TROMETHAMINE,CHEMBL1201124,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,BWHLPLXXIDYSNW-UHFFFAOYSA-N,Unknown
Ketorolac,CHEMBL469,,CHEMBL496240,O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O,OZWKMVRBQXNZKK-NSHDSACASA-N,Unknown
Ketotifen,CHEMBL534,,CHEMBL1885671,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C\C(=O)O,YNQQEYBLVYAWNX-BTJKTKAUSA-N,Unknown
Ketotifen,CHEMBL534,KETOTIFEN FUMARATE,CHEMBL1633,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,YNQQEYBLVYAWNX-WLHGVMLRSA-N,Unknown
Labetalol,CHEMBL429,,CHEMBL1237208,C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1.C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,BWKRZRDERBAOSQ-SAGCGVQDSA-N,Unknown
Labetalol,CHEMBL429,,CHEMBL1204174,C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1.Cl,WQVZLXWQESQGIF-QRGZVCNKSA-N,Unknown
Labetalol,CHEMBL429,DILEVALOL HYDROCHLORIDE,CHEMBL1204165,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,WQVZLXWQESQGIF-WJKBNZMCSA-N,Unknown
Labetalol,CHEMBL429,,CHEMBL1202514,C[C@@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1.Cl,WQVZLXWQESQGIF-UFRBEDTPSA-N,Unknown
Labetalol,CHEMBL429,,CHEMBL1202510,C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,WQVZLXWQESQGIF-ZYJMRSDMSA-N,Unknown
Labetalol,CHEMBL429,LABETALOL HYDROCHLORIDE,CHEMBL1200323,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,WQVZLXWQESQGIF-UHFFFAOYSA-N,Unknown
Labetalol,CHEMBL429,,CHEMBL28308,C[C@@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-SCLBCKFNSA-N,Unknown
Labetalol,CHEMBL429,,CHEMBL28140,C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UGSOOPFHSA-N,Unknown
Labetalol,CHEMBL429,,CHEMBL28681,C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-FZKQIMNGSA-N,Unknown
Labetalol,CHEMBL429,DILEVALOL,CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-ACJLOTCBSA-N,Unknown
Lacidipine,CHEMBL460291,,CHEMBL3211099,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,GKQPCPXONLDCMU-UHFFFAOYSA-N,Unknown
Lacosamide,CHEMBL58323,,CHEMBL1213900,[2H]C([2H])([2H])OC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-IBIJPGRPSA-N,Unknown
Lacosamide,CHEMBL58323,,CHEMBL58322,COC[C@H](NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-LBPRGKRZSA-N,Unknown
Lacosamide,CHEMBL58323,,CHEMBL57293,COCC(NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-UHFFFAOYSA-N,Unknown
Lactic Acid,CHEMBL1200559,D-LACTIC ACID,CHEMBL358850,C[C@@H](O)C(=O)O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,Unknown
Lactic Acid,CHEMBL1200559,L-LACTIC ACID,CHEMBL330546,C[C@H](O)C(=O)O,JVTAAEKCZFNVCJ-REOHCLBHSA-N,Unknown
Lactic Acid,CHEMBL1200559,AMMONIUM LACTATE,CHEMBL1200747,CC(O)C(=O)O.N,RZOBLYBZQXQGFY-UHFFFAOYSA-N,Unknown
Lactitol,CHEMBL1661,GLUCITOL-4-GUCOPYANOSIDE,CHEMBL3039116,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-WELRSGGNSA-N,Unknown
Lactitol,CHEMBL1661,,CHEMBL1892997,OC[C@@H](O)C(O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-HPZUAMNQSA-N,Unknown
Lactitol,CHEMBL1661,,CHEMBL1333305,OCC(O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-IOWGVSMYSA-N,Unknown
Lactitol,CHEMBL1661,,CHEMBL1317042,OCC(O)C(O)[C@H](O[C@H]1OC(CO)C(O)C(O)C1O)[C@H](O)CO,VQHSOMBJVWLPSR-FVLUFZBNSA-N,Unknown
Lactitol,CHEMBL1661,,CHEMBL1200429,O.OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,LXMBXZRLTPSWCR-XBLONOLSSA-N,Unknown
Lactitol,CHEMBL1661,MALTITOL,CHEMBL63558,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-WUJBLJFYSA-N,Unknown
Lactulose,CHEMBL296306,,CHEMBL1515464,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,JCQLYHFGKNRPGE-WJONTELPSA-N,Unknown
Lactulose,CHEMBL296306,,CHEMBL1394196,OCC1O[C@H](OC2C(CO)O[C@@](O)(CO)C2O)C(O)C(O)C1O,JCQLYHFGKNRPGE-UBXZEYHPSA-N,Unknown
Lactulose,CHEMBL296306,LACTULOSE,CHEMBL1237068,O.OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,XVCHNXZRPZGVJA-MILSHCHSSA-N,Unknown
Lactulose,CHEMBL296306,,CHEMBL58143,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,JCQLYHFGKNRPGE-UHFFFAOYSA-N,Unknown
Lamivudine,CHEMBL141,,CHEMBL537885,Cl.Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,LEPNDALFXHAENA-UOERWJHTSA-N,Unknown
Lamivudine,CHEMBL141,,CHEMBL89149,Nc1ccn([C@@H]2CS[C@@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-BQBZGAKWSA-N,Unknown
Lamivudine,CHEMBL141,,CHEMBL18314,Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-RQJHMYQMSA-N,Unknown
Lanatoside C,CHEMBL506569,,CHEMBL4543442,CC(=O)O[C@H]1C[C@@H](O[C@@H]2C(C)O[C@H](O[C@@H]3C(C)O[C@@H](O[C@H]4CC[C@@]5(C)C(CCC6C5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)C[C@@H]3O)C[C@@H]2O)OC(C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,JAYAGJDXJIDEKI-XAGNLMDASA-N,Unknown
Lanatoside C,CHEMBL506569,,CHEMBL1357369,CC(=O)OC1C[C@H](O[C@@H]2C(O)C[C@H](O[C@@H]3C(O)C[C@@H](OC4CC[C@]5(C)C(CCC6C5CC(O)[C@@]5(C)C(C7=CC(=O)OC7)CC[C@@]65O)C4)OC3C)OC2C)O[C@H](C)[C@H]1O[C@H]1OC(CO)C(O)C(O)C1O,JAYAGJDXJIDEKI-CEUMLACRSA-N,Unknown
Lanatoside C,CHEMBL506569,,CHEMBL110309,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,JAYAGJDXJIDEKI-UHFFFAOYSA-N,Unknown
Lanreotide,CHEMBL1201185,,CHEMBL3349614,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,PUDHBTGHUJUUFI-CHCYPAMJSA-N,Unknown
Lanreotide,CHEMBL1201185,,CHEMBL2079626,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,PUDHBTGHUJUUFI-HUZRFOFRSA-N,Unknown
Lanreotide,CHEMBL1201185,,CHEMBL2079563,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,PUDHBTGHUJUUFI-MRVGVATPSA-N,Unknown
Lanreotide,CHEMBL1201185,LANREOTIDE ACETATE,CHEMBL1201184,CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,DEXPIBGCLCPUHE-UISHROKMSA-N,Unknown
Lanreotide,CHEMBL1201185,,CHEMBL3349471,C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(N)=O,IEXPHMKAEYIVMG-LLXIOROTSA-N,Unknown
Lanreotide,CHEMBL1201185,,CHEMBL3350155,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)NC1=O,FTIFSMLZWNHQOQ-SCTWWAJVSA-N,Unknown
Lansoprazole,CHEMBL480,DEXLANSOPRAZOLE,CHEMBL1201863,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,MJIHNNLFOKEZEW-RUZDIDTESA-N,A02BC06
Lapatinib,CHEMBL554,,CHEMBL3526325,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncn[14c](Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.O,DFHHLTRPIUJKPY-RFYGMFIQSA-N,Unknown
Lapatinib,CHEMBL554,,CHEMBL1201183,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1,UWYXLGUQQFPJRI-UHFFFAOYSA-N,Unknown
Lapatinib,CHEMBL554,LAPATINIB DITOSYLATE,CHEMBL1201179,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,XNRVGTHNYCNCFF-UHFFFAOYSA-N,Unknown
Lapatinib,CHEMBL554,,CHEMBL1076241,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1,OZDXXJABMOYNGY-UHFFFAOYSA-N,Unknown
Larotrectinib,CHEMBL3889654,,CHEMBL4856292,O=C(Nc1cnn2ccc(N3CCC[C@H]3c3cc(F)ccc3F)nc12)N1CC[C@@H](O)C1,NYNZQNWKBKUAII-KDOFPFPSSA-N,Unknown
Larotrectinib,CHEMBL3889654,,CHEMBL4109741,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@@H](O)C1,NYNZQNWKBKUAII-RDTXWAMCSA-N,Unknown
