Link,Drug Name
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000070395676.zip&amp;agency=MHRA,Inosine Pranobex
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000190664195.zip&amp;agency=MHRA,Inositol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000108836912.zip&amp;agency=MHRA,Inositol Nicotinate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000569697827.zip&amp;agency=MHRA,Inotersen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001006687785.zip&amp;agency=MHRA,Insulin Aspart
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000505282634.zip&amp;agency=MHRA,Insulin Bovine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000554337944.zip&amp;agency=MHRA,Insulin Degludec
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001019442329.zip&amp;agency=MHRA,Insulin Detemir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000692023725.zip&amp;agency=MHRA,Insulin Glargine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000737439884.zip&amp;agency=MHRA,Insulin Glulisine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000111052797.zip&amp;agency=MHRA,Insulin Human
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000704060877.zip&amp;agency=MHRA,Insulin Lispro
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000310500225.zip&amp;agency=MHRA,Insulin Porcine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000984489639.zip&amp;agency=MHRA,Interferon Alfa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000310446826.zip&amp;agency=MHRA,Interferon Beta
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000442189470.zip&amp;agency=MHRA,Interferon Gamma
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000874070961.zip&amp;agency=MHRA,Interleukin-2 - Human
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000098486359.zip&amp;agency=MHRA,Inula
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000178888212.zip&amp;agency=MHRA,Inulin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000148909963.zip&amp;agency=MHRA,Iobenguane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000420224395.zip&amp;agency=MHRA,Iobitridol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000707339239.zip&amp;agency=MHRA,Iodamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000170065893.zip&amp;agency=MHRA,Iodipamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000174645936.zip&amp;agency=MHRA,Iodised Oil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000849480477.zip&amp;agency=MHRA,Iodixanol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000501603764.zip&amp;agency=MHRA,Iodobenzylguanidine M- (Iodine-131)
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000335778708.zip&amp;agency=MHRA,Iodoform
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000944003013.zip&amp;agency=MHRA,Ioflupane(123i)
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000561410636.zip&amp;agency=MHRA,Ioglycamic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000923318081.zip&amp;agency=MHRA,Iohexol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000047100308.zip&amp;agency=MHRA,Iomeprol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000327642101.zip&amp;agency=MHRA,Iopamidol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000084573242.zip&amp;agency=MHRA,Iopanoic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001030426774.zip&amp;agency=MHRA,Iophendylate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000462582034.zip&amp;agency=MHRA,Iopromide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000922438419.zip&amp;agency=MHRA,Iotalamic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000247945229.zip&amp;agency=MHRA,Iotrolan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000890698287.zip&amp;agency=MHRA,Iotroxic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000904321061.zip&amp;agency=MHRA,Ioversol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000406262168.zip&amp;agency=MHRA,Ioxaglic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001028979817.zip&amp;agency=MHRA,Ipilimumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000324301260.zip&amp;agency=MHRA,Ipodate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000438872397.zip&amp;agency=MHRA,Ipratropium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000771266171.zip&amp;agency=MHRA,Iprindole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000876640642.zip&amp;agency=MHRA,Iproniazid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001031548375.zip&amp;agency=MHRA,Irbesartan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000400024785.zip&amp;agency=MHRA,Irinotecan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000518845815.zip&amp;agency=MHRA,Iron
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000517731834.zip&amp;agency=MHRA,Iron Dextran
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000437778967.zip&amp;agency=MHRA,Iron Sucrose
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000715043036.zip&amp;agency=MHRA,Isatuximab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000639721217.zip&amp;agency=MHRA,Isavuconazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000225974893.zip&amp;agency=MHRA,Isavuconazonium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001051864394.zip&amp;agency=MHRA,Isoaminile Citrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000097005882.zip&amp;agency=MHRA,Isocarboxazid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000237423704.zip&amp;agency=MHRA,Isoconazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000841441323.zip&amp;agency=MHRA,Isoeugenol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000609672256.zip&amp;agency=MHRA,Isoflurane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000323812943.zip&amp;agency=MHRA,Isoleucine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000854666430.zip&amp;agency=MHRA,Isometheptene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000680274149.zip&amp;agency=MHRA,Isoniazid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001009825333.zip&amp;agency=MHRA,Isoprenaline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000040455468.zip&amp;agency=MHRA,Isopropamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000128055492.zip&amp;agency=MHRA,Isopropyl Alcohol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000451916502.zip&amp;agency=MHRA,Isopropyl Myristate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000963583576.zip&amp;agency=MHRA,Isopropyl Palmitate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000150276363.zip&amp;agency=MHRA,Isosorbide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000285965613.zip&amp;agency=MHRA,Isotretinoin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000202667098.zip&amp;agency=MHRA,Isoxsuprine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000773897123.zip&amp;agency=MHRA,Isradipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000272385438.zip&amp;agency=MHRA,Itopride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000608822010.zip&amp;agency=MHRA,Itraconazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000418267134.zip&amp;agency=MHRA,Ivabradine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001001941275.zip&amp;agency=MHRA,Ivacaftor
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000411303562.zip&amp;agency=MHRA,Ivermectin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000909422590.zip&amp;agency=MHRA,Ivosidenib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000484928107.zip&amp;agency=MHRA,Ixazomib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000619521724.zip&amp;agency=MHRA,Ixekizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000018802198.zip&amp;agency=MHRA,Juglans
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000011147475.zip&amp;agency=MHRA,Juniperus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000398964119.zip&amp;agency=MHRA,Ketamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000344151467.zip&amp;agency=MHRA,Ketamine S-Isomer
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000356675294.zip&amp;agency=MHRA,Ketanserin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000017572481.zip&amp;agency=MHRA,Ketazolam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000920387017.zip&amp;agency=MHRA,Ketoconazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000596200968.zip&amp;agency=MHRA,Ketoprofen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000703642490.zip&amp;agency=MHRA,Ketorolac
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000855686123.zip&amp;agency=MHRA,Ketotifen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000134606312.zip&amp;agency=MHRA,Labetalol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000553871799.zip&amp;agency=MHRA,Lacidipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000404705212.zip&amp;agency=MHRA,Lacosamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000552304711.zip&amp;agency=MHRA,Lactic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000096981887.zip&amp;agency=MHRA,Lactitol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000682938551.zip&amp;agency=MHRA,Lactobacillus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000074550307.zip&amp;agency=MHRA,Lactobacillus Acidophilus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001010682929.zip&amp;agency=MHRA,Lactuca
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000718109176.zip&amp;agency=MHRA,Lactulose
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000828765117.zip&amp;agency=MHRA,Laminaria
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000931099589.zip&amp;agency=MHRA,Lamivudine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000898332352.zip&amp;agency=MHRA,Lamotrigine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000766501598.zip&amp;agency=MHRA,Lanadelumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000596214264.zip&amp;agency=MHRA,Lanatoside C
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001021473149.zip&amp;agency=MHRA,Lanreotide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000892566119.zip&amp;agency=MHRA,Lansoprazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000032382455.zip&amp;agency=MHRA,Lanthanum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000090097310.zip&amp;agency=MHRA,Lapatinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000471375322.zip&amp;agency=MHRA,Laronidase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000269167142.zip&amp;agency=MHRA,Larotrectinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000446867627.zip&amp;agency=MHRA,Larrea Tridentata
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000046500281.zip&amp;agency=MHRA,Latanoprost
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000448226719.zip&amp;agency=MHRA,Lavandula Angustifolia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000559582254.zip&amp;agency=MHRA,Lecithin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000822865091.zip&amp;agency=MHRA,Ledipasvir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000664465752.zip&amp;agency=MHRA,Leflunomide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000230440665.zip&amp;agency=MHRA,Lenacapavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000411446058.zip&amp;agency=MHRA,Lenalidomide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000367957636.zip&amp;agency=MHRA,Lenvatinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000397645164.zip&amp;agency=MHRA,Leonurus Cardiaca
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000004133830.zip&amp;agency=MHRA,Lepirudin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000108742128.zip&amp;agency=MHRA,Leptin Methionyl Recombinant Human
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000366942687.zip&amp;agency=MHRA,Lercanidipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000500586325.zip&amp;agency=MHRA,Letermovir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000246163237.zip&amp;agency=MHRA,Letrozole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000042763155.zip&amp;agency=MHRA,Leucine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000106907768.zip&amp;agency=MHRA,Leuprorelin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000224246593.zip&amp;agency=MHRA,Levallorphan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000576638692.zip&amp;agency=MHRA,Levamisole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000877271671.zip&amp;agency=MHRA,Levetiracetam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001064837699.zip&amp;agency=MHRA,Levisticum Officinale
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000149254940.zip&amp;agency=MHRA,Levobunolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000681916769.zip&amp;agency=MHRA,Levobupivacaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000670907505.zip&amp;agency=MHRA,Levocabastine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000880735893.zip&amp;agency=MHRA,Levocarnitine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000382783280.zip&amp;agency=MHRA,Levocetirizine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000164962314.zip&amp;agency=MHRA,Levodopa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000197682791.zip&amp;agency=MHRA,Levofloxacin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000550171388.zip&amp;agency=MHRA,Levofolinic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000312057881.zip&amp;agency=MHRA,Levomenthol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000362228077.zip&amp;agency=MHRA,Levomepromazine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000551709219.zip&amp;agency=MHRA,Levonorgestrel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000851095782.zip&amp;agency=MHRA,Levorphanol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000019714402.zip&amp;agency=MHRA,Levosimendan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000435224532.zip&amp;agency=MHRA,Levothyroxine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000182726473.zip&amp;agency=MHRA,Lidocaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000585389730.zip&amp;agency=MHRA,Lidofenin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001039648903.zip&amp;agency=MHRA,Lidoflazine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000107671874.zip&amp;agency=MHRA,Linaclotide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001039005625.zip&amp;agency=MHRA,Linagliptin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000863698783.zip&amp;agency=MHRA,Lincomycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000478317991.zip&amp;agency=MHRA,Linezolid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000481731542.zip&amp;agency=MHRA,Linum Usitatissimum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000981416963.zip&amp;agency=MHRA,Liothyronine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000016322200.zip&amp;agency=MHRA,Lipase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000761705235.zip&amp;agency=MHRA,Lipegfilgrastim
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000259956332.zip&amp;agency=MHRA,Liquidambar
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000071492192.zip&amp;agency=MHRA,Liraglutide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000861502174.zip&amp;agency=MHRA,Lisdexamfetamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000665399155.zip&amp;agency=MHRA,Lisinopril
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000458764444.zip&amp;agency=MHRA,Lithium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000206700653.zip&amp;agency=MHRA,Lithospermum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000063007901.zip&amp;agency=MHRA,Lixisenatide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000189566360.zip&amp;agency=MHRA,Lobelia Inflata
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000580073412.zip&amp;agency=MHRA,Lobeline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000124082519.zip&amp;agency=MHRA,Lodoxamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000900533112.zip&amp;agency=MHRA,Lofepramine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000836777199.zip&amp;agency=MHRA,Lofexidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000763729517.zip&amp;agency=MHRA,Lolium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000380209583.zip&amp;agency=MHRA,Lomefloxacin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000806674271.zip&amp;agency=MHRA,Lomitapide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000431420465.zip&amp;agency=MHRA,Lomustine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000612327760.zip&amp;agency=MHRA,Loncastuximab Tesirine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000200177357.zip&amp;agency=MHRA,Lonicera
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000127539853.zip&amp;agency=MHRA,Loperamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000447799858.zip&amp;agency=MHRA,Lopinavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000799207409.zip&amp;agency=MHRA,Loprazolam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000368969385.zip&amp;agency=MHRA,Loratadine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000669210247.zip&amp;agency=MHRA,Lorazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000312540902.zip&amp;agency=MHRA,Lorlatinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000106821754.zip&amp;agency=MHRA,Lormetazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000653308890.zip&amp;agency=MHRA,Losartan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000768713493.zip&amp;agency=MHRA,Loteprednol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000956630018.zip&amp;agency=MHRA,Lovastatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000341769896.zip&amp;agency=MHRA,Loxapine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000287466390.zip&amp;agency=MHRA,Lubiprostone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000871374213.zip&amp;agency=MHRA,Lumacaftor
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001008139351.zip&amp;agency=MHRA,Lumefantrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001019121373.zip&amp;agency=MHRA,Lumiracoxib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000812387948.zip&amp;agency=MHRA,Lurasidone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000680278447.zip&amp;agency=MHRA,Lurbinectedin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000709255063.zip&amp;agency=MHRA,Luspatercept
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001008016116.zip&amp;agency=MHRA,Luteinising Hormone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000744288284.zip&amp;agency=MHRA,Lutetium (177lu) Oxodotreotide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000032135740.zip&amp;agency=MHRA,Lutetium (Lu-177)
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000354565115.zip&amp;agency=MHRA,Lutropin Alfa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001042610544.zip&amp;agency=MHRA,Lymecycline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000064008113.zip&amp;agency=MHRA,Lynoestrenol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000754188587.zip&amp;agency=MHRA,Lysine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000246171720.zip&amp;agency=MHRA,Lysuride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000299072001.zip&amp;agency=MHRA,Macitentan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000727213043.zip&amp;agency=MHRA,Macrogol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000770847266.zip&amp;agency=MHRA,Macrogol Cetostearyl Ether
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000141053518.zip&amp;agency=MHRA,Magaldrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000705427206.zip&amp;agency=MHRA,Magnesium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000120635725.zip&amp;agency=MHRA,Magnesium Carbonate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000453461336.zip&amp;agency=MHRA,Magnesium Hydroxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000457409157.zip&amp;agency=MHRA,Magnesium Oxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000593868457.zip&amp;agency=MHRA,Magnesium Stearate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000483405138.zip&amp;agency=MHRA,Magnesium Trisilicate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000335315397.zip&amp;agency=MHRA,Magnolia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000510051623.zip&amp;agency=MHRA,Malathion
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000002736169.zip&amp;agency=MHRA,Malic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000434249289.zip&amp;agency=MHRA,Malpighia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000185409887.zip&amp;agency=MHRA,Mamma Copolymer
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000163414465.zip&amp;agency=MHRA,Mandelic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000140135717.zip&amp;agency=MHRA,Manganese
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000180597240.zip&amp;agency=MHRA,Mannitol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000592882365.zip&amp;agency=MHRA,Maprotiline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000006891813.zip&amp;agency=MHRA,Maraviroc
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000053874734.zip&amp;agency=MHRA,Maribavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000121413624.zip&amp;agency=MHRA,Maris Sal
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000653142721.zip&amp;agency=MHRA,Marrubium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000753878757.zip&amp;agency=MHRA,Matricaria
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000820360065.zip&amp;agency=MHRA,Mavacamten
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000370156792.zip&amp;agency=MHRA,Mazindol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000096492836.zip&amp;agency=MHRA,Mebendazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000087184366.zip&amp;agency=MHRA,Mebeverine
