Drug Name,Zipped Link
Isoxsuprine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000202667098.zip
Isradipine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000773897123.zip
Itopride,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000272385438.zip
Itraconazole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000608822010.zip
Ivabradine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000418267134.zip
Ivacaftor,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001001941275.zip
Ivermectin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000411303562.zip
Ivosidenib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000909422590.zip
Ixazomib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000484928107.zip
Ixekizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000619521724.zip
Juglans,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000018802198.zip
Juniperus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000011147475.zip
Ketamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000398964119.zip
Ketamine S-Isomer,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000344151467.zip
Ketanserin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000356675294.zip
Ketazolam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000017572481.zip
Ketoconazole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000920387017.zip
Ketoprofen,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000596200968.zip
Ketorolac,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000703642490.zip
Ketotifen,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000855686123.zip
Labetalol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000134606312.zip
Lacidipine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000553871799.zip
Lacosamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000404705212.zip
Lactic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000552304711.zip
Lactitol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000096981887.zip
Lactobacillus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000682938551.zip
Lactobacillus Acidophilus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000074550307.zip
Lactuca,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001010682929.zip
Lactulose,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000718109176.zip
Laminaria,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000828765117.zip
Lamivudine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000931099589.zip
Lamotrigine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000898332352.zip
Lanadelumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000766501598.zip
Lanatoside C,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000596214264.zip
Lanreotide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001021473149.zip
Lansoprazole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000892566119.zip
Lanthanum,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000032382455.zip
Lapatinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000090097310.zip
Laronidase,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000471375322.zip
Larotrectinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000269167142.zip
Larrea Tridentata,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000446867627.zip
Latanoprost,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000046500281.zip
Lavandula Angustifolia,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000448226719.zip
Lecithin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000559582254.zip
Ledipasvir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000822865091.zip
Leflunomide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000664465752.zip
Lenacapavir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000230440665.zip
Lenalidomide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000411446058.zip
Lenvatinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000367957636.zip
Leonurus Cardiaca,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000397645164.zip
Lepirudin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000004133830.zip
Leptin Methionyl Recombinant Human,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000108742128.zip
Lercanidipine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000366942687.zip
Letermovir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000500586325.zip
Letrozole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000246163237.zip
Leucine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000042763155.zip
Leuprorelin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000106907768.zip
Levallorphan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000224246593.zip
Levamisole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000576638692.zip
Levetiracetam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000877271671.zip
Levisticum Officinale,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001064837699.zip
Levobunolol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000149254940.zip
Levobupivacaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000681916769.zip
Levocabastine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000670907505.zip
Levocarnitine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000880735893.zip
Levocetirizine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000382783280.zip
Levodopa,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000164962314.zip
Levofloxacin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000197682791.zip
Levofolinic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000550171388.zip
Levomenthol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000312057881.zip
Levomepromazine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000362228077.zip
Levonorgestrel,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000551709219.zip
Levorphanol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000851095782.zip
Levosimendan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000019714402.zip
Levothyroxine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000435224532.zip
Lidocaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000182726473.zip
Lidofenin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000585389730.zip
Lidoflazine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001039648903.zip
Linaclotide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000107671874.zip
Linagliptin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001039005625.zip
Lincomycin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000863698783.zip
Linezolid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000478317991.zip
Linum Usitatissimum,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000481731542.zip
Liothyronine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000981416963.zip
Lipase,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000016322200.zip
Lipegfilgrastim,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000761705235.zip
Liquidambar,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000259956332.zip
Liraglutide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000071492192.zip
Lisdexamfetamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000861502174.zip
Lisinopril,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000665399155.zip
Lithium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000458764444.zip
Lithospermum,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000206700653.zip
Lixisenatide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000063007901.zip
Lobelia Inflata,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000189566360.zip
Lobeline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000580073412.zip
Lodoxamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000124082519.zip
Lofepramine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000900533112.zip
Lofexidine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000836777199.zip
Lolium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000763729517.zip
Lomefloxacin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000380209583.zip
Lomitapide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000806674271.zip
Lomustine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000431420465.zip
Loncastuximab Tesirine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000612327760.zip
Lonicera,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000200177357.zip
Loperamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000127539853.zip
Lopinavir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000447799858.zip
Loprazolam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000799207409.zip
Loratadine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000368969385.zip
Lorazepam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000669210247.zip
Lorlatinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000312540902.zip
Lormetazepam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000106821754.zip
Losartan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000653308890.zip
Loteprednol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000768713493.zip
Lovastatin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000956630018.zip
Loxapine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000341769896.zip
Lubiprostone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000287466390.zip
Lumacaftor,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000871374213.zip
Lumefantrine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001008139351.zip
Lumiracoxib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001019121373.zip
Lurasidone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000812387948.zip
Lurbinectedin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000680278447.zip
Luspatercept,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000709255063.zip
Luteinising Hormone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001008016116.zip
Lutetium (177lu) Oxodotreotide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000744288284.zip
Lutetium (Lu-177),https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000032135740.zip
Lutropin Alfa,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000354565115.zip
Lymecycline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001042610544.zip
Lynoestrenol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000064008113.zip
Lysine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000754188587.zip
Lysuride,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000246171720.zip
Macitentan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000299072001.zip
Macrogol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000727213043.zip
Macrogol Cetostearyl Ether,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000770847266.zip
Magaldrate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000141053518.zip
Magnesium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000705427206.zip
Magnesium Carbonate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000120635725.zip
Magnesium Hydroxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000453461336.zip
Magnesium Oxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000457409157.zip
Magnesium Stearate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000593868457.zip
Magnesium Trisilicate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000483405138.zip
Magnolia,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000335315397.zip
Malathion,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000510051623.zip
Malic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000002736169.zip
Malpighia,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000434249289.zip
Mamma Copolymer,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000185409887.zip
Mandelic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000163414465.zip
Manganese,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000140135717.zip
Mannitol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000180597240.zip
Maprotiline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000592882365.zip
Maraviroc,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000006891813.zip
Maribavir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000053874734.zip
Maris Sal,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000121413624.zip
Marrubium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000653142721.zip
Matricaria,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000753878757.zip
Mavacamten,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000820360065.zip
Mazindol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000370156792.zip
Mebendazole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000096492836.zip
Mebeverine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000087184366.zip
Mebhydrolin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000302701543.zip
Mebrofenin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000110282602.zip
Mecasermin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000694671395.zip
Meclozine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000190073208.zip
Mecysteine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000394437339.zip
Medazepam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000699761808.zip
Medium Chain Triglycerides,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000293238847.zip
Medronic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000216503306.zip
Medroxyprogesterone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000767899847.zip
Mefenamic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000909587244.zip
Mefloquine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000027833834.zip
Mefruside,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000404582772.zip
Megestrol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000700475698.zip
Meglumine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000413794216.zip
Melaleuca,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000973578629.zip
Melatonin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000581907604.zip
Meloxicam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000832852275.zip
Melperone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000239577115.zip
Melphalan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000921150710.zip
Memantine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000654459859.zip
Menotrophin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000268371673.zip
Mentha,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000136776443.zip
Menthone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000973754283.zip
Menthyl Valerate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000781040955.zip
Mepacrine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000445969824.zip
Mepenzolate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000427594776.zip
Mepivacaine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000554500998.zip
Mepolizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000282620707.zip
Meprobamate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000464178415.zip
Meptazinol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000716955334.zip
Mepyramine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001016883646.zip
Mequitazine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000461412200.zip
Mercaptamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000737363206.zip
Mercapto Mixture,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000579436184.zip
Mercaptopurine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000781209938.zip
Meropenem,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000447709735.zip
Mesalazine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000553599883.zip
Mesna,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000354884187.zip
Mesterolone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000490755857.zip
Mestranol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000803073357.zip
Metaraminol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000215600566.zip
Metaxalone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000028953530.zip
Metergoline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000581703695.zip
Metformin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000156812423.zip
Methacrylic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000811059947.zip
