Drug,id,name,section
"N,N'-Diphenyl-P-Phenylenediamine",0409010AC,Apomorphine hydrochloride hemihydrate,4.9: Drugs used in parkinsonism and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",1108020J0,Apraclonidine,11.8: Miscellaneous ophthalmic preparations
"N,N'-Diphenyl-P-Phenylenediamine",0406000AD,Aprepitant,4.6: Drugs used in nausea and vertigo
"N,N'-Diphenyl-P-Phenylenediamine",2002,Arm Sling/Bandages,20.2: Arm Sling/Bandages
"N,N'-Diphenyl-P-Phenylenediamine",1003020AD,Arnica montana,10.3: Drugs for soft-tissue disorders and topical pain relief
"N,N'-Diphenyl-P-Phenylenediamine",0801050AI,Arsenic,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0504010AA,Artemether with lumefantrine,5.4: Antiprotozoal drugs
"N,N'-Diphenyl-P-Phenylenediamine",1502010W0,Articaine Hydrochloride & Adrenaline,15.2: Local anaesthesia
"N,N'-Diphenyl-P-Phenylenediamine",0402030R0,Asenapine,4.2: Drugs used in psychoses and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0407010B0,Aspirin,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0209000A0,Aspirin,2.9: Antiplatelet drugs
"N,N'-Diphenyl-P-Phenylenediamine",0407010AA,Aspirin and caffeine,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0407010A0,Aspirin and papaveretum,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0407010W0,Aspirin combined preparations,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0503010L0,Atazanavir,5.3: Antiviral drugs
"N,N'-Diphenyl-P-Phenylenediamine",0503010AL,Atazanavir and cobicistat,5.3: Antiviral drugs
"N,N'-Diphenyl-P-Phenylenediamine",0204000E0,Atenolol,2.4: Beta-adrenoceptor blocking drugs
"N,N'-Diphenyl-P-Phenylenediamine",0204000U0,Atenolol with calcium channel blocker,2.4: Beta-adrenoceptor blocking drugs
"N,N'-Diphenyl-P-Phenylenediamine",0204000F0,Atenolol with diuretic,2.4: Beta-adrenoceptor blocking drugs
"N,N'-Diphenyl-P-Phenylenediamine",0407042U0,Atogepant,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0404000S0,Atomoxetine hydrochloride,4.4: CNS stimulants and drugs used for ADHD
"N,N'-Diphenyl-P-Phenylenediamine",0212000B0,Atorvastatin,2.12: Lipid-regulating drugs
"N,N'-Diphenyl-P-Phenylenediamine",0504080A0,Atovaquone,5.4: Antiprotozoal drugs
"N,N'-Diphenyl-P-Phenylenediamine",1105000B0,Atropine sulfate,11.5: Mydriatics and cycloplegics
"N,N'-Diphenyl-P-Phenylenediamine",0102000AC,Atropine sulfate,1.2: Antispasmodics and other drugs altering gut motility
"N,N'-Diphenyl-P-Phenylenediamine",1501030D0,Atropine sulfate,15.1: General anaesthesia
"N,N'-Diphenyl-P-Phenylenediamine",1001030A0,Auranofin,10.1: Drugs used in rheumatic diseases and gout
"N,N'-Diphenyl-P-Phenylenediamine",0704050AC,Avanafil,7.4: Drugs for genito-urinary disorders
"N,N'-Diphenyl-P-Phenylenediamine",0801050BJ,Axitinib,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",1001010B0,Azapropazone,10.1: Drugs used in rheumatic diseases and gout
"N,N'-Diphenyl-P-Phenylenediamine",0304010C0,Azatadine maleate,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",0802010G0,Azathioprine,8.2: Drugs affecting the immune response
"N,N'-Diphenyl-P-Phenylenediamine",1104020W0,Azelastine hydrochloride,11.4: Corticosteroids and other anti-inflammatory preparations
"N,N'-Diphenyl-P-Phenylenediamine",1202010A0,Azelastine hydrochloride,12.2: Drugs acting on the nose
"N,N'-Diphenyl-P-Phenylenediamine",0205052AD,Azilsartan medoxomil,2.5: Hypertension and heart failure
"N,N'-Diphenyl-P-Phenylenediamine",1103010AI,Azithromycin,11.3: Anti-infective eye preparations
"N,N'-Diphenyl-P-Phenylenediamine",0501050A0,Azithromycin,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0501023A0,Aztreonam,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",1404000C0,Bacillus calmette-guerin (B.C.G.),14.4: Vaccines and antisera
"N,N'-Diphenyl-P-Phenylenediamine",0802040X0,Bacillus calmette-guerin (B.C.G.),8.2: Drugs affecting the immune response
"N,N'-Diphenyl-P-Phenylenediamine",1002020C0,Baclofen,10.2: Drugs used in neuromuscular disorders
"N,N'-Diphenyl-P-Phenylenediamine",2140,Bacterial Decolonisation Products,21.40: Bacterial Decolonisation Products
"N,N'-Diphenyl-P-Phenylenediamine",1001030AC,Baricitinib,10.1: Drugs used in rheumatic diseases and gout
"N,N'-Diphenyl-P-Phenylenediamine",1311070K0,Becaplermin,"13.11: Skin cleansers,antiseptics and desloughing agents"
"N,N'-Diphenyl-P-Phenylenediamine",0302000C0,Beclometasone dipropionate,3.2: Corticosteroids (respiratory)
"N,N'-Diphenyl-P-Phenylenediamine",1202010C0,Beclometasone dipropionate,12.2: Drugs acting on the nose
"N,N'-Diphenyl-P-Phenylenediamine",1304000C0,Beclometasone dipropionate,13.4: Topical corticosteroids
"N,N'-Diphenyl-P-Phenylenediamine",0105020G0,Beclometasone dipropionate (Systemic),1.5: Chronic bowel disorders
"N,N'-Diphenyl-P-Phenylenediamine",0301011AB,Beclometdiprop/formoterol/glycopyrronium,3.1: Bronchodilators
"N,N'-Diphenyl-P-Phenylenediamine",0302000AA,BeclometDiprop/Formoterol/Glycopyrronium (Corticosteroids),3.2: Corticosteroids (respiratory)
"N,N'-Diphenyl-P-Phenylenediamine",0501090V0,Bedaquiline,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0102000H0,Belladonna alkaloids,1.2: Antispasmodics and other drugs altering gut motility
"N,N'-Diphenyl-P-Phenylenediamine",0208010AC,Bemiparin sodium,2.8: Anticoagulants and protamine
"N,N'-Diphenyl-P-Phenylenediamine",0202010B0,Bendroflumethiazide,2.2: Diuretics
"N,N'-Diphenyl-P-Phenylenediamine",0202080B0,Bendroflumethiazide/potassium,2.2: Diuretics
"N,N'-Diphenyl-P-Phenylenediamine",1001010H0,Benorilate,10.1: Drugs used in rheumatic diseases and gout
"N,N'-Diphenyl-P-Phenylenediamine",0402010B0,Benperidol,4.2: Drugs used in psychoses and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0304020AA,Benralizumab,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",1302020B0,Benzalkonium chloride,13.2: Emollient and barrier preparations
"N,N'-Diphenyl-P-Phenylenediamine",1311030D0,Benzalkonium chloride,"13.11: Skin cleansers,antiseptics and desloughing agents"
"N,N'-Diphenyl-P-Phenylenediamine",1309000L0,Benzalkonium chloride,13.9: Shampoos and other preparations for scalp and hair conditions
"N,N'-Diphenyl-P-Phenylenediamine",1203030T0,Benzalkonium chloride,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",0409020E0,Benzatropine mesilate,4.9: Drugs used in parkinsonism and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",1001040A0,Benzbromarone,10.1: Drugs used in rheumatic diseases and gout
"N,N'-Diphenyl-P-Phenylenediamine",0504060B0,Benznidazole,5.4: Antiprotozoal drugs
"N,N'-Diphenyl-P-Phenylenediamine",1203010C0,Benzocaine,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",1303000B0,Benzocaine,13.3: Topical local anaesthetics and antipruritics
"N,N'-Diphenyl-P-Phenylenediamine",1203030B0,Benzocaine,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",1310020D0,Benzoic acid,13.10: Anti-infective skin preparations
"N,N'-Diphenyl-P-Phenylenediamine",0308000B0,Benzoin,3.8: Aromatic inhalations
"N,N'-Diphenyl-P-Phenylenediamine",1306010C0,Benzoyl peroxide,13.6: Acne and rosacea
"N,N'-Diphenyl-P-Phenylenediamine",1306010Y0,Benzoyl peroxide and clindamycin phosphate,13.6: Acne and rosacea
"N,N'-Diphenyl-P-Phenylenediamine",1003020F0,Benzydamine hydrochloride,10.3: Drugs for soft-tissue disorders and topical pain relief
"N,N'-Diphenyl-P-Phenylenediamine",1203010E0,Benzydamine hydrochloride,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",1203030Y0,Benzydamine hydrochloride,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",1310040C0,Benzyl benzoate,13.10: Anti-infective skin preparations
"N,N'-Diphenyl-P-Phenylenediamine",0501011J0,Benzylpenicillin sodium (Penicillin G),5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0906012B0,Betacarotene,9.6: Vitamins
"N,N'-Diphenyl-P-Phenylenediamine",0406000B0,Betahistine hydrochloride,4.6: Drugs used in nausea and vertigo
"N,N'-Diphenyl-P-Phenylenediamine",0908010T0,Betaine anhydrous,9.8: Metabolic disorders
"N,N'-Diphenyl-P-Phenylenediamine",0107020B0,Betamethasone,1.7: Local preparations for anal and rectal disorders
"N,N'-Diphenyl-P-Phenylenediamine",0603020B0,Betamethasone,6.3: Corticosteroids (endocrine)
"N,N'-Diphenyl-P-Phenylenediamine",1203010W0,Betamethasone/Doxycycline/Nystatin,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",1304000D0,Betamethasone esters,13.4: Topical corticosteroids
"N,N'-Diphenyl-P-Phenylenediamine",0603020C0,Betamethasone sodium phosphate,6.3: Corticosteroids (endocrine)
"N,N'-Diphenyl-P-Phenylenediamine",1104010D0,Betamethasone sodium phosphate,11.4: Corticosteroids and other anti-inflammatory preparations
"N,N'-Diphenyl-P-Phenylenediamine",1201010E0,Betamethasone sodium phosphate,12.1: Drugs acting on the ear
"N,N'-Diphenyl-P-Phenylenediamine",1304000F0,Betamethasone valerate,13.4: Topical corticosteroids
"N,N'-Diphenyl-P-Phenylenediamine",0704010C0,Bethanechol chloride,7.4: Drugs for genito-urinary disorders
"N,N'-Diphenyl-P-Phenylenediamine",0801050AB,Bexarotene,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0503010AQ,Bictegravir/emtricitabine/tenofovir alafenamide,5.3: Antiviral drugs
"N,N'-Diphenyl-P-Phenylenediamine",1310020E0,Bifonazole,13.10: Anti-infective skin preparations
"N,N'-Diphenyl-P-Phenylenediamine",0304010AF,Bilastine,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",1202010X0,Bilastine,12.2: Drugs acting on the nose
"N,N'-Diphenyl-P-Phenylenediamine",0409020G0,Biperiden hydrochloride,4.9: Drugs used in parkinsonism and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0601012W0,Biphasic insulin aspart,6.1: Drugs used in diabetes
"N,N'-Diphenyl-P-Phenylenediamine",0601012F0,Biphasic insulin lispro,6.1: Drugs used in diabetes
"N,N'-Diphenyl-P-Phenylenediamine",0601012D0,Biphasic isophane insulin,6.1: Drugs used in diabetes
"N,N'-Diphenyl-P-Phenylenediamine",0204000AC,Bisoprolol fumarate/aspirin,2.4: Beta-adrenoceptor blocking drugs
"N,N'-Diphenyl-P-Phenylenediamine",0801020G0,Bleomycin,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0205010U0,Bosentan,2.5: Hypertension and heart failure
"N,N'-Diphenyl-P-Phenylenediamine",0801050BL,Bosutinib,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0409030B0,Botulinum toxin type A,4.9: Drugs used in parkinsonism and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0409030A0,Botulinum toxin type B,4.9: Drugs used in parkinsonism and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0106050B0,Bowel cleansing solutions,1.6: Laxatives
"N,N'-Diphenyl-P-Phenylenediamine",1106000AA,Brimonidine tartrate,11.6: Treatment of glaucoma
"N,N'-Diphenyl-P-Phenylenediamine",1306030A0,Brimonidine tart (Rosacea),13.6: Acne and rosacea
"N,N'-Diphenyl-P-Phenylenediamine",1106000AC,Brinzolamide,11.6: Treatment of glaucoma
"N,N'-Diphenyl-P-Phenylenediamine",1106000AJ,Brinzolamide and timolol,11.6: Treatment of glaucoma
"N,N'-Diphenyl-P-Phenylenediamine",1106000AL,Brinzolamide/brimonidine,11.6: Treatment of glaucoma
"N,N'-Diphenyl-P-Phenylenediamine",1108020AG,Bromfenac,11.8: Miscellaneous ophthalmic preparations
"N,N'-Diphenyl-P-Phenylenediamine",0607010B0,Bromocriptine,6.7: Other endocrine drugs
"N,N'-Diphenyl-P-Phenylenediamine",0304010F0,Brompheniramine maleate,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",0105020A0,Budesonide,1.5: Chronic bowel disorders
"N,N'-Diphenyl-P-Phenylenediamine",0302000K0,Budesonide,3.2: Corticosteroids (respiratory)
"N,N'-Diphenyl-P-Phenylenediamine",1202010I0,Budesonide,12.2: Drugs acting on the nose
"N,N'-Diphenyl-P-Phenylenediamine",0202020D0,Bumetanide,2.2: Diuretics
"N,N'-Diphenyl-P-Phenylenediamine",0202080D0,Bumetanide/Amiloride Hydrochloride,2.2: Diuretics
"N,N'-Diphenyl-P-Phenylenediamine",0202080C0,Bumetanide/potassium,2.2: Diuretics
"N,N'-Diphenyl-P-Phenylenediamine",1502010C0,Bupivacaine hydrochloride,15.2: Local anaesthesia
"N,N'-Diphenyl-P-Phenylenediamine",1502010Z0,Bupivacaine hydrochloride and fentanyl citrate,15.2: Local anaesthesia
"N,N'-Diphenyl-P-Phenylenediamine",0410030B0,Buprenorph hydrochloride/naloxone hydrochloride,4.10: Drugs used in substance dependence
"N,N'-Diphenyl-P-Phenylenediamine",0407020B0,Buprenorphine,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0410030A0,Buprenorphine hydrochloride,4.10: Drugs used in substance dependence
"N,N'-Diphenyl-P-Phenylenediamine",0410020A0,Bupropion hydrochloride,4.10: Drugs used in substance dependence
"N,N'-Diphenyl-P-Phenylenediamine",0803042B0,Buserelin,8.3: Sex hormones and hormone antagonists in malignant disease
"N,N'-Diphenyl-P-Phenylenediamine",0607020B0,Buserelin,6.7: Other endocrine drugs
"N,N'-Diphenyl-P-Phenylenediamine",0401020B0,Buspirone hydrochloride,4.1: Hypnotics and anxiolytics
"N,N'-Diphenyl-P-Phenylenediamine",0801010B0,Busulfan,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0304030F0,C1-Esterase inhibitor,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",0409010U0,Cabergoline,4.9: Drugs used in parkinsonism and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0607010C0,Cabergoline,6.7: Other endocrine drugs
"N,N'-Diphenyl-P-Phenylenediamine",0801050BR,Cabozantinib,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0404000D0,Caffeine,4.4: CNS stimulants and drugs used for ADHD
"N,N'-Diphenyl-P-Phenylenediamine",0404000E0,Caffeine citrate,4.4: CNS stimulants and drugs used for ADHD
"N,N'-Diphenyl-P-Phenylenediamine",1303000D0,Calamine,13.3: Topical local anaesthetics and antipruritics
"N,N'-Diphenyl-P-Phenylenediamine",0606010T0,Calcitonin (Salmon),6.6: Drugs affecting bone metabolism
"N,N'-Diphenyl-P-Phenylenediamine",0905022U0,Calcium acetate/magnesium carbonate,9.5: Minerals
"N,N'-Diphenyl-P-Phenylenediamine",0905011D0,Calcium carbonate,9.5: Minerals
"N,N'-Diphenyl-P-Phenylenediamine",0101021C0,Calcium carbonate,1.1: Dyspepsia and gastro-oesophageal reflux disease
"N,N'-Diphenyl-P-Phenylenediamine",0101010S0,Calcium carbonate and simeticone,1.1: Dyspepsia and gastro-oesophageal reflux disease
"N,N'-Diphenyl-P-Phenylenediamine",0801000I0,Calcium folinate,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0905011K0,Calcium gluconate,9.5: Minerals
"N,N'-Diphenyl-P-Phenylenediamine",0902011L0,Calcium polystyrene sulfonate,9.2: Fluids and electrolytes
"N,N'-Diphenyl-P-Phenylenediamine",1307000W0,Camellia sinensis extract,13.7: Preparations for warts and calluses
"N,N'-Diphenyl-P-Phenylenediamine",0601023AM,Canagliflozin,6.1: Drugs used in diabetes
"N,N'-Diphenyl-P-Phenylenediamine",0601023AP,Canagliflozin/metformin,6.1: Drugs used in diabetes
"N,N'-Diphenyl-P-Phenylenediamine",0802020W0,Canakinumab,8.2: Drugs affecting the immune response
"N,N'-Diphenyl-P-Phenylenediamine",0205052C0,Candesartan cilexetil,2.5: Hypertension and heart failure
"N,N'-Diphenyl-P-Phenylenediamine",0408010AM,Cannabidiol,4.8: Antiepileptic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0407030AB,Cannabis,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",2110,C.A.P.D. Administration Equipment,21.10: C.A.P.D. Administration Equipment
"N,N'-Diphenyl-P-Phenylenediamine",0801030V0,Capecitabine,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0501090C0,Capreomycin,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",1003020AA,Capsaicin,10.3: Drugs for soft-tissue disorders and topical pain relief
"N,N'-Diphenyl-P-Phenylenediamine",0407030AE,Capsaicin (Neuropathic Pain),4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0913446C0,Capsule disc/non ACBS protein SfI metabolic cond (0913446),9.13: Oral nutrition
"N,N'-Diphenyl-P-Phenylenediamine",0408010C0,Carbamazepine,4.8: Antiepileptic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0701010W0,Carbetocin,7.1: Drugs used in obstetrics
"N,N'-Diphenyl-P-Phenylenediamine",0307000J0,Carbocisteine,3.7: Mucolytics
"N,N'-Diphenyl-P-Phenylenediamine",0801050F0,Carboplatin,8.1: Cytotoxic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0402010AJ,Cariprazine,4.2: Drugs used in psychoses and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0502040C0,Caspofungin,5.2: Antifungal drugs
"N,N'-Diphenyl-P-Phenylenediamine",2113,Catheter Maintenance Products,21.13: Catheter Maintenance Products
"N,N'-Diphenyl-P-Phenylenediamine",0501021L0,Cefalexin,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0501024A0,Cefepime/Enmetazobactam,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0501021E0,Cefoxitin sodium,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0501021M0,Cefradine,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0501021H0,Ceftazidime pentahydrate,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0501021G0,Ceftriaxone sodium,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",2018,Cellulose Wadding BP 1988,20.18: Cellulose Wadding BP 1988
"N,N'-Diphenyl-P-Phenylenediamine",0408010AN,Cenobamate,4.8: Antiepileptic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0212000C0,Cerivastatin,2.12: Lipid-regulating drugs
"N,N'-Diphenyl-P-Phenylenediamine",0304010I0,Cetirizine hydrochloride,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",1203040C0,Cetylpyridinium chloride,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",1203030D0,Cetylpyridinium chloride,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",0109010G0,Chenodeoxycholic acid,1.9: Drugs affecting intestinal secretions
"N,N'-Diphenyl-P-Phenylenediamine",2103,Chiropody Appliances,21.3: Chiropody Appliances
"N,N'-Diphenyl-P-Phenylenediamine",1302010Z0,Chlohexidine gluconate (Emollient),13.2: Emollient and barrier preparations
"N,N'-Diphenyl-P-Phenylenediamine",1103010C0,Chloramphenicol,11.3: Anti-infective eye preparations
"N,N'-Diphenyl-P-Phenylenediamine",1201010H0,Chloramphenicol,12.1: Drugs acting on the ear
"N,N'-Diphenyl-P-Phenylenediamine",0501070F0,Chloramphenicol,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0704040D0,Chlorhexidine acetate,7.4: Drugs for genito-urinary disorders
"N,N'-Diphenyl-P-Phenylenediamine",1311020G0,Chlorhexidine acetate,"13.11: Skin cleansers,antiseptics and desloughing agents"
"N,N'-Diphenyl-P-Phenylenediamine",0704040C0,Chlorhexidine gluconate,7.4: Drugs for genito-urinary disorders
"N,N'-Diphenyl-P-Phenylenediamine",1311020L0,Chlorhexidine gluconate,"13.11: Skin cleansers,antiseptics and desloughing agents"
"N,N'-Diphenyl-P-Phenylenediamine",1310050J0,Chlorhexidine gluconate,13.10: Anti-infective skin preparations
"N,N'-Diphenyl-P-Phenylenediamine",1203040E0,Chlorhexidine gluconate,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",110301020,Chlorhexidine gluconate,11.3: Anti-infective eye preparations
"N,N'-Diphenyl-P-Phenylenediamine",1203030AB,Chlorhexidine hydrochloride / Lidocaine hydrochloride,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",1502010AA,Chloroprocaine hydrochloride,15.2: Local anaesthesia
"N,N'-Diphenyl-P-Phenylenediamine",0504010F0,Chloroquine phosphate,5.4: Antiprotozoal drugs
"N,N'-Diphenyl-P-Phenylenediamine",0504010Z0,Chloroquine phosphate with proguanil hydrochloride,5.4: Antiprotozoal drugs
"N,N'-Diphenyl-P-Phenylenediamine",0504010G0,Chloroquine sulfate,5.4: Antiprotozoal drugs
"N,N'-Diphenyl-P-Phenylenediamine",1311050E0,Chloroxylenol,"13.11: Skin cleansers,antiseptics and desloughing agents"
"N,N'-Diphenyl-P-Phenylenediamine",0304010G0,Chlorphenamine maleate,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",0402010D0,Chlorpromazine hydrochloride,4.2: Drugs used in psychoses and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0402010F0,Chlorprothixene,4.2: Drugs used in psychoses and related disorders
"N,N'-Diphenyl-P-Phenylenediamine",0202010F0,Chlortalidone,2.2: Diuretics
"N,N'-Diphenyl-P-Phenylenediamine",1305020Z0,Cholesterol/simvastatin,13.5: Preparations for eczema and psoriasis
"N,N'-Diphenyl-P-Phenylenediamine",1203010K0,Choline salicylate,12.3: Drugs acting on the oropharynx
"N,N'-Diphenyl-P-Phenylenediamine",0605010X0,Choriogonadotropin alfa,"6.5: Hypothalamic and pituitary hormones and anti, oestrogens"
"N,N'-Diphenyl-P-Phenylenediamine",0605010D0,Chorionic gonadotrophin,"6.5: Hypothalamic and pituitary hormones and anti, oestrogens"
"N,N'-Diphenyl-P-Phenylenediamine",0302000U0,Ciclesonide,3.2: Corticosteroids (respiratory)
"N,N'-Diphenyl-P-Phenylenediamine",0802020G0,Ciclosporin,8.2: Drugs affecting the immune response
"N,N'-Diphenyl-P-Phenylenediamine",1108010AA,Ciclosporin,11.8: Miscellaneous ophthalmic preparations
"N,N'-Diphenyl-P-Phenylenediamine",1104020AE,Ciclosporin (Eye Anti Inflammatory),11.4: Corticosteroids and other anti-inflammatory preparations
"N,N'-Diphenyl-P-Phenylenediamine",0103010D0,Cimetidine,1.3: Antisecretory drugs and mucosal protectants
"N,N'-Diphenyl-P-Phenylenediamine",0905012I0,Cinacalcet hydrochloride,9.5: Minerals
"N,N'-Diphenyl-P-Phenylenediamine",0107010G0,Cinchocaine hydrochloride,1.7: Local preparations for anal and rectal disorders
"N,N'-Diphenyl-P-Phenylenediamine",0206040AA,Cinnarizine,"2.6: Nitrates, calcium-channel blockers & other antianginal drugs"
"N,N'-Diphenyl-P-Phenylenediamine",0406000D0,Cinnarizine,4.6: Drugs used in nausea and vertigo
"N,N'-Diphenyl-P-Phenylenediamine",1103010B0,Ciprofloxacin,11.3: Anti-infective eye preparations
"N,N'-Diphenyl-P-Phenylenediamine",1201010AC,Ciprofloxacin,12.1: Drugs acting on the ear
"N,N'-Diphenyl-P-Phenylenediamine",0501120L0,Ciprofloxacin,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",1201020Q0,Ciprofloxacin/Dexameth,12.1: Drugs acting on the ear
"N,N'-Diphenyl-P-Phenylenediamine",1201010AF,Ciprofloxacin/fluocinolone,12.1: Drugs acting on the ear
"N,N'-Diphenyl-P-Phenylenediamine",1201010AE,Ciprofloxain/dexameth,12.1: Drugs acting on the ear
"N,N'-Diphenyl-P-Phenylenediamine",0309020AG,Citric acid monohydrate/ipecacuanha,3.9: Cough preparations
"N,N'-Diphenyl-P-Phenylenediamine",0802040AY,Cladribine (Immunomodulating),8.2: Drugs affecting the immune response
"N,N'-Diphenyl-P-Phenylenediamine",0501050B0,Clarithromycin,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0304010H0,Clemastine fumarate,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
"N,N'-Diphenyl-P-Phenylenediamine",0501060D0,Clindamycin hydrochloride,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",1306010AA,Clindamycin/hydrocortisone,13.6: Acne and rosacea
"N,N'-Diphenyl-P-Phenylenediamine",0702020E0,Clindamycin phosphate,7.2: Treatment of vaginal and vulval conditions
"N,N'-Diphenyl-P-Phenylenediamine",1306010F0,Clindamycin phosphate,13.6: Acne and rosacea
"N,N'-Diphenyl-P-Phenylenediamine",0501060E0,Clindamycin phosphate,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",1306010AB,Clindamycin/tretinoin,13.6: Acne and rosacea
"N,N'-Diphenyl-P-Phenylenediamine",1304000G0,Clobetasol propionate,13.4: Topical corticosteroids
"N,N'-Diphenyl-P-Phenylenediamine",1104010F0,Clobetasone butyrate,11.4: Corticosteroids and other anti-inflammatory preparations
"N,N'-Diphenyl-P-Phenylenediamine",1304000H0,Clobetasone butyrate,13.4: Topical corticosteroids
"N,N'-Diphenyl-P-Phenylenediamine",0501100C0,Clofazimine,5.1: Antibacterial drugs
"N,N'-Diphenyl-P-Phenylenediamine",0605010G0,Clomifene citrate,"6.5: Hypothalamic and pituitary hormones and anti, oestrogens"
"N,N'-Diphenyl-P-Phenylenediamine",0403010F0,Clomipramine hydrochloride,4.3: Antidepressant drugs
"N,N'-Diphenyl-P-Phenylenediamine",0408020D0,Clonazepam,4.8: Antiepileptic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0408010F0,Clonazepam,4.8: Antiepileptic drugs
"N,N'-Diphenyl-P-Phenylenediamine",0407042F0,Clonidine hydrochloride,4.7: Analgesics
"N,N'-Diphenyl-P-Phenylenediamine",0205020E0,Clonidine hydrochloride,2.5: Hypertension and heart failure
"N,N'-Diphenyl-P-Phenylenediamine",0401010C0,Cloral betaine,4.1: Hypnotics and anxiolytics
"N,N'-Diphenyl-P-Phenylenediamine",0402010C0,Clozapine,4.2: Drugs used in psychoses and related disorders
