Drug,InChI Key,SMILES,PubChem CID,ChEMBL ID,ATC Code
Lavandula Angustifolia,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lecithin,JLPULHDHAOZNQI-ZTIMHPMXSA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC,5287971,CHEMBL6329,No ATC Code found
Ledipasvir,VRTWBAAJJOHBQU-KMWAZVGDSA-N,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,67505836,CHEMBL6329,No ATC Code found
Leflunomide,VHOGYURTWQBHIL-UHFFFAOYSA-N,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,3899,CHEMBL6329,No ATC Code found
Lenacapavir,BRYXUCLEHAUSDY-WEWMWRJBSA-N,CC(C)(C#CC1=NC(=C(C=C1)C2=C3C(=C(C=C2)Cl)C(=NN3CC(F)(F)F)NS(=O)(=O)C)C(CC4=CC(=CC(=C4)F)F)NC(=O)CN5C6=C(C7CC7C6(F)F)C(=N5)C(F)(F)F)S(=O)(=O)C,133082658,CHEMBL6329,No ATC Code found
Lenalidomide,GOTYRUGSSMKFNF-UHFFFAOYSA-N,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,216326,CHEMBL6329,No ATC Code found
Lenvatinib,WOSKHXYHFSIKNG-UHFFFAOYSA-N,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,9823820,CHEMBL6329,No ATC Code found
Leonurus Cardiaca,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lepirudin,FIBJDTSHOUXTKV-BRHMIFOHSA-N,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC2C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C3CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC7=CNC=N7)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N9CCCC9C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C,118856773,CHEMBL6329,No ATC Code found
Leptin Methionyl Recombinant Human,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lercanidipine,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,65866,CHEMBL6329,No ATC Code found
Letermovir,FWYSMLBETOMXAG-QHCPKHFHSA-N,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,45138674,CHEMBL6329,No ATC Code found
Letrozole,HPJKCIUCZWXJDR-UHFFFAOYSA-N,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,3902,CHEMBL6329,No ATC Code found
Leucine,ROHFNLRQFUQHCH-YFKPBYRVSA-N,CC(C)CC(C(=O)O)N,6106,CHEMBL6329,No ATC Code found
Leuprorelin,GFIJNRVAKGFPGQ-LIJARHBVSA-N,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,657181,CHEMBL6329,No ATC Code found
Levallorphan,OZYUPQUCAUTOBP-QXAKKESOSA-N,C=CCN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,5359371,CHEMBL6329,No ATC Code found
Levamisole,HLFSDGLLUJUHTE-SNVBAGLBSA-N,C1CSC2=NC(CN21)C3=CC=CC=C3,26879,CHEMBL6329,No ATC Code found
Levetiracetam,HPHUVLMMVZITSG-LURJTMIESA-N,CCC(C(=O)N)N1CCCC1=O,5284583,CHEMBL6329,No ATC Code found
Levisticum Officinale,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Levobunolol,IXHBTMCLRNMKHZ-LBPRGKRZSA-N,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,39468,CHEMBL6329,No ATC Code found
Levobupivacaine,LEBVLXFERQHONN-INIZCTEOSA-N,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,92253,CHEMBL6329,No ATC Code found
Levocabastine,ZCGOMHNNNFPNMX-YHYDXASRSA-N,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,54385,CHEMBL6329,No ATC Code found
Levocarnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C[N+](C)(C)CC(CC(=O)[O-])O,10917,CHEMBL6329,No ATC Code found
Levocetirizine,ZKLPARSLTMPFCP-OAQYLSRUSA-N,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1549000,CHEMBL6329,No ATC Code found
Levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,6047,CHEMBL6329,No ATC Code found
Levofloxacin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,149096,CHEMBL6329,No ATC Code found
Levofolinic Acid,VVIAGPKUTFNRDU-STQMWFEESA-N,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,135398559,CHEMBL6329,No ATC Code found
Levomenthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC1CCC(C(C1)O)C(C)C,16666,CHEMBL6329,No ATC Code found
Levomepromazine,VRQVVMDWGGWHTJ-CQSZACIVSA-N,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,72287,CHEMBL6329,No ATC Code found
Levonorgestrel,WWYNJERNGUHSAO-XUDSTZEESA-N,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,13109,CHEMBL6329,No ATC Code found
Levorphanol,JAQUASYNZVUNQP-USXIJHARSA-N,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,5359272,CHEMBL6329,No ATC Code found
Levosimendan,WHXMKTBCFHIYNQ-SECBINFHSA-N,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,3033825,CHEMBL6329,No ATC Code found
Levothyroxine,XUIIKFGFIJCVMT-LBPRGKRZSA-N,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,5819,CHEMBL6329,No ATC Code found
Lidocaine,NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,3676,CHEMBL6329,No ATC Code found
Lidofenin,DJQJFMSHHYAZJD-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)CN(CC(=O)O)CC(=O)O,42963,CHEMBL6329,No ATC Code found
Lidoflazine,ZBIAKUMOEKILTF-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,3926,CHEMBL6329,No ATC Code found
Linaclotide,KXGCNMMJRFDFNR-WDRJZQOASA-N,CC1C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O)C(=O)NC(CSSCC(C(=O)N3)N)C(=O)NC(C(=O)N5CCCC5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O,16158208,CHEMBL6329,No ATC Code found
Linagliptin,LTXREWYXXSTFRX-QGZVFWFLSA-N,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,10096344,CHEMBL6329,No ATC Code found
Lincomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,3000540,CHEMBL6329,No ATC Code found
Linezolid,TYZROVQLWOKYKF-ZDUSSCGKSA-N,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,441401,CHEMBL6329,No ATC Code found
Linum Usitatissimum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Liothyronine,AUYYCJSJGJYCDS-LBPRGKRZSA-N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,5920,CHEMBL6329,No ATC Code found
Lipase,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lipegfilgrastim,GAQMWPRWVIGRRV-UHFFFAOYSA-N,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,77910626,CHEMBL6329,No ATC Code found
Liquidambar,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Liraglutide,YSDQQAXHVYUZIW-QCIJIYAXSA-N,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O,16134956,CHEMBL6329,No ATC Code found
Lisdexamfetamine,VOBHXZCDAVEXEY-JSGCOSHPSA-N,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,11597698,CHEMBL6329,No ATC Code found
Lisinopril,RLAWWYSOJDYHDC-BZSNNMDCSA-N,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,5362119,CHEMBL6329,No ATC Code found
Lithium,WHXSMMKQMYFTQS-UHFFFAOYSA-N,[Li],3028194,CHEMBL6329,No ATC Code found
Lithospermum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lixisenatide,XVVOERDUTLJJHN-IAEQDCLQSA-N,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC8=CNC=N8)N,90472060,CHEMBL6329,No ATC Code found
Lobelia Inflata,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lobeline,MXYUKLILVYORSK-HBMCJLEFSA-N,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,101616,CHEMBL6329,No ATC Code found
Lodoxamide,RVGLGHVJXCETIO-UHFFFAOYSA-N,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,44564,CHEMBL6329,No ATC Code found
Lofepramine,SAPNXPWPAUFAJU-UHFFFAOYSA-N,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,3947,CHEMBL6329,No ATC Code found
Lofexidine,KSMAGQUYOIHWFS-UHFFFAOYSA-N,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,30668,CHEMBL6329,No ATC Code found
Lolium,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lomefloxacin,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,3948,CHEMBL6329,No ATC Code found
Lomitapide,MBBCVAKAJPKAKM-UHFFFAOYSA-N,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,9853053,CHEMBL6329,No ATC Code found
Lomustine,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,C1CCC(CC1)NC(=O)N(CCCl)N=O,3950,CHEMBL6329,No ATC Code found
Loncastuximab Tesirine,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lonicera,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Loperamide,RDOIQAHITMMDAJ-UHFFFAOYSA-N,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3955,CHEMBL6329,No ATC Code found
Lopinavir,KJHKTHWMRKYKJE-SUGCFTRWSA-N,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,92727,CHEMBL6329,No ATC Code found
Loprazolam,UTEFBSAVJNEPTR-RGEXLXHISA-N,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,3033860,CHEMBL6329,No ATC Code found
Loratadine,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,3957,CHEMBL6329,No ATC Code found
Lorazepam,DIWRORZWFLOCLC-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,3958,CHEMBL6329,No ATC Code found
Lorlatinib,IIXWYSCJSQVBQM-LLVKDONJSA-N,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,71731823,CHEMBL6329,No ATC Code found
Lormetazepam,FJIKWRGCXUCUIG-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,13314,CHEMBL6329,No ATC Code found
Losartan,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,3961,CHEMBL6329,No ATC Code found
Loteprednol,YPZVAYHNBBHPTO-MXRBDKCISA-N,CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O,9865442,CHEMBL6329,No ATC Code found
Lovastatin,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,53232,CHEMBL6329,No ATC Code found
Loxapine,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,3964,CHEMBL6329,No ATC Code found
Lubiprostone,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,157920,CHEMBL6329,No ATC Code found
Lumacaftor,UFSKUSARDNFIRC-UHFFFAOYSA-N,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,16678941,CHEMBL6329,No ATC Code found
Lumefantrine,DYLGFOYVTXJFJP-MYYYXRDXSA-N,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,6437380,CHEMBL6329,No ATC Code found
Lumiracoxib,KHPKQFYUPIUARC-UHFFFAOYSA-N,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,151166,CHEMBL6329,No ATC Code found
Lurasidone,PQXKDMSYBGKCJA-CVTJIBDQSA-N,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,213046,CHEMBL6329,No ATC Code found
Lurbinectedin,YDDMIZRDDREKEP-HWTBNCOESA-N,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,57327016,CHEMBL6329,No ATC Code found
Luspatercept,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Luteinising Hormone,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lutetium (177lu) Oxodotreotide,MXDPZUIOZWKRAA-PRDSJKGBSA-K,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(C(C)O)C(=O)O)O.[Lu+3],76966897,CHEMBL6329,No ATC Code found
Lutetium (Lu-177),No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lutropin Alfa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Lymecycline,PZTCVADFMACKLU-UEPZRUIBSA-N,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O,54707177,CHEMBL6329,No ATC Code found
Lynoestrenol,YNVGQYHLRCDXFQ-XGXHKTLJSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,5857,CHEMBL6329,No ATC Code found
Lysine,KDXKERNSBIXSRK-YFKPBYRVSA-N,C(CCN)CC(C(=O)O)N,5962,CHEMBL6329,No ATC Code found
Lysuride,BKRGVLQUQGGVSM-KBXCAEBGSA-N,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,28864,CHEMBL6329,No ATC Code found
Macitentan,JGCMEBMXRHSZKX-UHFFFAOYSA-N,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,16004692,CHEMBL6329,No ATC Code found
Macrogol,LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,174,CHEMBL6329,No ATC Code found
Macrogol Cetostearyl Ether,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Magaldrate,SPPNVMTVMQOKSC-UHFFFAOYSA-A,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3],122706784,CHEMBL6329,No ATC Code found
Magnesium,FYYHWMGAXLPEAU-UHFFFAOYSA-N,[Mg],5462224,CHEMBL6329,No ATC Code found
Magnesium Carbonate,ZLNQQNXFFQJAID-UHFFFAOYSA-L,C(=O)([O-])[O-].[Mg+2],11029,CHEMBL6329,No ATC Code found
Magnesium Hydroxide,VTHJTEIRLNZDEV-UHFFFAOYSA-L,[OH-].[OH-].[Mg+2],73981,CHEMBL6329,No ATC Code found
Magnesium Oxide,CPLXHLVBOLITMK-UHFFFAOYSA-N,O=[Mg],14792,CHEMBL6329,No ATC Code found
Magnesium Stearate,HQKMJHAJHXVSDF-UHFFFAOYSA-L,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],11177,CHEMBL6329,No ATC Code found
Magnesium Trisilicate,GXGAKHNRMVGRPK-UHFFFAOYSA-N,[O-][Si](=O)O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],5311266,CHEMBL6329,No ATC Code found
Magnolia,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Malathion,JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,4004,CHEMBL6329,No ATC Code found
Malic Acid,BJEPYKJPYRNKOW-UHFFFAOYSA-N,C(C(C(=O)O)O)C(=O)O,525,CHEMBL6329,No ATC Code found
Malpighia,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mamma Copolymer,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mandelic Acid,IWYDHOAUDWTVEP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C(=O)O)O,1292,CHEMBL6329,No ATC Code found
Manganese,PWHULOQIROXLJO-UHFFFAOYSA-N,[Mn],23930,CHEMBL6329,No ATC Code found
Mannitol,FBPFZTCFMRRESA-KVTDHHQDSA-N,C(C(C(C(C(CO)O)O)O)O)O,6251,CHEMBL6329,No ATC Code found
Maprotiline,QSLMDECMDJKHMQ-UHFFFAOYSA-N,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,4011,CHEMBL6329,No ATC Code found
Maraviroc,GSNHKUDZZFZSJB-HLMSNRGBSA-N,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,3002977,CHEMBL6329,No ATC Code found
Maribavir,KJFBVJALEQWJBS-XUXIUFHCSA-N,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl,471161,CHEMBL6329,No ATC Code found
Maris Sal,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Marrubium,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Matricaria,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mavacamten,RLCLASQCAPXVLM-NSHDSACASA-N,CC(C)N1C(=O)C=C(NC1=O)NC(C)C2=CC=CC=C2,117761397,CHEMBL6329,No ATC Code found
Mazindol,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,4020,CHEMBL6329,No ATC Code found
Mebendazole,OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,4030,CHEMBL6329,No ATC Code found
Mebeverine,VYVKHNNGDFVQGA-UHFFFAOYSA-N,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,4031,CHEMBL6329,No ATC Code found
Mebhydrolin,FQQIIPAOSKSOJM-UHFFFAOYSA-N,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,22530,CHEMBL6329,No ATC Code found
Mebrofenin,MHPZZZZLAQGTHT-UHFFFAOYSA-N,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,54158,CHEMBL6329,No ATC Code found
Mecasermin,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Meclozine,OCJYIGYOJCODJL-UHFFFAOYSA-N,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,4034,CHEMBL6329,No ATC Code found
Mecysteine,MCYHPZGUONZRGO-VKHMYHEASA-N,COC(=O)C(CS)N,29145,CHEMBL6329,No ATC Code found
Medazepam,YLCXGBZIZBEVPZ-UHFFFAOYSA-N,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,4041,CHEMBL6329,No ATC Code found
Medium Chain Triglycerides,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
