inchi_key,atc_codes,chembl_id,drug_name
YFAGHNZHGGCZAX-JKIFEVAISA-N,['J01CF01'],CHEMBL893,Dicloxacillin
CURUTKGFNZGFSE-UHFFFAOYSA-N,['A03AA07'],CHEMBL1123,Dicyclomine
BXZVVICBKDXVGW-NKWVEPMBSA-N,['J05AF02'],CHEMBL1460,Didanosine
NFDFQCUYFHCNBW-SCGPFSFSSA-N,"['G03CB01', 'G03CC02']",CHEMBL1018,Dienoestrol
AZFLJNIPTRTECV-FUMNGEBKSA-N,['G03DB08'],CHEMBL1201864,Dienogest
LMBWSYZSUOEYSN-UHFFFAOYSA-M,[],,Diethyldithiocarbamate
XXEPPPIWZFICOJ-UHFFFAOYSA-N,['A08AA03'],CHEMBL1194666,Diethylpropion
RGLYKWWBQGJZGM-ISLYRVAYSA-N,"['G03CB02', 'G03CC05', 'L02AA01']",CHEMBL411,Diethylstilbestrol
FWMNVWWHGCHHJJ-SKKKGAJSSA-N,['V03AX04'],CHEMBL3989915,Difelikefalin
OGPWIDANBSLJPC-RFPWEZLHSA-N,"['D07AC06', 'D07XC04']",CHEMBL509924,Diflucortolone
HUPFGZXOMWLGNK-UHFFFAOYSA-N,['N02BA11'],CHEMBL898,Diflunisal
WDJUZGPOPHTGOT-XUDUSOBPSA-N,['C01AA04'],CHEMBL254219,Digitalis
WDJUZGPOPHTGOT-XUDUSOBPSA-N,['C01AA04'],CHEMBL254219,Digitoxin
LTMHDMANZUZIPE-PUGKRICDSA-N,['C01AA05'],CHEMBL1751,Digoxin
RBOXVHNMENFORY-DNJOTXNNSA-N,"['N02AA08', 'N02AA58']",CHEMBL1595,Dihydrocodeine
LUZRJRNZXALNLM-JGRZULCMSA-N,"['N02CA01', 'N02CA51']",CHEMBL1732,Dihydroergotamine
GZZZSOOGQLOEOB-UHFFFAOYSA-N,['P01AC01'],CHEMBL2103768,Diloxanide
HSUGRBWQSSZJOP-RTWAWAEBSA-N,"['C05AE03', 'C08DB01']",CHEMBL23,Diltiazem
NFLLKCVHYJRNRH-UHFFFAOYSA-N,['R06AA11'],CHEMBL1200406,Dimenhydrinate
MVMQESMQSYOVGV-UHFFFAOYSA-N,"['R06AB03', 'D04AA13']",CHEMBL22108,Dimethindene
LCGLNKUTAGEVQW-UHFFFAOYSA-N,[],CHEMBL119178,Dimethyl Ether
LDCRTTXIJACKKU-ONEGZZNKSA-N,['L04AX07'],CHEMBL2107333,Dimethyl Fumarate
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,"['G04BX13', 'M02AX03']",CHEMBL504,Dimethyl Sulphoxide
CXQXSVUQTKDNFP-UHFFFAOYSA-N,[],CHEMBL2142985,Dimeticone
PXGPLTODNUVGFL-YNNPMVKQSA-N,['G02AD01'],CHEMBL815,Dinoprost
XEYBRNLFEZDVAW-ARSRFYASSA-N,['G02AD02'],CHEMBL548,Dinoprostone
GZSOSUNBTXMUFQ-YFAPSIMESA-N,"['C05CA53', 'C05CA03']",CHEMBL231884,Diosmin
KNBRWWCHBRQLNY-UHFFFAOYSA-N,[],CHEMBL121516,Dipentamethylenethiuram Disulphide
ZZVUWRFHKOJYTH-UHFFFAOYSA-N,"['D04AA32', 'R06AA52', 'R06AA02']",CHEMBL657,Diphenhydramine
HYPPXZBJBPSRLK-UHFFFAOYSA-N,['A07DA01'],CHEMBL1201294,Diphenoxylate
OWQUZNMMYNAXSL-UHFFFAOYSA-N,"['R06AA07', 'R06AA57']",CHEMBL1492,Diphenylpyraline
SVDHSZFEQYXRDC-UHFFFAOYSA-N,[],CHEMBL2111157,Dipipanone
OCUJLLGVOUDECM-UHFFFAOYSA-N,['S01EA02'],CHEMBL1201262,Dipivefrine
IZEKFCXSFNUWAM-UHFFFAOYSA-N,['B01AC07'],CHEMBL932,Dipyridamole
YIMYDTCOUQIDMT-SNAWJCMRSA-N,['L04AX09'],CHEMBL3989944,Diroximel Fumarate
UVTNFZQICZKOEM-UHFFFAOYSA-N,['C01BA03'],CHEMBL517,Disopyramide
UIHYHADQHHUIOF-UHFFFAOYSA-N,[],,Disperse Blue 106
AHZBEVXBKNYXPU-UHFFFAOYSA-N,['N07AA03'],CHEMBL1199307,Distigmine
AUZONCFQVSMFAP-UHFFFAOYSA-N,"['P03AA04', 'P03AA54', 'N07BB01']",CHEMBL964,Disulfiram
NUZWLKWWNNJHPT-UHFFFAOYSA-N,"['D05AC51', 'D05AC01']",CHEMBL46469,Dithranol
AYFVYJQAPQTCCC-UHFFFAOYSA-N,[],CHEMBL30037,Dl-Threonine
JRWZLRBJNMZMFE-UHFFFAOYSA-N,['C01CA07'],CHEMBL926,Dobutamine
ZDZOTLJHXYCWBA-VCVYQWHSSA-N,[],CHEMBL92,Docetaxel
MBMBGCFOFBJSGT-KUBAVDMBSA-N,[],CHEMBL367149,Docosahexaenoic Acid
HNSDLXPSAYFUHK-UHFFFAOYSA-N,[],CHEMBL1477036,Docusate
UKTAZPQNNNJVKR-AKJUYKBHSA-N,[],,Dolasetron
RHWKPHLQXYSBKR-BMIGLBTASA-N,['J05AJ03'],CHEMBL1229211,Dolutegravir
YXUPZGKORWTXID-UHFFFAOYSA-N,['A01AB06'],CHEMBL1187011,Domiphen
FGXWKSZFVQUSTL-UHFFFAOYSA-N,['A03FA03'],CHEMBL219916,Domperidone
ADEBPBSSDYVVLD-UHFFFAOYSA-N,['N06DA02'],CHEMBL502,Donepezil
VYFYYTLLBUKUHU-UHFFFAOYSA-N,['C01CA04'],CHEMBL59,Dopamine
RYBJORHCUPVNMB-UHFFFAOYSA-N,['C01CA14'],CHEMBL77622,Dopexamine
ZIAOVIPSKUPPQW-UHFFFAOYSA-N,['J05AG06'],CHEMBL2364608,Doravirine
AVAACINZEOAHHE-VFZPANTDSA-N,['J01DH04'],CHEMBL491571,Doripenem
IAVUPMFITXYVAF-XPUUQOCRSA-N,['S01EC03'],CHEMBL218490,Dorzolamide
PHTUQLWOUWZIMZ-GZTJUZNOSA-N,['N06AA16'],CHEMBL1492500,Dosulepin
XFDJYSQDBULQSI-UHFFFAOYSA-N,['R07AB01'],CHEMBL1754,Doxapram
RUZYUOTYCVRMRZ-UHFFFAOYSA-N,['C02CA04'],CHEMBL707,Doxazosin
ODQWQRRAPPTVAG-GZTJUZNOSA-N,[],CHEMBL860,Doxepin
AOJJSUZBOXZQNB-TZSSRYMLSA-N,['L01DB01'],CHEMBL53463,Doxorubicin
SGKRLCUYIXIAHR-AKNGSSGZSA-N,[],,Doxycycline
HCFDWZZGGLSKEP-UHFFFAOYSA-N,"['R06AA59', 'R06AA09']",CHEMBL1004,Doxylamine
CYQFCXCEBYINGO-IAGOWNOFSA-N,['A04AD10'],CHEMBL465,Dronabinol
ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,['C01BD07'],CHEMBL184412,Dronedarone
RMEDXOLNCUSCGS-UHFFFAOYSA-N,['N05AD08'],CHEMBL1108,Droperidol
METQSPRSQINEEU-HXCATZOESA-N,['G03AC10'],CHEMBL1509,Drospirenone
IKXILDNPCZPPRV-RFMGOVQKSA-N,[],CHEMBL1582,Drostanolone
HPNPLWNTQBSMAJ-FBXRENMFSA-N,[],,Dulaglutide
ZEUITGRIYCTCEM-KRWDZBQOSA-N,['N06AX21'],CHEMBL1175,Duloxetine
JWJOTENAMICLJG-QWBYCMEYSA-N,['G04CB02'],CHEMBL1200969,Dutasteride
SJVQHLPISAIATJ-ZDUSSCGKSA-N,['L01EM04'],CHEMBL3039502,Duvelisib
JGMOKGBVKVMRFX-HQZYFCCVSA-N,['G03DB01'],CHEMBL1200853,Dydrogesterone
MJJALKDDGIKVBE-UHFFFAOYSA-N,['R06AX22'],CHEMBL305660,Ebastine
LEZWWPYKPKIXLL-UHFFFAOYSA-N,"['D01AC03', 'G01AF05']",CHEMBL808,Econazole
BJOLKYGKSZKIGU-UHFFFAOYSA-N,['S01EB03'],CHEMBL1201341,Ecothiopate
KCXVZYZYPLLWCC-UHFFFAOYSA-N,[],CHEMBL858,Edetic Acid
RZHKDBRREKOZEW-AAXZNHDCSA-N,[],CHEMBL408350,Edotreotide
HGVDHZBSSITLCT-JLJPHGGASA-N,['B01AF03'],CHEMBL1269025,Edoxaban
VWLHWLSRQJQWRG-UHFFFAOYSA-O,['V04CX07'],CHEMBL1104,Edrophonium
XPOQHMRABVBWPR-ZDUSSCGKSA-N,['J05AG03'],CHEMBL223228,Efavirenz
VLCYCQAOQCDTCN-UHFFFAOYSA-N,"['D11AX16', 'P01CX03']",CHEMBL830,Eflornithine
JAZBEHYOTPTENJ-JLNKQSITSA-N,[],CHEMBL460026,Eicosapentaenoic Acid
SIFNOOUKXBRGGB-AREMUKBSSA-N,[],CHEMBL4297509,Elacestrant
BVAZQCUMNICBAQ-PZHYSIFUSA-N,['J05AP10'],CHEMBL3039514,Elbasvir
PWVXXGRKLHYWKM-LJQANCHMSA-N,['N02CC06'],CHEMBL1510,Eletriptan
MVRHVFSOIWFBTE-INIZCTEOSA-N,[],CHEMBL4298128,Elexacaftor
FJZZPCZKBUKGGU-AUSIDOKSSA-N,['A16AX10'],CHEMBL2110588,Eliglustat
SVOQIEJWJCQGDQ-UHFFFAOYSA-N,[],,Eltrombopag
QFNHIDANIVGXPE-FNZWTVRRSA-N,['A07DA06'],CHEMBL2159122,Eluxadoline
JUZYLCPPVHEVSV-LJQANCHMSA-N,['J05AJ02'],CHEMBL204656,Elvitegravir
KBUZBQVCBVDWKX-UHFFFAOYSA-N,['S01GX06'],CHEMBL594,Emedastine
JEJBJBKVPOWOQK-UHFFFAOYSA-N,"['N05CX05', 'G04BD01']",CHEMBL2110805,Emepronium
OBWASQILIWPZMG-QZMOQZSNSA-N,['A10BK03'],CHEMBL2107830,Empagliflozin
XQSPYNMVSIKCOC-NTSWFWBYSA-N,['J05AF09'],CHEMBL885,Emtricitabine
GBXSMTUPTTWBMN-XIRDDKMYSA-N,['C09AA02'],CHEMBL578,Enalapril
JJJFUHOGVZWXNQ-UHFFFAOYSA-N,[],CHEMBL2104251,Enbucrilate
CMJCXYNUCSMDBY-ZDUSSCGKSA-N,['L01EC03'],CHEMBL3301612,Encorafenib
JPGQOUSTVILISH-UHFFFAOYSA-N,['N01AB04'],CHEMBL1257,Enflurane
PEASPLKKXBYDKL-FXEVSJAOSA-N,['J05AX07'],CHEMBL525076,Enfuvirtide
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,['J01MA04'],CHEMBL826,Enoxacin
HTTJABKRGRZYRN-UHFFFAOYSA-N,[],,Enoxaparin
ZJKNESGOIKRXQY-UHFFFAOYSA-N,['C01CE03'],CHEMBL249856,Enoximone
MPDGHEJMBKOTSU-YKLVYJNSSA-N,['D03AX10'],CHEMBL230006,Enoxolone
JRURYQJSLYLRLN-BJMVGYQFSA-N,['N04BX02'],CHEMBL953,Entacapone
QDGZDCVAUDNJFG-FXQIFTODSA-N,[],CHEMBL713,Entecavir
HAYYBYPASCDWEQ-UHFFFAOYSA-N,['L01EX14'],CHEMBL1983268,Entrectinib
WXCXUHSOUPDCQV-UHFFFAOYSA-N,['L02BB04'],CHEMBL1082407,Enzalutamide
FBKMWOJEPMPVTQ-UHFFFAOYSA-N,['L01XX58'],CHEMBL3545369,Epacadostat
KWGRBVOPPLSCSI-WPRPVWTQSA-N,"['C01CA26', 'R01AB05', 'A08AA56', 'R01AA03', 'S01FB02']",CHEMBL211456,Ephedrine
UCTWMZQNUQWSLP-VIFPVBQESA-N,"['R03AA01', 'S01EA51', 'R01AA14', 'B02BC09', 'S01EA01', 'A01AD01', 'C01CA24', 'R03AK01']",CHEMBL679,Epinephrine
AOJJSUZBOXZQNB-VTZDEGQISA-N,['L01DB03'],CHEMBL417,Epirubicin
JUKPWJGBANNWMW-VWBFHTRKSA-N,['C03DA04'],CHEMBL1095097,Eplerenone
KAQKFAOMNZTLHT-OZUDYXHBSA-N,['B01AC09'],CHEMBL1139,Epoprostenol
OROAFUQRIXKEMV-LDADJPATSA-N,['C09CA02'],CHEMBL813,Eprosartan
CZKPOZZJODAYPZ-LROMGURASA-N,['B01AC16'],CHEMBL1174,Eptifibatide
AKLMFDDQCHURPW-ISIOAQNYSA-N,[],CHEMBL4597183,Eravacycline
QGFORSXNKQLDNO-UHFFFAOYSA-N,['R05CB15'],CHEMBL1697744,Erdosteine
WVVSZNPYNCNODU-XTQGRXLLSA-N,['G02AB03'],CHEMBL119443,Ergometrine
XCGSFFUVFURLIX-VFGNJEKYSA-N,"['N02CA72', 'N02CA02', 'N02CA52']",CHEMBL442,Ergotamine
UFNVPOGXISZXJD-JBQZKEIOSA-N,['L01XX41'],CHEMBL1683590,Eribulin
AAKJLRGGTJKAMG-UHFFFAOYSA-N,['L01EB02'],CHEMBL553,Erlotinib
JUZNIMUFDBIJCM-ANEDZVCMSA-N,['J01DH03'],CHEMBL1359,Ertapenem
MCIACXAZCBVDEE-CUUWFGFTSA-N,['A10BK04'],CHEMBL1770248,Ertugliflozin
ULGZDMOVFRHVEP-RWJQBGPGSA-N,"['S01AA17', 'J01FA01', 'D10AF02', 'D10AF52']",CHEMBL532,Erythromycin
OXCMYAYHXIHQOA-UHFFFAOYSA-N,[],CHEMBL995,Erythropoietin
RAGZEDHHTPQLAI-UHFFFAOYSA-L,[],,Erythrosine
WSEQXVZVJXJVFP-FQEVSTJZSA-N,['N06AB10'],CHEMBL1508,Escitalopram
BMPDWHIDQYTSHX-AWEZNQCLSA-N,['N03AF04'],CHEMBL315985,Eslicarbazepine
AQNDDEOPVVGCPG-UHFFFAOYSA-N,['C07AB09'],CHEMBL768,Esmolol
SUBDBMMJDZJVOS-DEOSSOPVSA-N,['A02BC05'],CHEMBL1201320,Esomeprazole
AJIPIJNNOJSSQC-NYLIRDPKSA-N,[],CHEMBL1230314,Estetrol
VOXZDWNPVJITMN-ZBRFXRBCSA-N,['G03CA03'],CHEMBL135,Estradiol
FRPJXPJMRWBBIH-RBRWEJTLSA-N,['L01XX11'],CHEMBL1575,Estramustine
VOXZDWNPVJITMN-ZBRFXRBCSA-N,['G03CA03'],CHEMBL135,Estrogen
DNXHEGUUPJUMQT-CBZIJGRNSA-N,"['G03CC04', 'G03CA07']",CHEMBL1405,Estrone
HZEQBCVBILBTEP-ZFINNJDLSA-N,[],CHEMBL1200980,Estropipate
ANIAZGVDEUQPRI-ZJQCGQFWSA-N,['H05BX04'],CHEMBL3545184,Etelcalcetide
AVOLMBLBETYQHX-UHFFFAOYSA-N,['C03CC01'],CHEMBL456,Ethacrynic Acid
AEUTYOVWOVBAKS-UWVGGRQHSA-N,['J04AK02'],CHEMBL44884,Ethambutol
BQJODPIMMWWMFC-UHFFFAOYSA-N,['R07AB04'],CHEMBL1229908,Ethamivan
HBGOLJKPSFNJSD-UHFFFAOYSA-N,['B02BX01'],CHEMBL1514715,Ethamsylate
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,"['D08AX08', 'V03AB16', 'V03AZ01']",CHEMBL545,Ethanol
HZAXFHJVJLSVMW-UHFFFAOYSA-N,['C05BB01'],CHEMBL104943,Ethanolamine
RTZKZFJDLAIYFH-UHFFFAOYSA-N,['N01AA01'],CHEMBL16264,Ether
BFPYWIDHMRZLRN-SLHNCBLASA-N,"['L02AA03', 'G03CA01']",CHEMBL691,Ethinylestradiol
AEOCXXJPGCBFJA-UHFFFAOYSA-N,['J04AD03'],CHEMBL1441,Ethionamide
UMILHIMHKXVDGH-UHFFFAOYSA-N,['L01AG01'],CHEMBL460287,Ethoglucid
WGJHHMKQBWSQIY-UHFFFAOYSA-N,[],CHEMBL170797,Ethoheptazine
HAPOVYFOVVWLRS-UHFFFAOYSA-N,"['N03AD51', 'N03AD01']",CHEMBL696,Ethosuximide
HRYZWHHZPQKTII-UHFFFAOYSA-N,['N01BX01'],CHEMBL46058,Ethyl Chloride
XBLVHTDFJBKJLG-UHFFFAOYSA-N,[],CHEMBL2251611,Ethyl Nicotinate
GYCKQBWUSACYIF-UHFFFAOYSA-N,[],CHEMBL2251610,Ethyl Salicylate
PIICEJLVQHRZGT-UHFFFAOYSA-N,[],CHEMBL816,Ethylenediamine
OGDVEMNWJVYAJL-LEPYJNQMSA-N,"['S01XA06', 'R05DA01']",CHEMBL1712170,Ethylmorphine
JYILPERKVHXLNF-QMNUTNMBSA-N,[],CHEMBL1201406,Ethynodiol
VMZUTJCNQWMAGF-UHFFFAOYSA-N,['N05BA19'],CHEMBL1289779,Etizolam
NNYBQONXHNTVIJ-UHFFFAOYSA-N,['M01AB08'],CHEMBL622,Etodolac
XILVEPYQJIOVNB-UHFFFAOYSA-N,['M02AA06'],CHEMBL1451633,Etofenamate
NPUKDXXFDDZOKR-LLVKDONJSA-N,['N01AX07'],CHEMBL681,Etomidate
GCKFUYQCUCGESZ-BPIQYHPVSA-N,['G03AC08'],CHEMBL1531,Etonogestrel
VJJPUSNTGOMMGY-MRVIYFEKSA-N,['L01CB01'],CHEMBL44657,Etoposide
MNJVRJDLRVPLFE-UHFFFAOYSA-N,['M01AH05'],CHEMBL416146,Etoricoxib
PYGWGZALEOIKDF-UHFFFAOYSA-N,['J05AG04'],CHEMBL308954,Etravirine
HQMNCQVAMBCHCO-DJRRULDNSA-N,['D05BB01'],CHEMBL464,Etretinate
IQSHMXAZFHORGY-UHFFFAOYSA-N,[],,Eudragits
RRAFCDWBNXTKKO-UHFFFAOYSA-N,[],CHEMBL42710,Eugenol
HKVAMNSJSFKALM-GKUWKFKPSA-N,"['L01EG02', 'L04AA18']",CHEMBL1908360,Everolimus
BPNZYADGDZPRTK-UDUYQYQQSA-N,[],CHEMBL1615781,Exametazime
BFYIZQONLCFLEV-DAELLWKTSA-N,['L02BG06'],CHEMBL1200374,Exemestane
HTQBXNHDCUEHJF-XWLPCZSASA-N,['A10BJ01'],CHEMBL414357,Exenatide
OLNTVTPDXPETLC-XPWALMASSA-N,['C10AX09'],CHEMBL1138,Ezetimibe
AGVAZMGAQJOSFJ-UHFFFAOYSA-M,[],,Factor Ii
GGXKWVWZWMLJEH-UHFFFAOYSA-N,"['J05AB09', 'S01AD07']",CHEMBL880,Famciclovir
XUFQPHANEAPEMJ-UHFFFAOYSA-N,"['A02BA03', 'A02BA53']",CHEMBL902,Famotidine
NUKYPUAOHBNCPY-UHFFFAOYSA-N,['N07XX07'],CHEMBL284348,Fampridine
RZSYLLSAWYUBPE-UHFFFAOYSA-L,[],CHEMBL3188843,Fast Green Fcf
BQSJTQLCZDPROO-UHFFFAOYSA-N,['M04AA03'],CHEMBL1164729,Febuxostat
JOOXLOJCABQBSG-UHFFFAOYSA-N,['L01EJ02'],CHEMBL1287853,Fedratinib
WKGXYQFOCVYPAC-UHFFFAOYSA-N,['N03AX10'],CHEMBL1094,Felbamate
QRZAKQDHEVVFRX-UHFFFAOYSA-N,['M02AA08'],CHEMBL413965,Felbinac
RZTAMFZIAATZDJ-UHFFFAOYSA-N,['C08CA02'],CHEMBL1480,Felodipine
SFKQVVDKFKYTNA-DZCXQCEKSA-N,[],CHEMBL3185126,Felypressin
ZPAKPRAICRBAOD-UHFFFAOYSA-N,['M01AE05'],CHEMBL277522,Fenbufen
DBGIVFWFUFKIQN-UHFFFAOYSA-N,"['N03AX26', 'A08AA02']",CHEMBL87493,Fenfluramine
YMTINGFKWWXKFG-UHFFFAOYSA-N,['C10AB05'],CHEMBL672,Fenofibrate
RDJGLLICXDHJDY-UHFFFAOYSA-N,['M01AE04'],CHEMBL1297,Fenoprofen
PJMPHNIQZUBGLI-UHFFFAOYSA-N,"['N02AB03', 'N01AH01', 'N01AH51']",CHEMBL596,Fentanyl
ZCJYUTQZBAIHBS-UHFFFAOYSA-N,"['D01AC12', 'G01AF12']",CHEMBL1651990,Fenticonazole
RBBWCVQDXDFISW-UHFFFAOYSA-N,"['M02AA16', 'M01AX18', 'M01AX68']",CHEMBL1452696,Feprazone
MFBBZTDYOYZJGB-UHFFFAOYSA-L,[],,Ferric Carboxymaltose
JTQTXQSGPZRXJF-DOJSGGEQSA-N,[],,Ferric Derisomaltose
DCCSDBARQIPTGU-HSZRJFAPSA-N,['G04BD11'],CHEMBL1201764,Fesoterodine
RWTNPBWLLIMQHL-UHFFFAOYSA-N,['R06AX26'],CHEMBL914,Fexofenadine
PPSNFPASKFYPMN-SECBINFHSA-N,['G02CX06'],CHEMBL3608680,Fezolinetant
ZVGNESXIJDCBKN-UUEYKCAUSA-N,['A07AA12'],CHEMBL1255800,Fidaxomicin
RIJLVEAXPNLDTC-UHFFFAOYSA-N,['L04AA45'],CHEMBL3301607,Filgotinib
DBEPLOCGEIEOCV-WSBQPABSSA-N,"['G04CB01', 'D11AX10']",CHEMBL710,Finasteride
KKGQTZUTZRNORY-UHFFFAOYSA-N,['L04AA27'],CHEMBL314854,Fingolimod
SPIUTQOUKAMGCX-UHFFFAOYSA-N,['G04BD02'],CHEMBL1493,Flavoxate
DJBNUMBKLMJRSA-UHFFFAOYSA-N,['C01BC04'],CHEMBL652,Flecainide
UYGONJYYUKVHDD-UHFFFAOYSA-N,['C01DB01'],CHEMBL1908307,Flosequinan
CPEUVMUXAHMANV-UHFFFAOYSA-N,['P02CA05'],CHEMBL1454946,Flubendazole
NJNWEGFJCGYWQT-VSXGLTOVSA-N,[],CHEMBL461332,Fluclorolone Acetonide
UIOFUWFRIANQPC-JKIFEVAISA-N,['J01CF05'],CHEMBL222645,Flucloxacillin
RFHAOTPXVQNOHP-UHFFFAOYSA-N,"['J02AC01', 'D01AC15']",CHEMBL106,Fluconazole
XRECTZIEBJDKEO-UHFFFAOYSA-N,"['J02AX01', 'D01AE21']",CHEMBL1463,Flucytosine
HBUBKKRHXORPQB-FJFJXFQQSA-N,[],CHEMBL1568,Fludarabine
AAXVEMMRQDVLJB-BULBTXNYSA-N,[],CHEMBL1201388,Fludrocortisone
LPEPZBJOKDYZAD-UHFFFAOYSA-N,['M01AG03'],CHEMBL23588,Flufenamic Acid
OFBIFZUFASYYRE-UHFFFAOYSA-N,['V03AB25'],CHEMBL407,Flumazenil
WXURHACBFYSXBI-GQKYHHCASA-N,"['D07AB03', 'D07XB01']",CHEMBL1201392,Flumethasone
SMANXXCATUTDDT-QPJJXVBHSA-N,['N07CA03'],CHEMBL30008,Flunarizine
XSFJVAJPIHIPKU-XWCQMRHXSA-N,"['R01AD04', 'R03BA03']",CHEMBL1512,Flunisolide
PPTYJKAXVCCBDU-UHFFFAOYSA-N,['N05CD03'],CHEMBL13280,Flunitrazepam
UUOUOERPONYGOS-CLCRDYEYSA-N,[],CHEMBL1201390,Fluocinolone
WJOHZNCJWYWUJD-IUGZLZTKSA-N,"['C05AA11', 'D07AC08']",CHEMBL1501,Fluocinonide
GAKMQHDJQHZUTJ-ULHLPKEOSA-N,"['D07AC05', 'H02AB03', 'C05AA08', 'D07XC05']",CHEMBL251634,Fluocortolone
GNBHRKFJIUUOQI-UHFFFAOYSA-N,[],CHEMBL1057,Fluorescein
KRHYYFGTRYWZRS-BJUDXGSMSA-N,[],CHEMBL1909275,Fluorine-18
FAOZLTXFLGPHNG-KNAQIMQKSA-N,"['S01BA07', 'D07XB04', 'D07AB06', 'D10AA01', 'S01CB05', 'C05AA06']",CHEMBL1200600,Fluorometholone
GHASVSINZRGABV-UHFFFAOYSA-N,"['L01BC02', 'L01BC52']",CHEMBL185,Fluorouracil
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,['N06AB03'],CHEMBL41,Fluoxetine
NJMYODHXAKYRHW-BLLMUTORSA-N,[],CHEMBL42055,Flupenthixol
PLDUPXSUYLZYBN-UHFFFAOYSA-N,['N05AB02'],CHEMBL726,Fluphenazine
JUUFBMODXQKSTD-UHFFFAOYSA-N,['N02BG07'],CHEMBL255044,Flupirtine
POPFMWWJOGLOIF-XWCQMRHXSA-N,['D07AC07'],CHEMBL1201012,Flurandrenolone
SAADBVWGJQAEFS-UHFFFAOYSA-N,['N05CD01'],CHEMBL968,Flurazepam
SYTBZMRGLBWNTM-UHFFFAOYSA-N,"['M02AA19', 'S01BC04', 'M01AE09', 'R02AX01']",CHEMBL563,Flurbiprofen
QOYHHIBFXOOADH-UHFFFAOYSA-N,['N05AG01'],CHEMBL46516,Fluspirilene
MKXKFYHWDHIYRV-UHFFFAOYSA-N,['L02BB01'],CHEMBL806,Flutamide
MGNNYOODZCAHBA-GQKYHHCASA-N,[],CHEMBL1201396,Fluticasone
FJLGEFLZQAZZCD-MCBHFWOFSA-N,[],CHEMBL1078,Fluvastatin
CJOFXWAVKWHTFT-XSFVSMFZSA-N,['N06AB08'],CHEMBL814,Fluvoxamine
OVBPIULPVIDEAO-LBPRGKRZSA-N,"['V04CX02', 'B03BB01', 'B03BB51']",CHEMBL1622,Folic Acid
ZDRRIRUAESZNIH-UHFFFAOYSA-N,[],,Follicle Stimulating Hormone
RIKMMFOAQPJVMX-UHFFFAOYSA-N,['V03AB34'],CHEMBL1308,Fomepizole
KANJSNBRCNMZMV-ABRZTLGGSA-N,['B01AX05'],CHEMBL1201202,Fondaparinux
WSFSSNUMVMOOMR-UHFFFAOYSA-N,[],CHEMBL1255,Formaldehyde
OSVMTWJCGUFAOD-KZQROQTASA-N,['L02BG02'],CHEMBL132530,Formestane
BPZSYCZIITTYBL-UHFFFAOYSA-N,"['R03AC13', 'R03CC15']",CHEMBL1256786,Formoterol
MLBVMOWEQCZNCC-OEMFJLHTSA-N,['J05AE07'],CHEMBL1664,Fosamprenavir
BARDROPHSZEBKC-OITMNORJSA-N,[],CHEMBL1199324,Fosaprepitant
ZJAOAACCNHFJAH-UHFFFAOYSA-N,['J05AD01'],CHEMBL666,Foscarnet
YMDXZJFXQJVXBF-STHAYSLISA-N,"['S02AA17', 'J01XX01']",CHEMBL1757,Fosfomycin
BIDNLKIUORFRQP-FKDWWROVSA-N,[],CHEMBL3306578,Fosinopril
HZIYEEMJNBKMJH-UHFFFAOYSA-N,[],CHEMBL3989917,Fosnetupitant
XWLUWCNOOVRFPX-UHFFFAOYSA-N,['N03AB05'],CHEMBL1201336,Fosphenytoin
GKDRMWXFWHEQQT-UHFFFAOYSA-N,['B02BX09'],CHEMBL2103830,Fostamatinib
SWMDAPWAQQTBOG-UHFFFAOYSA-N,['J05AX29'],CHEMBL3301594,Fostemsavir
PGBHMTALBVVCIT-VCIWKGPPSA-N,"['R01AX08', 'D09AA01', 'S01AA07']",CHEMBL184618,Framycetin
XPSQPHWEGNHMSK-SECBINFHSA-N,['N02CC07'],CHEMBL1279,Frovatriptan
VWUXBMIQPBEWFH-WCCTWKNTSA-N,['L02BA03'],CHEMBL1358,Fulvestrant
PLHJDBGFXBMTGZ-WEVVVXLNSA-N,['G01AX06'],CHEMBL1103,Furazolidone
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,['C03CA01'],CHEMBL35,Furosemide
MIZMDSVSLSIMSC-OGLSAIDSSA-N,[],,Fusafungine
IECPWNUMDGFDKC-MZJAQBGESA-N,"['J01XC01', 'S01AA13', 'D06AX01', 'D09AA02']",CHEMBL374975,Fusidic Acid
UGJMXCAKCUNAIE-UHFFFAOYSA-N,['N02BF01'],CHEMBL940,Gabapentin
MXZROTBGJUUXID-UHFFFAOYSA-K,[],,Gadobenic Acid
ZPDFIIGFYAHNSK-CTHHTMFSSA-K,[],,Gadobutrol
HZHFFEYYPYZMNU-UHFFFAOYSA-K,[],,Gadodiamide
ZSDLYSDDELEVDD-UFTMZEDQSA-K,[],,Gadofosveset
IZOOGPBRAOKZFK-UHFFFAOYSA-K,[],,Gadopentetic Acid
GFSTXYOTEVLASN-UHFFFAOYSA-K,[],,Gadoteric Acid
DPNNNPAKRZOSMO-UHFFFAOYSA-K,[],,Gadoteridol
PCZHWPSNPWAQNF-LMOVPXPDSA-K,[],,Gadoxetic Acid
