Log P_Xlogp3,bond_chiral_undef,Isotope_Atom,Count_Hydrogen Bond Donor,charge,Count_Rotatable Bond,Count_Hydrogen Bond Acceptor,atom_chiral_undef,cid,Mass_Exact,Molecular Weight_N/A,bond_chiral_def,Heavy_Atom,atom_chiral_def,Compound Complexity_N/A,Covalent_Unit,Topological_Polar Surface Area,Weight_Monoisotopic
5.6,0,0,0,0,3,6,0,8447,331.95703296,332.5,0,20,0,311,1,133,331.95703296
1.5,0,0,0,0,2,2,2,23623795,265.88772,265.93,0,10,0,208,1,47.6,263.88977
2.4,0,0,1,0,0,2,0,697993,166.98634151,167.3,0,10,0,158,1,69.4,166.98634151
0.9,0,0,3,0,4,6,0,441300,286.15420922,286.33,0,21,2,414,1,102,286.15420922
3.8,0,0,1,0,7,9,0,46220502,506.27179938,506.6,0,37,0,723,1,75,506.27179938
4.6,0,0,1,0,1,2,0,132971,349.240564612,349.5,0,26,6,636,1,33.1,349.240564612
1.7,0,0,2,0,6,6,0,78323835,323.14159610,323.42,0,22,0,474,1,99.4,323.14159610
3,0,0,2,0,4,6,0,71226662,465.19132300,465.5,0,35,1,845,1,119,465.19132300
-1.2,0,0,2,0,4,4,0,71158,181.04087901,181.21,0,11,0,215,1,91.9,181.04087901
-8.5,0,0,14,0,9,19,1,41774,645.24801352,645.6,0,44,18,962,1,321,645.24801352
1.7,0,0,3,0,10,5,1,1978,336.20490738,336.4,0,24,0,400,1,87.7,336.20490738
4.3,0,0,2,0,7,5,0,71771,353.0221633,354.2,0,23,0,411,1,75.6,353.0221633
4.2,0,0,1,0,7,6,0,1981,415.0822650,415.8,0,29,0,620,1,94.8,415.0822650
N/A,0,0,22,0,16,54,0,76959346,2508.1557816,2508.6,0,178,0,412,15,934,2507.1524268
-0.3,0,0,2,0,2,7,0,1986,221.98813241,222.3,0,13,0,297,1,152,221.98813241
-0.2,0,0,1,0,0,2,0,176,60.021129366,60.05,0,4,0,31,1,37.3,60.021129366
2.4,0,0,2,0,4,4,0,1989,324.11437830,324.4,0,22,0,498,1,101,324.11437830
0.2,0,0,0,1,4,2,0,187,146.118103753,146.21,0,10,0,115,1,26.3,146.118103753
0.4,0,0,3,0,3,4,0,12035,163.03031432,163.20,0,10,1,148,1,67.4,163.03031432
-1,0,0,1,0,1,4,0,5310993,154.03784206,154.12,0,11,0,162,1,75.7,154.03784206
6.1,0,0,1,0,6,3,0,5284513,326.18819469,326.4,4,24,0,539,1,46.5,326.18819469
4.7,0,0,1,1,10,6,0,11434515,484.16162579,484.7,0,33,1,647,1,112,484.16162579
1.6,0,0,1,0,6,4,0,5284514,348.183778013,348.4,2,26,0,514,1,53.4,348.183778013
0.6,0,0,1,0,3,5,0,287180,294.10044231,294.30,0,22,0,482,1,70.5,294.10044231
-1.9,0,0,3,0,4,5,0,135398513,225.08618923,225.20,0,16,0,308,1,115,225.08618923
7.7,0,0,1,0,4,3,0,60164,412.20384475,412.5,0,31,0,644,1,46.5,412.20384475
-2,0,0,3,0,5,8,0,60172,273.06269088,273.19,0,18,0,327,1,136,273.06269088
-0.1,0,0,2,0,0,4,0,190,135.05449518,135.13,0,10,0,127,1,80.5,135.05449518
-1.1,0,0,4,0,2,8,0,60961,267.09675391,267.24,0,19,4,335,1,140,267.09675391
2.7,0,0,2,0,10,9,1,441397,465.15697138,465.5,0,32,4,756,1,163,465.15697138
-1,0,0,2,0,4,3,1,2284,213.0556563,213.66,0,14,0,191,1,63.3,213.0556563
3.8,0,0,0,0,6,12,0,124081896,571.12247758,571.6,0,40,2,1090,1,123,571.12247758
2.2,0,0,4,0,7,8,0,54585,357.09608521,357.32,0,26,0,545,1,149,357.09608521
1.2,0,0,2,0,8,6,1,54766,367.21072103,367.4,0,26,0,446,1,91.3,367.21072103
1.2,0,0,1,0,8,5,0,16229,385.21138974,385.5,0,28,0,554,1,81.9,385.21138974
-0.5,0,0,1,0,5,7,0,44205240,371.11644398,371.4,0,26,0,678,1,129,371.11644398
N/A,0,0,0,0,0,0,0,5355457,137.905247,137.33,0,1,0,0,1,0,137.905247
6.1,0,0,2,0,7,4,0,154257,470.25694295,470.6,0,35,0,623,1,57.9,470.25694295
2.7,0,0,3,0,15,14,0,9854073,835.37790549,835.9,0,60,11,1690,1,202,835.37790549
3.4,0,0,2,0,8,4,0,54746,451.29472544,451.6,0,33,3,713,1,71.7,451.29472544
2.1,0,0,2,0,3,8,0,54713659,405.11362698,405.4,0,29,2,814,1,99.2,405.11362698
5.4,0,0,2,0,8,7,0,25102847,501.16999904,501.5,0,37,0,795,1,98.8,501.16999904
-0.1,0,0,0,0,0,3,0,2519,194.08037557,194.19,0,14,0,293,1,58.4,194.08037557
4.3,0,0,3,0,5,3,0,5288783,412.29774513,412.6,3,30,7,743,1,60.7,412.29774513
-16.6,0,0,52,0,99,55,34,16129616,3430.7166627,3431.9,0,239,0,7970,1,1560,3429.7133079
N/A,0,0,0,0,0,0,0,5460341,39.9625908,40.08,0,1,0,0,1,0,39.9625908
N/A,0,0,0,0,0,2,0,84512,77.9593972,78.07,0,3,0,0,3,0,77.9593972
8.3,0,0,2,0,1,2,11,260656,442.381080833,442.7,0,32,0,801,1,40.5,442.381080833
3.3,0,0,0,0,0,0,2,6616,136.125200510,136.23,0,10,0,176,1,0,136.125200510
2.2,0,0,0,0,0,1,2,2537,152.120115130,152.23,0,11,0,217,1,17.1,152.120115130
1,0,0,1,0,1,5,0,24360,348.11100700,348.4,0,26,1,742,1,79.7,348.11100700
3.2,0,0,4,0,5,7,0,24812758,444.14067323,444.5,0,31,5,574,1,118,444.14067323
4.1,0,0,2,0,7,7,0,2541,440.15968852,440.5,0,33,0,660,1,119,440.15968852
-1,0,0,7,0,15,21,0,9854012,774.9483145,776.4,0,44,4,1140,1,307,774.9483145
6.5,0,0,2,0,6,2,0,644019,314.224580195,314.5,0,23,2,414,1,40.5,314.224580195
1.9,0,0,2,0,3,4,0,656615,358.21440943,358.5,0,26,6,707,1,74.6,358.21440943
0.6,0,0,3,0,7,7,0,60953,359.14926359,359.35,0,25,4,582,1,121,359.14926359
N/A,0,0,27,0,19,23,0,3000502,1320.69839421,1321.4,2,93,12,2470,2,737,1320.69839421
3.6,0,0,2,0,9,3,0,1548943,305.19909372,305.4,1,22,0,341,1,58.6,305.19909372
0.3,0,0,2,0,3,4,0,44093,217.07726451,217.29,0,14,2,244,1,58.6,217.07726451
N/A,0,0,1,0,4,3,0,5831,182.0822054,182.65,0,11,0,117,2,52.3,182.0822054
2.5,0,0,1,0,0,1,0,2554,236.094963011,236.27,0,18,0,326,1,46.3,236.094963011
2.4,0,0,1,0,2,2,0,6129,201.078978594,201.22,0,15,0,230,1,38.3,201.078978594
1.1,0,0,3,0,5,7,1,20824,378.08855747,378.4,0,26,3,645,1,149,378.08855747
6.4,0,0,2,0,6,7,0,636403,570.35565393,570.8,0,41,9,1200,1,118,570.35565393
-1.1,0,0,10,0,18,13,0,16681432,987.48478785,988.2,0,69,8,1850,1,388,987.48478785
-2.2,0,0,5,0,4,6,0,34359,226.09535693,226.23,0,16,1,261,1,116,226.09535693
0.7,0,0,0,0,2,3,0,31072,186.04629874,186.23,0,12,0,240,1,64.9,186.04629874
2.9,0,0,0,0,6,3,1,2564,290.1185909,290.79,0,20,0,267,1,25.4,290.1185909
-3.1,0,0,3,0,5,6,0,193653,179.02522894,179.20,0,11,1,161,1,126,179.02522894
0.6,0,0,0,0,0,0,0,5462310,12,12.011,0,1,0,0,1,0,12
0.9,0,0,0,0,0,2,0,280,43.989829239,44.009,0,3,0,18.3,1,34.1,43.989829239
N/A,0,0,4,0,0,6,0,426756,371.044501,371.25,0,13,0,177,4,76.6,371.044501
2.9,0,0,4,0,12,5,0,5281075,368.25627424,368.5,2,26,5,473,1,98,368.25627424
-0.1,0,0,5,0,5,4,1,36976,267.15829154,267.32,0,19,0,304,1,108,267.15829154
3,0,0,2,0,7,7,1,33672,454.11985760,454.5,0,32,3,774,1,138,454.11985760
4.7,0,0,4,0,20,8,0,11556711,719.42579917,719.9,0,52,5,1180,1,158,719.42579917
-2.4,0,0,4,0,5,5,0,121396,190.05897142,190.15,0,13,1,227,1,130,190.05897142
4.3,0,0,1,0,5,3,0,11154555,426.1953170,427.4,0,28,0,491,1,38.8,426.1953170
1.9,0,0,2,0,9,4,1,2576,260.17360725,260.33,0,18,0,281,1,90.7,260.17360725
N/A,0,0,6,0,5,8,4,24748,240.08451746,240.21,0,16,0,169,2,156,240.08451746
1.5,0,0,1,0,4,3,0,2578,213.0071819,214.05,0,12,0,156,1,61.8,213.0071819
1,0,0,3,0,6,4,1,2583,292.17869263,292.37,0,21,0,354,1,70.6,292.17869263
-2.5,0,0,15,0,11,22,0,135565560,910.21677296,910.8,3,65,12,2100,1,407,910.21677296
4.2,0,0,3,0,10,5,1,2585,406.18925731,406.5,0,30,0,508,1,75.7,406.18925731
-7.1,0,0,37,0,74,61,17,73995022,2060.8211892,2062.0,0,143,0,4830,1,1110,2060.8211892
0.3,0,0,16,0,23,18,0,16119814,1092.64306214,1093.3,0,77,16,1900,1,412,1092.64306214
0.4,0,0,5,0,1,6,0,9064,290.07903816,290.27,0,21,2,364,1,110,290.07903816
N/A,0,0,1,0,0,5,0,73415827,191.8807666,192.25,0,8,0,62.2,4,89.6,191.8807666
-6.9,0,0,11,0,6,15,0,6032,484.23805798,484.5,0,33,15,638,1,283,484.23805798
-3.5,0,0,23,0,51,22,0,16197727,1645.83651040,1646.8,0,118,12,3360,1,643,1645.83651040
3.6,0,0,2,0,8,8,0,10184653,485.1629955,485.9,1,34,1,702,1,88.6,485.1629955
2.7,0,0,1,0,4,2,0,82148,243.125928785,243.30,0,18,0,280,1,38.3,243.125928785
1.8,0,0,2,0,1,4,0,6100671,326.199428076,326.4,0,24,9,570,1,46.9,326.199428076
-3,0,0,2,0,1,3,0,5950,89.047678466,89.09,0,6,1,61.8,1,63.3,89.047678466
2.9,0,0,2,0,5,4,0,2082,265.08849790,265.33,0,18,0,290,1,92.3,265.08849790
2.5,0,0,1,0,5,3,0,30951,226.0396719,226.65,0,15,0,230,1,46.5,226.0396719
2.2,0,0,3,0,2,5,0,5311000,408.1703517,408.9,0,28,9,790,1,94.8,408.1703517
N/A,0,0,7,0,1,9,1,136146352,313.979053,314.55,0,18,0,235,8,124,313.979053
5.2,0,0,1,0,3,5,0,49806720,482.26817634,482.6,0,36,0,867,1,72.4,482.26817634
-6.5,0,0,6,0,5,8,0,2088,249.01672575,249.10,0,14,0,257,1,161,249.01672575
2.2,0,0,0,0,9,6,0,51263,416.25358890,416.5,0,30,0,614,1,81.1,416.25358890
1.7,0,0,2,0,8,8,1,2092,389.20630436,389.4,0,28,0,511,1,112,389.20630436
3.5,0,0,4,0,19,7,0,5493444,551.39343642,551.8,0,39,4,717,1,146,551.39343642
6.3,0,0,1,0,5,2,0,449171,300.208930132,300.4,4,22,0,567,1,37.3,300.208930132
-2.2,0,0,4,0,1,3,1,204,158.04399007,158.12,0,11,0,225,1,113,158.04399007
-0.7,0,0,2,0,0,3,0,135401907,136.03851076,136.11,0,10,0,190,1,70.1,136.03851076
5.3,0,0,1,0,2,1,0,235905,300.245315640,300.5,0,22,6,492,1,20.2,300.245315640
N/A,0,0,5,8,0,7,0,156054,251.913324,252.48,0,12,0,26.3,6,116,251.913324
1.6,0,0,1,0,6,4,0,123606,335.16674822,335.5,0,23,0,483,1,64.8,335.16674822
0.6,0,0,1,0,3,5,0,11450633,339.16952493,339.4,0,25,1,622,1,93.7,339.16952493
-0.1,0,0,7,0,3,9,0,12305761,418.12638228,418.4,0,30,6,630,1,168,418.12638228
N/A,0,0,1,0,3,7,0,71586929,281.990079,282.12,0,18,0,212,6,66.6,281.990079
3.2,0,0,2,0,4,8,0,56649450,441.14463062,441.5,0,30,1,663,1,129,441.14463062
4.2,1,0,0,0,6,1,0,31209,202.135765193,202.29,0,15,0,199,1,17.1,202.135765193
2.8,0,0,0,0,0,0,2,6654,136.125200510,136.23,0,10,0,186,1,0,136.125200510
3.2,0,0,1,0,4,5,0,24733,390.24062418,390.5,0,28,8,686,1,80.7,390.24062418
3.2,0,0,1,0,1,3,0,104845,332.23514488,332.5,0,24,8,569,1,54.4,332.23514488
2.1,0,0,0,0,1,3,0,2118,308.0828741,308.8,0,22,0,434,1,43.1,308.0828741
3.2,0,0,3,0,13,5,0,5280723,354.24062418,354.5,1,25,4,432,1,94.8,354.24062418
N/A,0,0,5,0,11,6,1,62816,281.1982382,281.83,0,18,0,116,2,101,281.1982382
2.7,0,0,0,0,3,6,0,2123,210.15929460,210.28,0,15,0,148,1,48.4,210.15929460
N/A,0,0,0,0,0,0,0,24012,131.888096,133.34,0,4,0,8,1,0,131.888096
N/A,0,0,0,0,0,3,0,9989226,101.947821,101.961,0,5,0,0,5,3,101.947821
N/A,0,0,0,0,0,12,0,24850,341.818266,342.2,0,17,0,62.2,5,266,341.818266
5.3,0,0,0,0,9,1,0,3678,281.214349865,281.4,0,21,0,214,1,3.2,281.214349865
2.4,0,0,1,0,0,1,0,2130,151.136099547,151.25,0,11,0,144,1,26,151.136099547
3.8,0,0,1,0,7,6,0,6918493,378.15795719,378.4,0,28,1,475,1,81.5,378.15795719
2.6,0,0,3,0,3,3,0,2132,377.97654,378.10,0,18,0,259,1,58.3,375.97859
3.4,0,0,1,0,10,3,1,10616,292.215078140,292.4,0,21,0,281,1,55.6,292.215078140
3,0,0,1,1,7,1,0,8277,311.212338489,311.4,0,23,0,361,1,43.1,311.212338489
1.8,0,0,3,0,3,4,0,2140,613.7696,613.91,0,20,0,390,1,95.5,613.7696
-0.5,0,0,2,0,0,3,0,5918,109.063997236,109.13,0,8,0,74.1,1,64.9,109.063997236
-4.5,0,0,4,0,7,6,0,2141,214.05410052,214.23,0,12,0,152,1,121,214.05410052
-7.9,0,0,13,0,10,17,0,37768,585.28573644,585.6,0,40,16,819,1,332,585.28573644
-0.7,0,0,4,0,1,5,0,16231,229.0478856,229.63,0,15,0,279,1,159,229.0478856
2.8,0,0,1,0,0,2,0,7019,194.084398327,194.23,0,15,0,207,1,38.9,194.084398327
0.8,0,0,2,0,1,3,0,978,137.047678466,137.14,0,10,0,128,1,63.3,137.047678466
-3,0,0,2,0,5,3,0,564,131.094628657,131.17,0,9,0,83.1,1,63.3,131.094628657
1.2,0,0,2,0,2,3,1,2145,232.121177757,232.28,0,17,0,321,1,72.2,232.121177757
-0.9,0,0,3,0,3,4,0,2148,194.06914219,194.19,0,14,0,222,1,92.4,194.06914219
-3.8,0,0,2,0,4,4,0,137,131.058243149,131.13,0,9,0,121,1,80.4,131.058243149
N/A,0,0,4,0,1,8,0,9433,420.19819929,420.43,0,30,0,273,3,191,420.19819929
7.6,0,0,0,0,11,4,0,2157,645.02369,645.3,0,31,0,547,1,42.7,645.02369
1.9,0,0,2,0,1,4,0,10275,191.05171847,191.26,0,13,0,170,1,93.2,191.05171847
1.5,0,0,2,0,7,6,1,2159,369.17222752,369.5,0,25,0,549,1,110,369.17222752
5,0,0,0,0,3,1,0,2160,277.183049738,277.4,0,21,0,331,1,3.2,277.183049738
3,0,0,2,0,10,7,1,2162,408.1451996,408.9,0,28,0,647,1,99.9,408.1451996
-0.7,0,0,1,0,0,1,0,222,17.026549100,17.031,0,1,0,0,1,1,17.026549100
N/A,0,0,2,0,0,3,0,14013,79.026943022,79.056,0,5,0,24.8,2,61.4,79.026943022
N/A,0,0,2,0,0,3,0,517111,96.05349212,96.09,0,6,0,18.8,3,65.2,96.05349212
N/A,0,0,1,0,0,1,0,25517,53.0032268,53.49,0,2,0,0,2,1,53.0032268
5.7,0,0,0,0,6,2,1,54260,317.271864740,317.5,0,23,2,336,1,12.5,317.271864740
2.6,0,0,1,0,1,3,0,2170,313.0981898,313.8,0,22,0,424,1,36.9,313.0981898
-2,0,0,4,0,4,7,0,33613,365.10454189,365.4,0,25,4,590,1,158,365.10454189
0,0,0,12,0,3,18,0,5280965,923.48784986,924.1,7,65,19,1670,1,320,923.48784986
-1.1,0,0,3,0,4,6,0,6249,349.10962727,349.4,0,24,4,562,1,138,349.10962727
2.9,0,0,3,0,12,8,0,65016,505.22465702,505.6,0,35,3,745,1,140,505.22465702
4,0,0,2,0,5,6,0,2179,393.11471265,393.5,0,28,0,601,1,88.7,393.11471265
1.8,0,0,0,0,4,3,0,10026,117.078978594,117.15,0,8,0,56.4,1,38.7,117.078978594
4.4,0,0,1,0,4,1,0,14759,178.135765193,178.27,0,13,0,133,1,20.2,178.135765193
2.1,0,0,2,0,4,3,0,2164,226.13174244,226.27,0,16,0,303,1,75.3,226.13174244
3,0,0,0,0,6,3,1,10767,235.157228913,235.32,0,17,0,247,1,29.5,235.157228913
1.6,0,0,1,0,0,2,0,135409400,254.9966172,256.08,0,16,0,360,1,44.7,254.9966172
2.1,0,0,0,0,4,4,0,2187,293.16404563,293.4,0,22,0,456,1,78.3,293.16404563
2.3,0,0,14,0,14,17,0,166548,1139.50629389,1140.2,0,82,15,2150,1,377,1139.50629389
2.6,0,0,1,0,5,2,0,2200,265.157897619,265.35,0,20,0,314,1,27.6,265.157897619
3,0,0,1,0,3,9,0,24872560,477.08825856,477.4,0,33,0,886,1,121,477.08825856
4.1,0,0,2,0,6,5,0,11315474,397.19026037,397.5,0,30,0,608,1,90.7,397.19026037
2.2,0,0,1,0,5,5,0,10182969,459.19065430,459.5,0,34,0,777,1,111,459.19065430
2.3,0,0,2,0,0,3,0,6005,267.125928785,267.32,0,20,1,374,1,43.7,267.125928785
1.3,0,0,3,0,2,2,0,2216,244.0282517,245.11,0,15,0,246,1,62.4,244.0282517
1.8,0,0,1,0,8,7,0,11561674,460.13042228,460.5,0,32,1,825,1,127,460.13042228
4.2,0,0,2,0,6,12,0,135413536,534.15018768,534.4,0,37,3,810,1,75.2,534.15018768
-25.4,0,0,93,0,111,97,57,22833874,6510.0514478,6511,0,454,0,16700,1,2820,6507.0413833
0.9,0,0,5,0,8,5,0,60789,317.16270821,317.4,0,23,1,320,1,93,317.16270821
1.8,0,0,4,0,10,11,0,100528,534.21011190,534.6,0,38,7,753,1,153,534.21011190
1.3,0,0,5,0,9,8,1,92722,508.24678944,508.6,0,35,3,887,1,189,508.24678944
-4.2,0,0,4,0,5,4,0,6322,174.11167570,174.20,0,12,1,176,1,128,174.11167570
-4.8,0,0,14,0,19,16,0,644077,1083.43785492,1084.2,0,75,8,2070,1,515,1083.43785492
4.6,0,0,1,0,7,4,0,60795,447.1480325,448.4,0,30,0,559,1,44.8,447.1480325
N/A,0,0,0,0,0,3,0,14888,197.82793,197.841,0,5,0,0,5,3,197.82793
3.1,0,0,0,0,1,5,0,68911,298.17802393,298.37,0,21,8,429,1,46.2,298.17802393
2.5,0,0,1,0,0,5,0,3000518,284.16237386,284.35,0,20,8,415,1,57.2,284.16237386
2.8,0,0,2,0,7,5,1,32170,284.11946368,284.38,0,19,0,325,1,95.7,284.11946368
-1.6,0,0,4,0,2,6,0,54670067,176.03208797,176.12,0,12,2,232,1,107,176.03208797
3.8,0,0,0,0,0,2,0,3036780,285.0920418,285.8,0,20,2,363,1,12.5,285.0920418
-3.4,0,0,3,0,3,4,0,6267,132.05349212,132.12,0,9,1,134,1,106,132.05349212
-2.8,0,0,3,0,3,5,0,5960,133.03750770,133.10,0,9,1,133,1,101,133.03750770
1.2,0,0,1,0,3,4,0,2244,180.04225873,180.16,0,13,0,212,1,63.6,180.04225873
6,0,0,1,0,8,5,0,2247,458.24818979,458.6,0,34,0,599,1,42.3,458.24818979
3.1,0,0,1,0,3,6,0,11219835,284.05972032,284.24,0,21,0,382,1,76.2,284.05972032
5.6,0,0,5,0,18,9,0,148192,704.38974802,704.9,0,51,4,1110,1,171,704.38974802
0.2,0,0,3,0,8,4,1,2249,266.16304257,266.34,0,19,0,263,1,84.6,266.16304257
3.4,0,0,2,0,4,11,0,72163100,603.17050859,603.5,0,43,4,1110,1,104,603.17050859
3.7,0,0,1,0,6,2,0,54841,255.162314293,255.35,0,19,1,237,1,21.3,255.162314293
5,0,0,4,0,12,6,0,60823,558.25300038,558.6,0,41,2,822,1,112,558.25300038
-1.9,0,0,11,0,18,15,0,5311010,993.44120896,994.2,0,68,9,1770,1,416,993.44120896
5.2,0,0,1,0,2,3,0,74989,366.1022722,366.8,0,26,0,595,1,54.4,366.1022722
7.9,0,0,0,2,26,12,4,47319,928.50852574,929.1,0,67,0,1390,1,126,928.50852574
1.8,0,0,1,0,5,4,1,174174,289.16779360,289.4,0,21,2,353,1,49.8,289.16779360
2.6,0,0,3,0,9,9,0,9869929,483.1785654,483.9,0,34,1,642,1,125,483.1785654
1.9,0,0,1,0,5,9,0,118023034,498.24041907,498.6,0,37,1,752,1,106,498.24041907
4,0,0,2,0,7,10,0,9852519,648.1510867,649.7,0,42,0,935,1,158,648.1510867
-1.8,0,0,2,0,3,6,0,9835049,265.03685625,265.25,0,17,2,457,1,139,265.03685625
-15.9,0,0,51,0,115,51,0,16132300,3325.7434694,3326.8,0,234,31,7580,1,1470,3324.7401145
4.2,0,0,2,0,5,4,0,6450551,386.12013238,386.5,1,28,0,557,1,96,386.12013238
-2.2,0,0,4,0,2,5,0,9444,244.08076950,244.20,0,17,4,384,1,141,244.08076950
3.6,0,0,0,0,0,2,0,19861,290.178298710,290.4,0,22,0,417,1,16.1,290.178298710
0.1,0,0,1,0,2,7,0,2265,277.03819367,277.27,0,19,0,354,1,143,277.03819367
1.6,0,0,2,0,8,4,0,2266,188.10485899,188.22,0,13,0,147,1,74.6,188.10485899
4.4,0,0,0,0,3,3,1,2267,381.1607901,381.9,0,27,0,558,1,35.9,381.1607901
4.9,0,0,1,0,10,10,0,135409642,568.15941374,568.5,0,42,0,1100,1,140,568.15941374
4,0,0,5,0,7,14,0,447043,748.50852574,749.0,0,52,18,1150,1,180,748.50852574
0.3,0,0,4,0,7,12,0,5742832,435.05185486,435.4,1,28,2,808,1,238,435.05185486
2.2,0,0,3,0,2,5,0,20469,408.1703517,408.9,0,28,8,805,1,94.8,408.1703517
7.2,0,0,1,0,8,4,0,5388906,554.15689,555.5,0,37,2,715,1,45.6,554.15689
4.8,0,0,3,0,7,6,0,11950170,452.19607403,452.5,0,34,0,678,1,105,452.19607403
2,0,0,1,0,3,8,0,117947097,383.04391352,383.3,0,26,3,675,1,95.8,383.04391352
-10.8,0,0,15,0,21,38,20,772,1134.0069961,1134.9,0,70,0,2410,1,652,1134.0069961
4.8,0,0,3,0,14,5,0,10472693,344.25627424,344.5,0,24,0,351,1,94.8,344.25627424
2.9,0,0,1,0,9,4,0,65628,357.1010823,358.3,0,23,0,380,1,58.4,357.1010823
1.2,0,0,3,0,3,10,1,2315,421.03778277,421.4,0,27,0,740,1,135,421.03778277
N/A,0,0,3,0,9,6,0,65054,545.23482778,545.7,0,39,3,696,2,124,545.23482778
2.2,0,0,1,0,6,5,0,21102,313.09502258,313.30,0,23,0,442,1,81.7,313.09502258
3.7,0,0,1,0,6,4,0,16363,381.18525518,381.4,0,28,0,556,1,52.7,381.18525518
-1.3,0,0,7,0,5,7,1,2327,257.10117059,257.24,0,18,0,278,1,148,257.10117059
7.9,0,0,0,1,14,0,0,2330,318.316075280,318.6,0,23,0,253,1,0,318.316075280
5.7,0,0,1,0,3,3,0,2333,423.91327,424.1,0,22,0,405,1,50.4,421.91532
4.5,0,0,1,0,5,2,1,5572,301.240564612,301.5,0,22,0,314,1,23.5,301.240564612
1.9,0,0,1,0,3,3,0,2337,165.078978594,165.19,0,12,0,151,1,52.3,165.078978594
1.9,0,0,1,0,1,2,0,243,122.036779430,122.12,0,9,0,103,1,37.3,122.036779430
3.5,0,0,0,0,5,4,0,7187,242.05790880,242.23,0,18,0,258,1,52.6,242.05790880
1.7,0,0,2,0,5,7,0,2343,430.9834972,431.9,0,26,0,739,1,161,430.9834972
4.5,0,0,0,0,4,2,0,1201549,307.193614421,307.4,0,23,2,340,1,12.5,307.193614421
3.9,0,0,0,0,7,3,0,12555,309.184112366,309.4,0,23,0,344,1,30.3,309.184112366
1.1,0,0,1,0,1,1,0,244,108.057514874,108.14,0,8,0,55.4,1,20.2,108.057514874
4,0,0,0,0,4,2,0,2345,212.083729621,212.24,0,16,0,213,1,26.3,212.083729621
3.8,0,0,0,0,5,2,0,5273469,238.099379685,238.28,1,18,0,271,1,26.3,238.099379685
3.6,0,0,1,0,4,3,0,7180,228.078644241,228.24,0,17,0,238,1,46.5,228.078644241
2.4,0,0,0,0,4,3,0,7191,213.078978594,213.23,0,16,0,224,1,39.2,213.078978594
1.8,0,0,2,0,4,5,0,5904,334.09872823,334.4,0,23,3,530,1,112,334.09872823
4.5,0,0,3,0,9,9,0,137528262,562.21042212,562.6,0,41,1,938,1,109,562.21042212
13.5,0,0,0,0,10,0,0,5280489,536.438201786,536.9,9,40,0,1120,1,0,536.438201786
-3,0,0,2,0,2,3,0,239,89.047678466,89.09,0,6,0,52.8,1,63.3,89.047678466
0.4,0,0,1,0,3,2,0,2366,136.100048391,136.19,0,10,0,83.3,1,24.9,136.100048391
0.5,0,0,0,0,1,2,0,247,117.078978594,117.15,0,8,0,87.6,1,40.1,117.078978594
1.9,0,0,3,0,2,6,0,9782,392.19990218,392.5,0,28,8,805,1,94.8,392.19990218
2.8,0,0,2,0,11,4,1,2369,307.21474379,307.4,0,22,0,286,1,50.7,307.21474379
0,0,0,1,1,4,2,1,2370,161.129002789,161.22,0,11,0,140,1,52.3,161.129002789
0.9,0,0,2,0,4,1,0,2368,177.126597491,177.25,0,13,0,160,1,36.4,177.126597491
-0.1,0,0,4,0,10,7,0,185457,367.08380644,367.4,0,25,0,519,1,167,367.08380644
2.3,0,0,1,0,2,3,0,4133,152.047344113,152.15,0,11,0,144,1,46.5,152.047344113
7.6,0,0,1,0,3,2,0,82146,348.208930132,348.5,0,26,0,551,1,37.3,348.208930132
3.8,0,0,2,0,7,4,0,39042,361.1080858,361.8,0,25,0,452,1,75.6,361.1080858
2.3,0,0,2,0,5,9,1,2375,430.06104075,430.4,0,29,0,750,1,116,430.06104075
2.7,0,0,2,0,3,9,0,90311989,449.11985517,449.4,0,32,3,912,1,99.2,449.11985517
4.8,0,0,0,0,4,1,1,2378,310.146998583,310.4,0,24,0,362,1,17.8,310.146998583
2.3,0,0,1,0,10,5,0,185460,463.28349205,463.6,0,34,0,641,1,67.6,463.28349205
2.8,0,0,4,0,12,4,0,5311027,415.27225866,415.6,2,30,5,541,1,89.8,415.27225866
3.1,0,0,3,0,6,7,0,10288191,440.02956,441.2,0,27,0,521,1,88.4,440.02956
0.3,0,0,3,0,5,4,0,171548,244.08816355,244.31,0,16,3,298,1,104,244.08816355
4.3,0,0,1,0,5,2,4,2381,311.224914549,311.5,0,23,0,422,1,23.5,311.224914549
3.8,0,0,0,0,7,5,0,2391,361.13140809,361.4,0,27,0,457,1,65.5,361.13140809
N/A,0,0,0,0,0,0,0,5359367,208.98040,208.98040,0,1,0,0,1,0,208.98040
1.9,0,0,2,0,12,5,1,2405,325.22530847,325.4,0,23,0,278,1,60,325.22530847
-7.1,0,0,28,0,67,35,0,16129704,2179.9891678,2180.3,0,155,16,4950,1,902,2178.9858129
-7.5,0,0,20,1,36,31,10,5360373,1414.51898128,1415.6,0,96,9,2580,1,685,1414.51898128
3.1,0,0,4,0,10,5,1,10324367,519.34206955,519.7,0,37,4,959,1,151,519.34206955
N/A,0,0,10,0,0,17,0,16211214,382.0868084,381.4,0,23,0,121,13,102,382.0868084
N/A,0,0,3,0,0,3,0,7628,62.0175241,61.84,0,4,0,8,1,60.7,62.0175241
2.7,0,0,1,0,0,1,3,64685,154.135765193,154.25,0,11,0,185,1,20.2,154.135765193
N/A,0,0,4,0,9,6,0,387447,384.1968855,384.2,0,28,2,500,1,124,384.1968855
