Drug,Isotope_Atom,atom_chiral_undef,Log P_Xlogp3,Heavy_Atom,Compound Complexity_N/A,bond_chiral_undef,charge,Topological_Polar Surface Area,atom_chiral_def,bond_chiral_def,Molecular Weight_N/A,Weight_Monoisotopic,Covalent_Unit,Count_Hydrogen Bond Acceptor,Count_Hydrogen Bond Donor,Mass_Exact,Count_Rotatable Bond
Lanadelumab,,,,,,,,,,,,,,,,,
Lanatoside C,0.0,0.0,0.2,69.0,1870.0,0.0,0.0,288.0,26.0,0.0,985.1,984.49299481,1.0,20.0,8.0,984.49299481,12.0
Lanreotide,0.0,0.0,2.5,77.0,2000.0,0.0,0.0,406.0,9.0,0.0,1096.3,1095.46702979,1.0,14.0,13.0,1095.46702979,17.0
Lansoprazole,0.0,1.0,2.8,25.0,480.0,0.0,0.0,87.1,0.0,0.0,369.4,369.07588236,1.0,8.0,1.0,369.07588236,5.0
Lanthanum,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9055,138.906363,1.0,0.0,0.0,138.906363,0.0
Lapatinib,0.0,0.0,5.1,40.0,898.0,0.0,0.0,115.0,0.0,0.0,581.1,580.1347324,1.0,9.0,2.0,580.1347324,11.0
Laronidase,,,,,,,,,,,,,,,,,
Larotrectinib,0.0,0.0,1.7,31.0,659.0,0.0,0.0,86.0,2.0,0.0,428.4,428.17723029,1.0,7.0,2.0,428.17723029,3.0
Larrea Tridentata,,,,,,,,,,,,,,,,,
Latanoprost,0.0,0.0,4.3,31.0,526.0,0.0,0.0,87.0,5.0,1.0,432.6,432.28757437,1.0,5.0,3.0,432.28757437,14.0
Lavandula Angustifolia,,,,,,,,,,,,,,,,,
Lecithin,0.0,0.0,12.9,52.0,940.0,0.0,0.0,111.0,1.0,2.0,758.1,757.56215551,1.0,8.0,0.0,757.56215551,40.0
Ledipasvir,0.0,0.0,7.4,65.0,1820.0,0.0,0.0,175.0,6.0,0.0,889.0,888.4134378,1.0,10.0,4.0,888.4134378,12.0
Leflunomide,0.0,0.0,2.5,19.0,327.0,0.0,0.0,55.1,0.0,0.0,270.21,270.06161202,1.0,6.0,1.0,270.06161202,2.0
Lenacapavir,0.0,0.0,6.4,64.0,2040.0,0.0,0.0,175.0,3.0,0.0,968.3,967.1435188,1.0,19.0,2.0,967.1435188,13.0
Lenalidomide,0.0,1.0,-0.5,19.0,437.0,0.0,0.0,92.5,0.0,0.0,259.26,259.09569129,1.0,4.0,2.0,259.09569129,1.0
Lenvatinib,0.0,0.0,2.8,30.0,634.0,0.0,0.0,116.0,0.0,0.0,426.9,426.1094828,1.0,5.0,3.0,426.1094828,6.0
Leonurus Cardiaca,,,,,,,,,,,,,,,,,
Lepirudin,0.0,0.0,-41.3,484.0,18600.0,0.0,0.0,3260.0,63.0,0.0,6979.0,6974.9568842,1.0,122.0,100.0,6977.9669487,166.0
Leptin Methionyl Recombinant Human,,,,,,,,,,,,,,,,,
Lercanidipine,0.0,1.0,6.9,45.0,1090.0,0.0,0.0,114.0,0.0,0.0,611.7,611.29953604,1.0,8.0,1.0,611.29953604,13.0
Letermovir,0.0,0.0,4.6,41.0,931.0,0.0,0.0,77.8,1.0,0.0,572.5,572.20466804,1.0,10.0,1.0,572.20466804,7.0
Letrozole,0.0,0.0,2.7,22.0,420.0,0.0,0.0,78.3,0.0,0.0,285.3,285.10144537,1.0,4.0,0.0,285.10144537,3.0
Leucine,0.0,0.0,-1.5,9.0,101.0,0.0,0.0,63.3,1.0,0.0,131.17,131.094628657,1.0,3.0,2.0,131.094628657,3.0
Leuprorelin,0.0,0.0,0.7,87.0,2390.0,0.0,0.0,432.0,9.0,0.0,1209.4,1208.64546218,1.0,14.0,15.0,1208.64546218,32.0
Levallorphan,0.0,0.0,3.5,21.0,408.0,0.0,0.0,23.5,3.0,0.0,283.4,283.193614421,1.0,2.0,1.0,283.193614421,2.0
Levamisole,0.0,0.0,1.8,14.0,246.0,0.0,0.0,40.9,1.0,0.0,204.29,204.07211956,1.0,2.0,0.0,204.07211956,1.0
Levetiracetam,0.0,0.0,-0.3,12.0,203.0,0.0,0.0,63.4,1.0,0.0,170.21,170.105527694,1.0,2.0,1.0,170.105527694,3.0
Levisticum Officinale,,,,,,,,,,,,,,,,,
Levobunolol,0.0,0.0,2.4,21.0,350.0,0.0,0.0,58.6,1.0,0.0,291.4,291.18344366,1.0,4.0,2.0,291.18344366,6.0
Levobupivacaine,0.0,0.0,3.4,21.0,321.0,0.0,0.0,32.3,1.0,0.0,288.4,288.220163521,1.0,2.0,1.0,288.220163521,5.0
Levocabastine,0.0,0.0,2.5,31.0,681.0,0.0,0.0,64.3,2.0,0.0,420.5,420.22130633,1.0,5.0,1.0,420.22130633,4.0
Levocarnitine,0.0,0.0,-0.2,11.0,134.0,0.0,0.0,60.4,1.0,0.0,161.2,161.10519334,1.0,3.0,1.0,161.10519334,3.0
Levocetirizine,0.0,0.0,1.7,27.0,443.0,0.0,0.0,53.0,1.0,0.0,388.9,388.1553704,1.0,5.0,1.0,388.1553704,8.0
Levodopa,0.0,0.0,-2.7,14.0,209.0,0.0,0.0,104.0,1.0,0.0,197.19,197.06880783,1.0,5.0,4.0,197.06880783,3.0
Levofloxacin,0.0,0.0,-0.4,26.0,634.0,0.0,0.0,73.3,1.0,0.0,361.4,361.14378429,1.0,8.0,1.0,361.14378429,2.0
Levofolinic Acid,0.0,0.0,-1.2,34.0,911.0,0.0,0.0,216.0,2.0,0.0,473.4,473.1658961,1.0,10.0,7.0,473.1658961,9.0
Levomenthol,0.0,0.0,3.0,11.0,120.0,0.0,0.0,20.2,3.0,0.0,156.26,156.151415257,1.0,1.0,1.0,156.151415257,1.0
Levomenthol,0.0,0.0,3.0,11.0,120.0,0.0,0.0,20.2,3.0,0.0,156.26,156.151415257,1.0,1.0,1.0,156.151415257,1.0
Levomepromazine,0.0,0.0,4.7,23.0,378.0,0.0,0.0,41.0,1.0,0.0,328.5,328.16093457,1.0,4.0,0.0,328.16093457,5.0
Levonorgestrel,0.0,0.0,3.3,23.0,609.0,0.0,0.0,37.3,6.0,0.0,312.4,312.208930132,1.0,2.0,1.0,312.208930132,2.0
Levonorgestrel,0.0,0.0,3.3,23.0,609.0,0.0,0.0,37.3,6.0,0.0,312.4,312.208930132,1.0,2.0,1.0,312.208930132,2.0
Levorphanol,0.0,0.0,3.1,19.0,357.0,0.0,0.0,23.5,3.0,0.0,257.37,257.177964357,1.0,2.0,1.0,257.177964357,0.0
Levosimendan,0.0,0.0,2.3,21.0,549.0,0.0,0.0,113.0,1.0,0.0,280.28,280.10725903,1.0,6.0,2.0,280.10725903,3.0
Levothyroxine,0.0,0.0,2.4,24.0,420.0,0.0,0.0,92.8,1.0,0.0,776.87,776.6867,1.0,5.0,3.0,776.6867,5.0
Lidocaine,0.0,0.0,2.3,17.0,228.0,0.0,0.0,32.3,0.0,0.0,234.34,234.17321333,1.0,2.0,1.0,234.17321333,5.0
Lidofenin,0.0,0.0,-1.6,21.0,373.0,0.0,0.0,107.0,0.0,0.0,294.3,294.12157168,1.0,6.0,3.0,294.12157168,7.0
Lidoflazine,0.0,0.0,6.0,36.0,623.0,0.0,0.0,35.6,0.0,0.0,491.6,491.27481907,1.0,5.0,1.0,491.27481907,9.0
Linaclotide,0.0,0.0,-6.8,101.0,3030.0,0.0,0.0,726.0,14.0,0.0,1526.8,1525.3899216,1.0,28.0,19.0,1525.3899216,13.0
Linagliptin,0.0,0.0,1.9,35.0,885.0,0.0,0.0,113.0,1.0,0.0,472.5,472.23352217,1.0,7.0,1.0,472.23352217,4.0
Lincomycin,0.0,0.0,0.2,27.0,498.0,0.0,0.0,148.0,9.0,0.0,406.5,406.21375798,1.0,8.0,5.0,406.21375798,7.0
Linezolid,0.0,0.0,0.7,24.0,472.0,0.0,0.0,71.1,1.0,0.0,337.35,337.14378429,1.0,6.0,1.0,337.14378429,4.0
Linum Usitatissimum,,,,,,,,,,,,,,,,,
Liothyronine,0.0,0.0,1.7,23.0,402.0,0.0,0.0,92.8,1.0,0.0,650.97,650.7901,1.0,5.0,3.0,650.7901,5.0
Lipase,,,,,,,,,,,,,,,,,
Lipegfilgrastim,0.0,13.0,-8.6,50.0,1170.0,0.0,0.0,365.0,0.0,0.0,730.7,730.27562525,1.0,20.0,12.0,730.27562525,19.0
Liquidambar,,,,,,,,,,,,,,,,,
Liraglutide,0.0,0.0,-3.4,266.0,8760.0,0.0,0.0,1510.0,31.0,0.0,3751.0,3748.9464612,1.0,55.0,54.0,3749.9498161,132.0
Lisdexamfetamine,0.0,0.0,1.2,19.0,252.0,0.0,0.0,81.1,2.0,0.0,263.38,263.199762429,1.0,3.0,3.0,263.199762429,8.0
Lisinopril,0.0,0.0,-2.9,29.0,550.0,0.0,0.0,133.0,3.0,0.0,405.5,405.2263711,1.0,7.0,4.0,405.2263711,12.0
Lithium,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.01600343,1.0,0.0,0.0,7.01600343,0.0
Lithospermum,,,,,,,,,,,,,,,,,
Lixisenatide,0.0,0.0,-30.8,342.0,11800.0,0.0,0.0,2090.0,42.0,0.0,4858.0,4855.5443218,1.0,77.0,70.0,4857.5510314,170.0
Lobelia Inflata,,,,,,,,,,,,,,,,,
Lobeline,0.0,0.0,3.8,25.0,412.0,0.0,0.0,40.5,3.0,0.0,337.5,337.204179104,1.0,3.0,1.0,337.204179104,6.0
Lodoxamide,0.0,0.0,0.5,21.0,489.0,0.0,0.0,157.0,0.0,0.0,311.63,310.9945126,1.0,7.0,4.0,310.9945126,4.0
Lofepramine,0.0,0.0,6.8,30.0,523.0,0.0,0.0,23.6,0.0,0.0,419.0,418.1811912,1.0,3.0,0.0,418.1811912,7.0
Lofexidine,0.0,1.0,2.6,16.0,263.0,0.0,0.0,33.6,0.0,0.0,259.13,258.0326684,1.0,2.0,1.0,258.0326684,3.0
Lolium,,,,,,,,,,,,,,,,,
Lomefloxacin,0.0,1.0,-0.8,25.0,585.0,0.0,0.0,72.9,0.0,0.0,351.35,351.1394478,1.0,8.0,2.0,351.1394478,3.0
Lomitapide,0.0,0.0,8.6,50.0,1110.0,0.0,0.0,61.4,0.0,0.0,693.7,693.2789964,1.0,9.0,2.0,693.2789964,10.0
Lomustine,0.0,0.0,2.8,15.0,219.0,0.0,0.0,61.8,0.0,0.0,233.69,233.0931045,1.0,3.0,1.0,233.0931045,3.0
Loncastuximab Tesirine,,,,,,,,,,,,,,,,,
Lonicera,,,,,,,,,,,,,,,,,
Loperamide,0.0,0.0,5.0,34.0,623.0,0.0,0.0,43.8,0.0,0.0,477.0,476.223056,1.0,3.0,1.0,476.223056,7.0
Lopinavir,0.0,0.0,5.9,46.0,940.0,0.0,0.0,120.0,4.0,0.0,628.8,628.36247064,1.0,5.0,4.0,628.36247064,15.0
Loprazolam,0.0,0.0,2.9,33.0,891.0,0.0,0.0,97.3,0.0,1.0,464.9,464.1363662,1.0,7.0,0.0,464.1363662,2.0
Loratadine,0.0,0.0,5.2,27.0,569.0,0.0,0.0,42.4,0.0,0.0,382.9,382.1448057,1.0,3.0,0.0,382.1448057,2.0
Lorazepam,0.0,1.0,2.4,21.0,443.0,0.0,0.0,61.7,0.0,0.0,321.2,320.011933,1.0,3.0,2.0,320.011933,1.0
Lorlatinib,0.0,0.0,1.5,30.0,700.0,0.0,0.0,110.0,1.0,0.0,406.4,406.15535203,1.0,7.0,1.0,406.15535203,0.0
Lormetazepam,0.0,1.0,2.4,22.0,471.0,0.0,0.0,52.9,0.0,0.0,335.2,334.027583,1.0,3.0,1.0,334.027583,1.0
Losartan,0.0,0.0,4.3,30.0,520.0,0.0,0.0,92.5,0.0,0.0,422.9,422.1621871,1.0,5.0,2.0,422.1621871,8.0
Loteprednol,0.0,0.0,2.6,27.0,745.0,0.0,0.0,83.8,7.0,0.0,394.9,394.1547017,1.0,5.0,2.0,394.1547017,3.0
Lovastatin,0.0,0.0,4.3,29.0,666.0,0.0,0.0,72.8,8.0,0.0,404.5,404.25627424,1.0,5.0,1.0,404.25627424,7.0
Loxapine,0.0,0.0,3.1,23.0,450.0,0.0,0.0,28.1,0.0,0.0,327.8,327.1138399,1.0,3.0,0.0,327.1138399,1.0
Lubiprostone,0.0,0.0,4.0,27.0,525.0,0.0,0.0,83.8,4.0,0.0,390.5,390.22178044,1.0,7.0,2.0,390.22178044,11.0
Lumacaftor,0.0,0.0,4.4,33.0,776.0,0.0,0.0,97.8,0.0,0.0,452.4,452.118378,1.0,8.0,2.0,452.118378,5.0
Lumefantrine,0.0,1.0,8.7,35.0,671.0,0.0,0.0,23.5,0.0,1.0,528.9,527.154948,1.0,2.0,1.0,527.154948,10.0
Lumiracoxib,0.0,0.0,4.2,20.0,342.0,0.0,0.0,49.3,0.0,0.0,293.72,293.0618845,1.0,4.0,2.0,293.0618845,4.0
Lurasidone,0.0,0.0,5.4,35.0,804.0,0.0,0.0,85.0,6.0,0.0,492.7,492.25589758,1.0,6.0,0.0,492.25589758,5.0
Lurbinectedin,0.0,0.0,3.9,56.0,1530.0,0.0,0.0,190.0,7.0,0.0,784.9,784.27781479,1.0,14.0,4.0,784.27781479,4.0
Luspatercept,,,,,,,,,,,,,,,,,
Luteinising Hormone,,,,,,,,,,,,,,,,,
Lutetium (177lu) Oxodotreotide,1.0,0.0,,101.0,2690.0,0.0,0.0,557.0,10.0,0.0,1609.5,1608.5151,2.0,26.0,14.0,1608.5151,23.0
Lutetium (Lu-177),,,,,,,,,,,,,,,,,
Lutropin Alfa,,,,,,,,,,,,,,,,,
Lymecycline,0.0,0.0,-4.4,43.0,1230.0,0.0,0.0,243.0,6.0,0.0,602.6,602.25879342,1.0,13.0,9.0,602.25879342,10.0
Lynoestrenol,0.0,0.0,4.5,21.0,523.0,0.0,0.0,20.2,6.0,0.0,284.4,284.214015512,1.0,1.0,1.0,284.214015512,1.0
Lysine,0.0,0.0,-3.0,10.0,106.0,0.0,0.0,89.3,1.0,0.0,146.19,146.105527694,1.0,4.0,3.0,146.105527694,5.0
Lysuride,0.0,0.0,2.7,25.0,544.0,0.0,0.0,51.4,2.0,0.0,338.4,338.21066147,1.0,2.0,2.0,338.21066147,3.0
Macitentan,0.0,0.0,3.7,32.0,642.0,0.0,0.0,137.0,0.0,0.0,588.3,585.96335,1.0,10.0,2.0,587.9613,11.0
Macrogol,0.0,0.0,-1.4,4.0,6.0,0.0,0.0,40.5,0.0,0.0,62.07,62.03677943,1.0,2.0,2.0,62.03677943,1.0
Macrogol Cetostearyl Ether,,,,,,,,,,,,,,,,,
Magaldrate,0.0,0.0,,57.0,62.2,0.0,0.0,209.0,0.0,0.0,1115.3,1111.757062,49.0,40.0,32.0,1114.755409,0.0
Magnesium,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.305,23.9850417,1.0,0.0,0.0,23.9850417,0.0
Magnesium Carbonate,0.0,0.0,,5.0,18.8,0.0,0.0,63.2,0.0,0.0,84.31,83.9697855,2.0,3.0,0.0,83.9697855,0.0
Magnesium Hydroxide,0.0,0.0,,3.0,0.0,0.0,0.0,2.0,0.0,0.0,58.32,57.990521,3.0,2.0,2.0,57.990521,0.0
Magnesium Oxide,0.0,0.0,,2.0,2.0,0.0,0.0,17.1,0.0,0.0,40.305,39.9799563,1.0,1.0,0.0,39.9799563,0.0
Magnesium Stearate,0.0,0.0,,41.0,196.0,0.0,0.0,80.3,0.0,0.0,591.2,590.5124524,3.0,4.0,0.0,590.5124524,30.0
Magnesium Trisilicate,0.0,0.0,,13.0,141.0,0.0,0.0,145.0,0.0,0.0,260.86,259.8601799,3.0,8.0,0.0,259.8601799,2.0
Magnolia,,,,,,,,,,,,,,,,,
Malathion,0.0,1.0,2.4,19.0,341.0,0.0,0.0,128.0,0.0,0.0,330.4,330.03606767,1.0,8.0,0.0,330.03606767,11.0
Malic Acid,0.0,1.0,-1.3,9.0,129.0,0.0,0.0,94.8,0.0,0.0,134.09,134.02152329,1.0,5.0,3.0,134.02152329,3.0
Malpighia,,,,,,,,,,,,,,,,,
Mamma Copolymer,,,,,,,,,,,,,,,,,
Mandelic Acid,0.0,1.0,0.6,11.0,138.0,0.0,0.0,57.5,0.0,0.0,152.15,152.047344113,1.0,3.0,2.0,152.047344113,2.0
Manganese,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.93804,54.938043,1.0,0.0,0.0,54.938043,0.0
Mannitol,0.0,0.0,-3.1,12.0,105.0,0.0,0.0,121.0,4.0,0.0,182.17,182.07903816,1.0,6.0,6.0,182.07903816,5.0
Maprotiline,0.0,0.0,4.6,21.0,339.0,0.0,0.0,12.0,0.0,0.0,277.4,277.183049738,1.0,1.0,1.0,277.183049738,4.0
Maraviroc,0.0,0.0,5.1,37.0,751.0,0.0,0.0,63.1,3.0,0.0,513.7,513.32791727,1.0,6.0,1.0,513.32791727,8.0
Maribavir,0.0,0.0,2.2,24.0,447.0,0.0,0.0,99.8,4.0,0.0,376.2,375.0752615,1.0,6.0,4.0,375.0752615,4.0
Maris Sal,,,,,,,,,,,,,,,,,
Marrubium,,,,,,,,,,,,,,,,,
Matricaria,,,,,,,,,,,,,,,,,
Mavacamten,0.0,0.0,2.1,20.0,411.0,0.0,0.0,61.4,1.0,0.0,273.33,273.147726857,1.0,3.0,2.0,273.147726857,4.0
Mazindol,0.0,1.0,2.2,20.0,419.0,0.0,0.0,35.8,0.0,0.0,284.74,284.0716407,1.0,2.0,1.0,284.0716407,1.0
Mebendazole,0.0,0.0,2.8,22.0,423.0,0.0,0.0,84.1,0.0,0.0,295.29,295.09569129,1.0,4.0,2.0,295.09569129,4.0
Mebeverine,0.0,1.0,5.2,31.0,494.0,0.0,0.0,57.2,0.0,0.0,429.5,429.25152322,1.0,6.0,0.0,429.25152322,14.0
Mebhydrolin,0.0,0.0,3.5,21.0,349.0,0.0,0.0,8.2,0.0,0.0,276.4,276.162648646,1.0,1.0,0.0,276.162648646,2.0
Mebrofenin,0.0,0.0,-0.1,23.0,443.0,0.0,0.0,107.0,0.0,0.0,387.23,386.04773,1.0,6.0,3.0,386.04773,7.0
Mecasermin,,,,,,,,,,,,,,,,,
Meclozine,0.0,1.0,5.8,28.0,447.0,0.0,0.0,6.5,0.0,0.0,390.9,390.1862766,1.0,2.0,0.0,390.1862766,5.0
Mecysteine,0.0,0.0,-0.5,8.0,86.1,0.0,0.0,53.3,1.0,0.0,135.19,135.0353997,1.0,4.0,2.0,135.0353997,3.0
Medazepam,0.0,0.0,4.4,19.0,336.0,0.0,0.0,15.6,0.0,0.0,270.75,270.0923762,1.0,2.0,0.0,270.0923762,1.0
Medium Chain Triglycerides,,,,,,,,,,,,,,,,,
Medronic Acid,0.0,0.0,-3.3,9.0,151.0,0.0,0.0,115.0,0.0,0.0,176.0,175.9639619,1.0,6.0,4.0,175.9639619,2.0
Medroxyprogesterone,0.0,0.0,3.5,25.0,664.0,0.0,0.0,54.4,7.0,0.0,344.5,344.23514488,1.0,3.0,1.0,344.23514488,1.0
Mefenamic Acid,0.0,0.0,5.1,18.0,292.0,0.0,0.0,49.3,0.0,0.0,241.28,241.110278721,1.0,3.0,2.0,241.110278721,3.0
Mefloquine,0.0,0.0,3.6,26.0,483.0,0.0,0.0,45.2,2.0,0.0,378.31,378.11668211,1.0,9.0,2.0,378.11668211,2.0
Mefruside,0.0,1.0,0.9,23.0,628.0,0.0,0.0,124.0,0.0,0.0,382.9,382.0423918,1.0,7.0,1.0,382.0423918,5.0
Megestrol,0.0,0.0,2.6,25.0,717.0,0.0,0.0,54.4,6.0,0.0,342.5,342.21949481,1.0,3.0,1.0,342.21949481,1.0
Meglumine,0.0,0.0,-2.8,13.0,134.0,0.0,0.0,113.0,4.0,0.0,195.21,195.11067264,1.0,6.0,6.0,195.11067264,6.0
Melaleuca,,,,,,,,,,,,,,,,,
Melatonin,0.0,0.0,0.8,17.0,270.0,0.0,0.0,54.1,0.0,0.0,232.28,232.121177757,1.0,2.0,2.0,232.121177757,4.0
Meloxicam,0.0,0.0,3.0,23.0,628.0,0.0,0.0,136.0,0.0,0.0,351.4,351.03474825,1.0,7.0,2.0,351.03474825,2.0
Melperone,0.0,0.0,3.3,19.0,278.0,0.0,0.0,20.3,0.0,0.0,263.35,263.16854249,1.0,3.0,0.0,263.16854249,5.0
Melphalan,0.0,0.0,-0.5,19.0,265.0,0.0,0.0,66.6,1.0,0.0,305.2,304.0745332,1.0,4.0,2.0,304.0745332,8.0
Memantine,0.0,2.0,3.3,13.0,240.0,0.0,0.0,26.0,0.0,0.0,179.3,179.167399674,1.0,1.0,1.0,179.167399674,0.0
Menotrophin,0.0,0.0,3.0,10.0,89.4,0.0,0.0,17.1,0.0,0.0,142.24,142.135765193,1.0,1.0,0.0,142.135765193,5.0
Mentha,,,,,,,,,,,,,,,,,
Menthone,0.0,0.0,2.7,11.0,149.0,0.0,0.0,17.1,2.0,0.0,154.25,154.135765193,1.0,1.0,0.0,154.135765193,1.0
Menthyl Valerate,0.0,3.0,5.0,17.0,235.0,0.0,0.0,26.3,0.0,0.0,240.38,240.208930132,1.0,2.0,0.0,240.208930132,6.0
Mepacrine,0.0,1.0,6.0,28.0,461.0,0.0,0.0,37.4,0.0,0.0,400.0,399.2077403,1.0,4.0,1.0,399.2077403,9.0
Mepenzolate,0.0,1.0,3.2,25.0,432.0,0.0,1.0,46.5,0.0,0.0,340.4,340.19126869,1.0,3.0,1.0,340.19126869,5.0
Mepivacaine,0.0,1.0,1.9,18.0,282.0,0.0,0.0,32.3,0.0,0.0,246.35,246.17321333,1.0,2.0,1.0,246.17321333,2.0
Mepolizumab,,,,,,,,,,,,,,,,,
Meprobamate,0.0,0.0,0.7,15.0,212.0,0.0,0.0,105.0,0.0,0.0,218.25,218.12665706,1.0,4.0,2.0,218.12665706,8.0
Meptazinol,0.0,1.0,3.4,17.0,243.0,0.0,0.0,23.5,0.0,0.0,233.35,233.177964357,1.0,2.0,1.0,233.177964357,2.0
Mepyramine,0.0,0.0,3.3,21.0,277.0,0.0,0.0,28.6,0.0,0.0,285.4,285.184112366,1.0,4.0,0.0,285.184112366,7.0
Mequitazine,0.0,1.0,4.6,23.0,398.0,0.0,0.0,31.8,0.0,0.0,322.5,322.15036988,1.0,3.0,0.0,322.15036988,2.0
Mercaptamine,0.0,0.0,-0.4,4.0,10.0,0.0,0.0,27.0,0.0,0.0,77.15,77.0299204,1.0,2.0,2.0,77.0299204,1.0
Mercapto Mixture,,,,,,,,,,,,,,,,,
Mercaptopurine,0.0,0.0,0.0,10.0,190.0,0.0,0.0,85.2,0.0,0.0,152.18,152.01566732,1.0,2.0,2.0,152.01566732,0.0
Meropenem,0.0,0.0,-2.4,26.0,679.0,0.0,0.0,135.0,6.0,0.0,383.5,383.15149208,1.0,7.0,3.0,383.15149208,5.0
Mesalazine,0.0,0.0,1.3,11.0,160.0,0.0,0.0,83.6,0.0,0.0,153.14,153.042593085,1.0,4.0,3.0,153.042593085,1.0
Mesna,0.0,0.0,,8.0,123.0,0.0,0.0,66.6,0.0,0.0,164.18,163.95778065,2.0,4.0,1.0,163.95778065,2.0
Mesterolone,0.0,0.0,4.1,22.0,486.0,0.0,0.0,37.3,8.0,0.0,304.5,304.240230259,1.0,2.0,1.0,304.240230259,0.0
Mestranol,0.0,0.0,4.0,23.0,519.0,0.0,0.0,29.5,5.0,0.0,310.4,310.193280068,1.0,2.0,1.0,310.193280068,2.0
Metaraminol,0.0,0.0,-0.4,12.0,140.0,0.0,0.0,66.5,2.0,0.0,167.2,167.094628657,1.0,3.0,3.0,167.094628657,2.0
Metaxalone,,,,,,,,,,,,,,,,,
Metergoline,0.0,0.0,3.8,30.0,607.0,0.0,0.0,46.5,3.0,0.0,403.5,403.22597718,1.0,3.0,1.0,403.22597718,5.0
Metformin,0.0,0.0,-1.3,9.0,132.0,0.0,0.0,91.5,0.0,0.0,129.16,129.10144537,1.0,1.0,3.0,129.10144537,2.0
Methacrylic Acid,0.0,0.0,0.9,6.0,83.5,0.0,0.0,37.3,0.0,0.0,86.09,86.03677943,1.0,2.0,1.0,86.03677943,1.0
Methadone,0.0,1.0,3.9,23.0,346.0,0.0,0.0,20.3,0.0,0.0,309.4,309.209264485,1.0,2.0,0.0,309.209264485,7.0
Methandienone,,,,,,,,,,,,,,,,,
Methenamine,0.0,0.0,0.3,10.0,84.8,0.0,0.0,13.0,0.0,0.0,140.19,140.1061964,1.0,4.0,0.0,140.1061964,0.0
Methenolone Enanthate,0.0,0.0,6.9,30.0,709.0,0.0,0.0,43.4,7.0,0.0,414.6,414.3133952,1.0,3.0,0.0,414.3133952,7.0
Methicillin,0.0,0.0,1.2,26.0,600.0,0.0,0.0,130.0,3.0,0.0,380.4,380.10420754,1.0,7.0,2.0,380.10420754,5.0
Methionine,0.0,0.0,-1.9,9.0,97.0,0.0,0.0,88.6,1.0,0.0,149.21,149.05104977,1.0,4.0,2.0,149.05104977,4.0
Methocarbamol,0.0,1.0,0.6,17.0,236.0,0.0,0.0,91.0,0.0,0.0,241.24,241.09502258,1.0,5.0,2.0,241.09502258,7.0
Methoserpidine,0.0,0.0,4.1,44.0,1000.0,0.0,0.0,118.0,6.0,0.0,608.7,608.27338086,1.0,10.0,1.0,608.27338086,10.0
Methotrexate,0.0,0.0,-1.8,33.0,704.0,0.0,0.0,211.0,1.0,0.0,454.4,454.17131583,1.0,12.0,5.0,454.17131583,9.0
Methoxamine,0.0,2.0,0.5,15.0,189.0,0.0,0.0,64.7,0.0,0.0,211.26,211.1208434,1.0,4.0,2.0,211.1208434,4.0
Methoxsalen,0.0,0.0,1.9,16.0,325.0,0.0,0.0,48.7,0.0,0.0,216.19,216.04225873,1.0,4.0,0.0,216.04225873,1.0
Methoxyflurane,0.0,0.0,2.2,8.0,75.7,0.0,0.0,9.2,0.0,0.0,164.96,163.9607265,1.0,3.0,0.0,163.9607265,2.0
Methyclothiazide,0.0,1.0,1.4,20.0,571.0,0.0,0.0,126.0,0.0,0.0,360.2,358.9568036,1.0,7.0,2.0,358.9568036,2.0
Methyl Alcohol,0.0,0.0,-0.5,2.0,2.0,0.0,0.0,20.2,0.0,0.0,32.042,32.026214747,1.0,1.0,1.0,32.026214747,0.0
Methyl Aminolevulinate,0.0,0.0,-1.0,10.0,133.0,0.0,0.0,69.4,0.0,0.0,145.16,145.07389321,1.0,4.0,1.0,145.07389321,5.0
Methyl Hydroxybenzoate,0.0,0.0,2.0,11.0,136.0,0.0,0.0,46.5,0.0,0.0,152.15,152.047344113,1.0,3.0,1.0,152.047344113,2.0
Methyl Methacrylate-Styrene Copolymer,,,,,,,,,,,,,,,,,
Methyl Nicotinate,0.0,0.0,0.8,10.0,125.0,0.0,0.0,39.2,0.0,0.0,137.14,137.047678466,1.0,3.0,0.0,137.047678466,2.0
Methyl Salicylate,0.0,0.0,2.3,11.0,144.0,0.0,0.0,46.5,0.0,0.0,152.15,152.047344113,1.0,3.0,1.0,152.047344113,2.0
Methyl Salicylate,0.0,0.0,2.3,11.0,144.0,0.0,0.0,46.5,0.0,0.0,152.15,152.047344113,1.0,3.0,1.0,152.047344113,2.0
Methylcellulose,0.0,8.0,-1.0,31.0,496.0,0.0,0.0,102.0,2.0,0.0,454.5,454.24141202,1.0,11.0,0.0,454.24141202,12.0
Methylchloroisothiazolinone,0.0,0.0,0.9,8.0,156.0,0.0,0.0,45.6,0.0,0.0,149.6,148.9702126,1.0,2.0,0.0,148.9702126,0.0
Methyldopa,0.0,0.0,-1.9,15.0,246.0,0.0,0.0,104.0,1.0,0.0,211.21,211.0844579,1.0,5.0,4.0,211.0844579,3.0
